cell,concurrency,repetition,update_rate_s,read_rate_s,op_id,qa_id,scope_id,target_memory_id,queue_wait_ms,worker_start_to_raw_commit_ms,raw_write_call_ms,raw_ack_to_structured_ms,structured_to_index_ms,index_to_ranking_ms,t_commit_ms,t_structured_view_visible_ms,t_index_visible_ms,pipeline_complete_ms,time_to_top10_ms,final_hit_at_10,structured_projection_ok,relation_candidate_ok,sparse_index_applied,dense_index_applied,sparse_index_visible,dense_index_visible,timeout_5000ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,fresh_hit_at_10_50ms,pipeline_visible_50ms,fresh_hit_at_10_100ms,pipeline_visible_100ms,fresh_hit_at_10_250ms,pipeline_visible_250ms,fresh_hit_at_10_500ms,pipeline_visible_500ms,fresh_hit_at_10_1000ms,pipeline_visible_1000ms,fresh_hit_at_10_2000ms,pipeline_visible_2000ms
cassandra-materialized,32,0,1.0,19.0,r0_measured_00508,lr000007::conv-43_qa_56,lr000007::conv-43,lr000007::conv-43_session_21_D21:13,0.112,6.2331,6.2292,52.6898,24.4636,22.4535,6.3451,59.0349,83.4985,105.952,105.952,1,1,1,1,1,1,1,0,0.7864,0.6319,0.4061,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00722,lr000005::conv-41_qa_98,lr000005::conv-41,lr000005::conv-41_session_15_D15:13,0.0999,17.2437,17.2411,77.6221,25.8385,10.5992,17.3436,94.9657,120.8042,131.4034,131.4034,1,1,1,1,1,1,1,0,1.3321,0.9896,0.3337,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00097,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,0.0816,13.9653,13.9625,76.0812,22.1779,13.9312,14.0469,90.1281,112.306,126.2372,,0,1,1,1,1,1,1,0,0.9211,1.0127,0.3547,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00729,lr000011::conv-50_qa_48,lr000011::conv-50,lr000011::conv-50_session_22_D22:1,0.1441,11.7129,11.7081,75.6353,27.6436,7.3439,11.857,87.4923,115.1359,122.4798,,0,1,1,1,1,1,1,0,0.5999,0.4905,0.3724,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00412,lr000007::conv-44_qa_117,lr000007::conv-44,lr000007::conv-44_session_27_D27:2,0.0623,4.7491,4.7469,61.5812,21.4636,14.7769,4.8114,66.3926,87.8562,102.6331,102.6331,1,1,1,1,1,1,1,0,0.7392,0.5169,0.3164,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00591,lr000009::conv-44_qa_84,lr000009::conv-44,lr000009::conv-44_session_13_D13:6,0.0854,14.2983,14.2953,60.1668,76.6772,10.8499,14.3837,74.5505,151.2277,162.0776,162.0776,1,1,1,1,1,1,1,0,0.6105,0.5563,0.358,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00681,lr000015::conv-47_qa_1,lr000015::conv-47,lr000015::conv-47_session_1_D1:26,0.1301,13.9745,13.9685,59.1356,27.5314,8.7188,14.1046,73.2402,100.7716,109.4904,,0,1,1,1,1,1,1,0,1.1178,0.7372,0.4601,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00547,lr000004::conv-30_qa_75,lr000004::conv-30,lr000004::conv-30_session_15_D15:12,0.0763,12.4633,12.461,59.8217,14.1955,16.949,12.5396,72.3613,86.5568,103.5058,,0,1,1,1,1,1,1,0,0.6112,0.3057,0.3168,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00190,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,0.1534,9.6858,9.6784,74.9429,27.3123,5.8023,9.8392,84.7821,112.0944,117.8967,117.8967,1,1,1,1,1,1,1,0,1.0795,0.9715,0.3636,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00143,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,0.1461,14.9027,14.8973,75.9796,23.579,14.1232,15.0488,91.0284,114.6074,128.7306,128.7306,1,1,1,1,1,1,1,0,2.3635,1.4729,0.3903,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00708,lr000004::conv-42_qa_7,lr000004::conv-42,lr000004::conv-42_session_2_D2:3,0.0893,4.0008,3.9984,62.9424,22.7729,14.0642,4.0901,67.0325,89.8054,103.8696,103.8696,1,1,1,1,1,1,1,0,2.5102,0.5301,0.3194,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00664,lr000008::conv-48_qa_177,lr000008::conv-48,lr000008::conv-48_session_27_D27:9,0.1292,18.3551,18.3507,77.0432,21.5029,14.4181,18.4843,95.5275,117.0304,131.4485,,0,1,1,1,1,1,1,0,1.6549,0.5269,0.3754,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00157,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,0.1237,5.74,5.7352,75.4165,25.0991,9.2925,5.8637,81.2802,106.3793,115.6718,115.6718,1,1,1,1,1,1,1,0,1.2793,0.6678,0.3104,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00380,lr000004::conv-30_qa_56,lr000004::conv-30,lr000004::conv-30_session_6_D6:15,0.1273,11.4274,11.4222,78.9845,13.6604,7.3931,11.5547,90.5392,104.1996,111.5927,,0,1,1,1,1,1,1,0,0.4416,0.201,0.3061,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00070,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,0.0789,14.5077,14.5048,77.1356,25.783,10.9883,14.5866,91.7222,117.5052,128.4935,128.4935,1,1,1,1,1,1,1,0,1.1267,1.0825,0.3079,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00417,lr000010::conv-41_qa_0,lr000010::conv-41,lr000010::conv-41_session_13_D13:16,0.079,12.2258,12.2233,61.9267,23.7455,12.908,12.3048,74.2315,97.977,110.885,110.885,1,1,1,1,1,1,1,0,0.9667,1.1257,0.3101,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00468,lr000008::conv-48_qa_70,lr000008::conv-48,lr000008::conv-48_session_23_D23:22,0.1194,10.552,10.5482,79.2581,24.6759,11.0062,10.6714,89.9295,114.6054,125.6116,125.6116,1,1,1,1,1,1,1,0,1.4925,0.9583,0.3439,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00599,lr000011::conv-43_qa_48,lr000011::conv-43,lr000011::conv-43_session_18_D18:2,0.1107,18.3892,18.3864,76.4035,23.343,14.2432,18.4999,94.9034,118.2464,132.4896,132.4896,1,1,1,1,1,1,1,0,1.1084,1.0502,0.3247,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00196,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,0.1923,10.9391,10.9326,59.3589,22.691,15.1052,11.1314,70.4903,93.1813,108.2865,,0,1,1,1,1,1,1,0,0.8209,0.5123,0.4772,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00132,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,0.1342,11.7854,11.7808,75.6769,22.6072,11.7137,11.9196,87.5965,110.2037,121.9174,,0,1,1,1,1,1,1,0,0.5434,0.303,0.3162,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00703,lr000012::conv-44_qa_121,lr000012::conv-44,lr000012::conv-44_session_28_D28:10,0.2058,10.163,10.156,78.5492,21.574,13.3601,10.3688,88.918,110.492,123.8521,123.8521,1,1,1,1,1,1,1,0,0.6056,0.4763,0.2941,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00559,lr000003::conv-44_qa_14,lr000003::conv-44,lr000003::conv-44_session_3_D3:7,0.2013,7.8926,7.886,61.8548,19.7336,15.133,8.0939,69.9487,89.6823,104.8153,104.8153,1,1,1,1,1,1,1,0,0.7339,0.5905,0.3389,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00115,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,0.0708,6.2853,6.2826,92.8638,20.1852,13.5848,6.3561,99.2199,119.4051,132.9899,132.9899,1,1,1,1,1,1,1,0,0.5572,0.2972,0.3855,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00551,lr000011::conv-42_qa_54,lr000011::conv-42,lr000011::conv-42_session_25_D25:1,0.1943,9.164,9.1572,60.4399,18.8918,16.2088,9.3583,69.7982,88.69,104.8988,,0,1,1,1,1,1,1,0,0.7642,0.775,0.3173,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00467,lr000001::conv-49_qa_141,lr000001::conv-49,lr000001::conv-49_session_21_D21:10,0.1208,19.2742,19.2685,59.8953,21.1149,14.6134,19.395,79.2903,100.4052,115.0186,115.0186,1,1,1,1,1,1,1,0,1.9866,0.8697,0.4283,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00549,lr000012::conv-50_qa_103,lr000012::conv-50,lr000012::conv-50_session_16_D16:14,0.1285,17.0185,17.0136,77.5597,20.7172,12.9648,17.147,94.7067,115.4239,128.3887,,0,1,1,1,1,1,1,0,1.3746,0.5792,0.3287,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00281,lr000000::conv-48_qa_80,lr000000::conv-48,lr000000::conv-48_session_10_D10:20,0.0626,15.0035,15.001,59.2612,24.2866,13.6045,15.0661,74.3273,98.6139,112.2184,112.2184,1,1,1,1,1,1,1,0,1.4437,1.0932,0.346,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00296,lr000015::conv-41_qa_61,lr000015::conv-41,lr000015::conv-41_session_31_D31:2,0.0939,8.3664,8.3615,125.3924,30.1318,19.3716,8.4603,133.8527,163.9845,183.3561,183.3561,1,1,1,1,1,1,1,0,0.6561,0.5753,0.4292,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00205,lr000011::conv-44_qa_105,lr000011::conv-44,lr000011::conv-44_session_23_D23:14,0.0907,17.891,17.8881,74.1226,22.3054,14.6843,17.9817,92.1043,114.4097,129.094,129.094,1,1,1,1,1,1,1,0,1.1808,1.3355,0.3167,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,1.0,19.0,r0_measured_00734,lr000002::conv-43_qa_140,lr000002::conv-43,lr000002::conv-43_session_19_D19:10,1.7132,12.745,12.7422,78.1493,22.4823,10.4751,14.4582,92.6075,115.0898,125.5649,125.5649,1,1,1,1,1,1,1,0,0.596,0.5886,0.3198,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01347,lr000016::conv-47_qa_47,lr000016::conv-47,lr000016::conv-47_session_23_D23:1,0.0598,10.7166,10.7138,49.4596,24.0636,9.7551,10.7764,60.236,84.2996,94.0547,94.0547,1,1,1,1,1,1,1,0,1.3618,1.0124,0.3486,0,0,1,1,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00869,lr000009::conv-42_qa_181,lr000009::conv-42,lr000009::conv-42_session_26_D26:18,0.0664,10.6178,10.6147,47.8905,26.072,9.0017,10.6842,58.5747,84.6467,93.6484,93.6484,1,1,1,1,1,1,1,0,0.5396,0.4232,0.2866,0,0,1,1,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00952,lr000000::conv-49_qa_60,lr000000::conv-49,lr000000::conv-49_session_13_D13:8,0.0595,17.7108,17.7077,50.3433,27.5083,9.0556,17.7703,68.1136,95.6219,104.6775,,0,1,1,1,1,1,1,0,0.7833,0.5899,0.4616,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00737,lr000014::conv-43_qa_159,lr000014::conv-43,lr000014::conv-43_session_26_D26:1,0.0782,10.6138,10.6096,50.9085,26.2017,20.6503,10.692,61.6005,87.8022,108.4525,108.4525,1,1,1,1,1,1,1,0,0.499,0.452,0.3171,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01403,lr000002::conv-41_qa_73,lr000002::conv-41,lr000002::conv-41_session_5_D5:8,0.0617,9.7121,9.7095,52.6891,25.5766,8.9317,9.7738,62.4629,88.0395,96.9712,96.9712,1,1,1,1,1,1,1,0,0.5745,0.5172,0.3496,0,0,1,1,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01199,lr000001::conv-50_qa_11,lr000001::conv-50,lr000001::conv-50_session_6_D6:1,0.1265,5.1864,5.184,53.2144,22.6338,7.8244,5.3129,58.5273,81.1611,88.9855,,0,1,1,1,1,1,1,0,1.5631,0.8137,0.3685,0,0,0,1,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00862,lr000002::conv-50_qa_107,lr000002::conv-50,lr000002::conv-50_session_17_D17:5,0.0834,3.3835,3.378,65.3363,22.8726,9.5644,3.4669,68.8032,91.6758,101.2402,101.2402,1,1,1,1,1,1,1,0,1.7586,0.8481,0.3346,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00976,lr000001::conv-44_qa_86,lr000001::conv-44,lr000001::conv-44_session_14_D14:4,0.1247,15.6143,15.6112,105.2719,24.2271,14.9475,15.739,121.0109,145.238,160.1855,160.1855,1,1,1,1,1,1,1,0,1.4672,1.0437,0.3296,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01320,lr000007::conv-44_qa_88,lr000007::conv-44,lr000007::conv-44_session_16_D16:8,0.1031,10.7848,10.7822,49.2857,20.5784,12.7181,10.8879,60.1736,80.752,93.4701,,0,1,1,1,1,1,1,0,1.2552,1.0143,0.3283,0,0,0,1,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00787,lr000002::conv-41_qa_2,lr000002::conv-41,lr000002::conv-41_session_2_D2:28,0.0827,16.7598,16.7568,60.6606,29.8848,8.0495,16.8425,77.5031,107.3879,115.4374,115.4374,1,1,1,1,1,1,1,0,0.6652,0.8269,0.374,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00930,lr000001::conv-49_qa_28,lr000001::conv-49,lr000001::conv-49_session_6_D6:4,0.0599,3.5999,3.5972,51.0537,24.9354,11.1956,3.6598,54.7135,79.6489,90.8445,,0,1,1,1,1,1,1,0,3.2052,1.4684,0.5225,0,0,0,1,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01318,lr000013::conv-43_qa_52,lr000013::conv-43,lr000013::conv-43_session_8_D8:5,0.0862,16.9068,16.9031,49.9368,34.7455,11.5315,16.993,66.9298,101.6753,113.2068,113.2068,1,1,1,1,1,1,1,0,0.7481,0.873,0.3726,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01327,lr000007::conv-47_qa_24,lr000007::conv-47,lr000007::conv-47_session_13_D13:7,0.0824,10.4199,10.4171,47.0137,27.5459,10.1026,10.5023,57.516,85.0619,95.1645,,0,1,1,1,1,1,1,0,0.5948,0.473,0.2982,0,0,0,1,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00907,lr000011::conv-49_qa_116,lr000011::conv-49,lr000011::conv-49_session_11_D11:8,0.0863,14.4158,14.4107,51.2794,22.2627,10.8062,14.5021,65.7815,88.0442,98.8504,98.8504,1,1,1,1,1,1,1,0,1.5853,0.6838,0.4231,0,0,1,1,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01062,lr000014::conv-30_qa_21,lr000014::conv-30,lr000014::conv-30_session_12_D12:6,0.0622,16.6384,16.6357,96.3853,14.136,15.2825,16.7006,113.0859,127.2219,142.5044,142.5044,1,1,1,1,1,1,1,0,0.6639,0.2582,0.414,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01330,lr000003::conv-41_qa_80,lr000003::conv-41,lr000003::conv-41_session_8_D8:15,0.0651,16.1044,16.0965,51.5739,27.5066,19.1289,16.1695,67.7434,95.25,114.3789,114.3789,1,1,1,1,1,1,1,0,2.0837,0.9582,0.3032,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01066,lr000014::conv-26_qa_149,lr000014::conv-26,lr000014::conv-26_session_18_D18:9,0.0667,13.6569,13.6548,52.4118,18.091,8.2924,13.7236,66.1354,84.2264,92.5188,,0,1,1,1,1,1,1,0,0.5137,0.2898,0.3183,0,0,0,1,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00893,lr000006::conv-47_qa_92,lr000006::conv-47,lr000006::conv-47_session_11_D11:3,0.0905,4.9416,4.9331,48.3129,26.1145,8.2743,5.0321,53.345,79.4595,87.7338,87.7338,1,1,1,1,1,1,1,0,1.5736,1.1397,0.358,0,0,1,1,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01310,lr000008::conv-48_qa_43,lr000008::conv-48,lr000008::conv-48_session_12_D12:1,0.1049,9.1599,9.1572,61.6182,33.5696,21.3676,9.2648,70.883,104.4526,125.8202,,0,1,1,1,1,1,1,0,1.41,1.7664,0.4021,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01328,lr000011::conv-47_qa_134,lr000011::conv-47,lr000011::conv-47_session_25_D25:13,0.0455,4.8111,4.8089,119.4912,55.0055,12.3496,4.8566,124.3478,179.3533,191.7029,191.7029,1,1,1,1,1,1,1,0,1.3093,1.1292,0.3584,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01056,lr000013::conv-47_qa_94,lr000013::conv-47,lr000013::conv-47_session_13_D13:8,0.0955,10.9451,10.9426,50.4128,31.026,17.6711,11.0406,61.4534,92.4794,110.1505,,0,1,1,1,1,1,1,0,1.3054,1.0752,0.3264,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00969,lr000011::conv-42_qa_169,lr000011::conv-42,lr000011::conv-42_session_24_D24:4,0.0626,12.5352,12.5321,62.0633,25.2319,9.4749,12.5978,74.6611,99.893,109.3679,,0,1,1,1,1,1,1,0,1.1958,0.5377,0.3544,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00815,lr000004::conv-30_qa_42,lr000004::conv-30,lr000004::conv-30_session_1_D1:19,0.1176,16.3237,16.3204,54.1001,69.6041,18.7773,16.4413,70.5414,140.1455,158.9228,158.9228,1,1,1,1,1,1,1,0,1.2828,0.5267,0.3044,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01215,lr000010::conv-43_qa_37,lr000010::conv-43,lr000010::conv-43_session_13_D13:1,0.0545,17.395,17.3926,109.7885,24.3591,13.2836,17.4495,127.238,151.5971,164.8807,164.8807,1,1,1,1,1,1,1,0,1.2103,1.2289,0.3328,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01364,lr000007::conv-44_qa_101,lr000007::conv-44,lr000007::conv-44_session_22_D22:5,0.0467,6.1764,6.1741,62.7799,36.1644,9.4732,6.2231,69.003,105.1674,114.6406,114.6406,1,1,1,1,1,1,1,0,0.7372,0.5977,0.4191,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00774,lr000013::conv-41_qa_134,lr000013::conv-41,lr000013::conv-41_session_27_D27:11,0.0722,6.7155,6.713,62.3454,25.7172,11.8248,6.7877,69.1331,94.8503,106.6751,,0,1,1,1,1,1,1,0,1.3588,1.1812,0.3079,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00997,lr000002::conv-42_qa_71,lr000002::conv-42,lr000002::conv-42_session_11_D11:9,0.0493,4.9114,4.9091,51.4418,21.0339,8.5447,4.9607,56.4025,77.4364,85.9811,85.9811,1,1,1,1,1,1,1,0,1.1128,0.4642,0.3096,0,0,1,1,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00975,lr000015::conv-50_qa_28,lr000015::conv-50,lr000015::conv-50_session_5_D5:8,0.1017,7.4081,7.4056,62.4647,26.396,10.0406,7.5098,69.9745,96.3705,106.4111,106.4111,1,1,1,1,1,1,1,0,1.9154,0.9222,0.4371,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01384,lr000011::conv-50_qa_65,lr000011::conv-50,lr000011::conv-50_session_27_D27:6,0.0515,14.367,14.365,52.6008,29.4495,11.0798,14.4185,67.0193,96.4688,107.5486,107.5486,1,1,1,1,1,1,1,0,1.1069,0.7243,0.5331,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01045,lr000010::conv-49_qa_101,lr000010::conv-49,lr000010::conv-49_session_7_D7:2,0.0828,14.8891,14.8868,60.88,23.4956,12.9353,14.9719,75.8519,99.3475,112.2828,112.2828,1,1,1,1,1,1,1,0,0.5845,0.464,0.3584,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_00993,lr000004::conv-42_qa_35,lr000004::conv-42,lr000004::conv-42_session_19_D19:9,0.1264,9.4269,9.4242,60.4547,26.8447,13.419,9.5533,70.008,96.8527,110.2717,110.2717,1,1,1,1,1,1,1,0,1.8247,1.8507,0.3643,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-materialized,32,0,2.0,38.0,r0_measured_01221,lr000005::conv-44_qa_19,lr000005::conv-44,lr000005::conv-44_session_10_D10:12,0.0766,14.2276,14.2252,61.1487,31.1154,19.4768,14.3042,75.4529,106.5683,126.0451,,0,1,1,1,1,1,1,0,0.704,0.5613,0.3479,0,0,0,0,0,1,0,1,0,1,0,1
