cell,concurrency,repetition,update_rate_s,read_rate_s,op_id,qa_id,scope_id,target_memory_id,queue_wait_ms,worker_start_to_raw_commit_ms,raw_write_call_ms,raw_ack_to_structured_ms,structured_to_index_ms,index_to_ranking_ms,t_commit_ms,t_structured_view_visible_ms,t_index_visible_ms,pipeline_complete_ms,time_to_top10_ms,final_hit_at_10,structured_projection_ok,relation_candidate_ok,sparse_index_applied,dense_index_applied,sparse_index_visible,dense_index_visible,timeout_5000ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,fresh_hit_at_10_50ms,pipeline_visible_50ms,fresh_hit_at_10_100ms,pipeline_visible_100ms,fresh_hit_at_10_250ms,pipeline_visible_250ms,fresh_hit_at_10_500ms,pipeline_visible_500ms,fresh_hit_at_10_1000ms,pipeline_visible_1000ms,fresh_hit_at_10_2000ms,pipeline_visible_2000ms
cassandra-base,32,0,1.0,19.0,r0_measured_00196,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,0.0787,16.2027,16.1995,92.5112,74.1987,10.2534,16.2814,108.7926,182.9913,193.2447,,0,1,1,1,1,1,1,0,0.986,0.6992,0.3321,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,1.0,19.0,r0_measured_00664,lr000008::conv-48_qa_177,lr000008::conv-48,lr000008::conv-48_session_27_D27:9,0.1304,15.4312,15.4262,109.6026,21.4638,16.8228,15.5616,125.1642,146.628,163.4508,,0,1,1,1,1,1,1,0,1.251,1.1342,0.302,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,1.0,19.0,r0_measured_00024,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,0.0833,19.4303,19.4251,86.5585,13.5647,13.5282,19.5136,106.0721,119.6368,133.165,,0,1,1,1,1,1,1,0,0.477,0.2338,0.3601,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,1.0,19.0,r0_measured_00412,lr000007::conv-44_qa_117,lr000007::conv-44,lr000007::conv-44_session_27_D27:2,0.0638,16.3981,16.3951,101.2568,22.224,20.2019,16.4619,117.7187,139.9427,160.1446,160.1446,1,1,1,1,1,1,1,0,0.4871,0.4179,0.3766,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00157,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,0.092,17.8612,17.8567,92.5091,20.5179,9.3517,17.9532,110.4623,130.9802,140.3319,140.3319,1,1,1,1,1,1,1,0,0.4694,0.4217,0.3138,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00559,lr000003::conv-44_qa_14,lr000003::conv-44,lr000003::conv-44_session_3_D3:7,0.0671,8.1346,8.132,92.5904,27.1007,6.5063,8.2017,100.7921,127.8928,134.3991,134.3991,1,1,1,1,1,1,1,0,0.6198,0.5456,0.3439,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00190,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,0.1887,21.7215,21.7087,99.6055,22.1815,18.5524,21.9102,121.5157,143.6972,162.2496,162.2496,1,1,1,1,1,1,1,0,1.4672,0.6734,0.3316,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00143,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,0.1235,13.7972,13.7925,95.4262,26.4203,21.7311,13.9207,109.3469,135.7672,157.4983,157.4983,1,1,1,1,1,1,1,0,0.7217,0.5008,0.3706,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00657,lr000011::conv-47_qa_93,lr000011::conv-47,lr000011::conv-47_session_12_D12:5,0.1067,10.9181,10.9147,93.4966,27.0989,7.9321,11.0248,104.5214,131.6203,139.5524,139.5524,1,1,1,1,1,1,1,0,0.6884,0.4296,0.3127,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00254,lr000013::conv-44_qa_58,lr000013::conv-44,lr000013::conv-44_session_25_D25:14,0.1877,20.2911,20.285,91.7457,24.0751,4.9104,20.4788,112.2245,136.2996,141.21,141.21,1,1,1,1,1,1,1,0,0.5263,0.5394,0.3743,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00015,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,0.0655,9.2825,9.2792,93.5429,22.0027,11.096,9.348,102.8909,124.8936,135.9896,135.9896,1,1,1,1,1,1,1,0,0.5734,0.4864,0.3119,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00094,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,0.0662,12.2693,12.2661,97.1946,21.817,16.994,12.3355,109.5301,131.3471,148.3411,148.3411,1,1,1,1,1,1,1,0,0.6433,0.5201,0.3114,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00703,lr000012::conv-44_qa_121,lr000012::conv-44,lr000012::conv-44_session_28_D28:10,0.1758,6.9482,6.9409,108.0936,82.1084,23.8289,7.124,115.2176,197.326,221.1549,221.1549,1,1,1,1,1,1,1,0,0.75,0.7402,0.2941,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00681,lr000015::conv-47_qa_1,lr000015::conv-47,lr000015::conv-47_session_1_D1:26,0.1233,13.7573,13.7521,92.4781,24.3835,9.909,13.8806,106.3587,130.7422,140.6512,,0,1,1,1,1,1,1,0,0.5285,0.4938,0.3633,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,1.0,19.0,r0_measured_00729,lr000011::conv-50_qa_48,lr000011::conv-50,lr000011::conv-50_session_22_D22:1,0.1554,19.339,19.3333,93.6655,22.2584,21.2162,19.4944,113.1599,135.4183,156.6345,,0,1,1,1,1,1,1,0,0.5912,0.4333,0.3076,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,1.0,19.0,r0_measured_00591,lr000009::conv-44_qa_84,lr000009::conv-44,lr000009::conv-44_session_13_D13:6,0.1615,17.7458,17.74,89.9214,86.6959,11.3201,17.9073,107.8287,194.5246,205.8447,205.8447,1,1,1,1,1,1,1,0,0.5155,0.4615,0.3606,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00467,lr000001::conv-49_qa_141,lr000001::conv-49,lr000001::conv-49_session_21_D21:10,0.1588,18.7279,18.7225,90.385,21.8006,12.191,18.8867,109.2717,131.0723,143.2633,143.2633,1,1,1,1,1,1,1,0,0.5245,0.5564,0.3376,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00281,lr000000::conv-48_qa_80,lr000000::conv-48,lr000000::conv-48_session_10_D10:20,0.176,5.3078,5.3011,91.0859,28.1853,5.8214,5.4838,96.5697,124.755,130.5764,130.5764,1,1,1,1,1,1,1,0,0.6011,0.9202,0.3167,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00070,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,0.0718,9.6628,9.6594,93.3215,28.4334,20.1384,9.7346,103.0561,131.4895,151.6279,151.6279,1,1,1,1,1,1,1,0,0.811,0.748,0.3862,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00417,lr000010::conv-41_qa_0,lr000010::conv-41,lr000010::conv-41_session_13_D13:16,0.1515,8.8659,8.8587,90.093,30.4891,15.479,9.0174,99.1104,129.5995,145.0785,145.0785,1,1,1,1,1,1,1,0,0.5755,0.5665,0.3455,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00115,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,0.1679,13.9053,13.8993,110.6363,17.8051,10.5559,14.0732,124.7095,142.5146,153.0705,153.0705,1,1,1,1,1,1,1,0,0.6701,0.3509,0.3409,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00468,lr000008::conv-48_qa_70,lr000008::conv-48,lr000008::conv-48_session_23_D23:22,0.0718,6.711,6.7077,113.1519,78.0935,15.339,6.7828,119.9347,198.0282,213.3672,213.3672,1,1,1,1,1,1,1,0,0.9477,0.8845,0.3295,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00209,lr000011::conv-44_qa_18,lr000011::conv-44,lr000011::conv-44_session_11_D11:4,0.1231,13.7039,13.7002,98.454,22.0575,5.3225,13.827,112.281,134.3385,139.661,,0,1,1,1,1,1,1,0,0.5201,0.4999,0.316,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,1.0,19.0,r0_measured_00380,lr000004::conv-30_qa_56,lr000004::conv-30,lr000004::conv-30_session_6_D6:15,0.0669,12.9764,12.9738,100.4538,13.3864,13.4011,13.0433,113.4971,126.8835,140.2846,,0,1,1,1,1,1,1,0,0.4016,0.2389,0.4837,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,1.0,19.0,r0_measured_00701,lr000011::conv-47_qa_39,lr000011::conv-47,lr000011::conv-47_session_18_D18:1,0.1756,20.9798,20.9733,92.1314,27.1827,6.008,21.1554,113.2868,140.4695,146.4775,146.4775,1,1,1,1,1,1,1,0,0.62,0.551,0.3514,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00551,lr000011::conv-42_qa_54,lr000011::conv-42,lr000011::conv-42_session_25_D25:1,0.1718,11.5999,11.5935,96.9123,22.9747,4.6143,11.7717,108.684,131.6587,136.273,,0,1,1,1,1,1,1,0,0.5436,0.4271,0.302,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,1.0,19.0,r0_measured_00379,lr000007::conv-43_qa_121,lr000007::conv-43,lr000007::conv-43_session_14_D14:7,0.1251,11.0475,11.0437,91.0173,26.2419,8.0167,11.1726,102.1899,128.4318,136.4485,136.4485,1,1,1,1,1,1,1,0,0.6528,0.6683,0.3586,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00547,lr000004::conv-30_qa_75,lr000004::conv-30,lr000004::conv-30_session_15_D15:12,0.1709,7.9802,7.974,89.6713,12.7872,6.1898,8.1511,97.8224,110.6096,116.7994,,0,1,1,1,1,1,1,0,0.65,0.2761,0.3097,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,1.0,19.0,r0_measured_00296,lr000015::conv-41_qa_61,lr000015::conv-41,lr000015::conv-41_session_31_D31:2,0.1815,7.2056,7.1992,155.0178,25.5049,13.1253,7.3871,162.4049,187.9098,201.0351,201.0351,1,1,1,1,1,1,1,0,0.5405,0.5518,0.3731,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,1.0,19.0,r0_measured_00734,lr000002::conv-43_qa_140,lr000002::conv-43,lr000002::conv-43_session_19_D19:10,1.8013,16.5142,16.512,108.3119,25.9261,12.2274,18.3155,126.6274,152.5535,164.7809,164.7809,1,1,1,1,1,1,1,0,0.6895,0.5603,0.3586,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_00969,lr000011::conv-42_qa_169,lr000011::conv-42,lr000011::conv-42_session_24_D24:4,0.084,11.9528,11.9483,77.5843,83.9694,9.5977,12.0368,89.6211,173.5905,183.1882,,0,1,1,1,1,1,1,0,1.0838,0.7166,0.3202,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,2.0,38.0,r0_measured_00976,lr000001::conv-44_qa_86,lr000001::conv-44,lr000001::conv-44_session_14_D14:4,0.0835,2.8201,2.817,81.4204,26.7039,5.7314,2.9036,84.324,111.0279,116.7593,116.7593,1,1,1,1,1,1,1,0,0.499,0.4516,0.3162,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_01328,lr000011::conv-47_qa_134,lr000011::conv-47,lr000011::conv-47_session_25_D25:13,0.0846,7.6253,7.6225,79.3169,26.2719,8.3143,7.7099,87.0268,113.2987,121.613,121.613,1,1,1,1,1,1,1,0,2.6546,1.1782,0.379,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_00873,lr000001::conv-47_qa_70,lr000001::conv-47,lr000001::conv-47_session_2_D2:12,0.0824,12.2105,12.2066,81.3453,92.7758,15.0517,12.2929,93.6382,186.414,201.4657,201.4657,1,1,1,1,1,1,1,0,0.7298,0.5851,0.3962,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_00893,lr000006::conv-47_qa_92,lr000006::conv-47,lr000006::conv-47_session_11_D11:3,0.0617,6.5776,6.5752,78.9117,28.0063,10.4233,6.6393,85.551,113.5573,123.9806,123.9806,1,1,1,1,1,1,1,0,0.6308,0.5057,0.3118,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_00907,lr000011::conv-49_qa_116,lr000011::conv-49,lr000011::conv-49_session_11_D11:8,0.0965,4.4239,4.4211,74.9271,25.4967,11.2025,4.5204,79.4475,104.9442,116.1467,116.1467,1,1,1,1,1,1,1,0,0.759,0.9173,0.3733,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_00993,lr000004::conv-42_qa_35,lr000004::conv-42,lr000004::conv-42_session_19_D19:9,0.1049,13.8477,13.8425,93.5821,24.6598,14.5051,13.9526,107.5347,132.1945,146.6996,146.6996,1,1,1,1,1,1,1,0,1.1,1.0409,0.3065,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_01384,lr000011::conv-50_qa_65,lr000011::conv-50,lr000011::conv-50_session_27_D27:6,0.1135,11.6927,11.6885,76.471,28.7596,22.5744,11.8062,88.2772,117.0368,139.6112,139.6112,1,1,1,1,1,1,1,0,1.1902,0.6909,0.3229,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_00787,lr000002::conv-41_qa_2,lr000002::conv-41,lr000002::conv-41_session_2_D2:28,0.1112,23.7263,23.7209,90.8212,29.3264,27.4553,23.8375,114.6587,143.9851,171.4404,171.4404,1,1,1,1,1,1,1,0,0.636,1.2031,0.3169,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_00737,lr000014::conv-43_qa_159,lr000014::conv-43,lr000014::conv-43_session_26_D26:1,0.072,13.7616,13.7584,80.2281,24.9669,16.5013,13.8336,94.0617,119.0286,135.5299,135.5299,1,1,1,1,1,1,1,0,1.0133,0.7042,0.4526,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_01327,lr000007::conv-47_qa_24,lr000007::conv-47,lr000007::conv-47_session_13_D13:7,0.0733,9.9957,9.9925,61.3771,24.4716,13.3518,10.069,71.4461,95.9177,109.2695,,0,1,1,1,1,1,1,0,1.3215,0.778,0.4258,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,2.0,38.0,r0_measured_01045,lr000010::conv-49_qa_101,lr000010::conv-49,lr000010::conv-49_session_7_D7:2,0.0925,6.5716,6.5687,88.6018,22.3079,16.4556,6.6641,95.2659,117.5738,134.0294,134.0294,1,1,1,1,1,1,1,0,1.4462,0.7173,0.3115,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_00862,lr000002::conv-50_qa_107,lr000002::conv-50,lr000002::conv-50_session_17_D17:5,0.0882,9.0317,9.0287,77.0565,25.8439,9.7821,9.1199,86.1764,112.0203,121.8024,121.8024,1,1,1,1,1,1,1,0,0.5553,0.4879,0.3417,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_01347,lr000016::conv-47_qa_47,lr000016::conv-47,lr000016::conv-47_session_23_D23:1,0.1063,10.0329,10.0295,77.1415,42.8425,8.3692,10.1392,87.2807,130.1232,138.4924,138.4924,1,1,1,1,1,1,1,0,1.1927,0.9708,0.4665,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_01058,lr000004::conv-30_qa_49,lr000004::conv-30,lr000004::conv-30_session_3_D3:6,0.0622,9.013,9.0107,79.5577,15.0905,19.5484,9.0752,88.6329,103.7234,123.2718,123.2718,1,1,1,1,1,1,1,0,0.5243,0.2465,0.3405,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_00914,lr000003::conv-41_qa_6,lr000003::conv-41,lr000003::conv-41_session_4_D4:1,0.1092,11.3575,11.352,77.4303,29.9213,22.3306,11.4667,88.897,118.8183,141.1489,141.1489,1,1,1,1,1,1,1,0,0.9953,0.9877,0.3044,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_00815,lr000004::conv-30_qa_42,lr000004::conv-30,lr000004::conv-30_session_1_D1:19,0.0518,7.6231,7.6197,78.4538,18.5149,13.6619,7.6749,86.1287,104.6436,118.3055,118.3055,1,1,1,1,1,1,1,0,1.1668,0.719,0.3111,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_01221,lr000005::conv-44_qa_19,lr000005::conv-44,lr000005::conv-44_session_10_D10:12,0.0792,11.8802,11.8778,80.8521,25.8,8.6505,11.9594,92.8115,118.6115,127.262,,0,1,1,1,1,1,1,0,0.8358,0.4888,0.3542,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,2.0,38.0,r0_measured_01330,lr000003::conv-41_qa_80,lr000003::conv-41,lr000003::conv-41_session_8_D8:15,0.1188,16.6933,16.6895,66.9468,28.1578,5.2444,16.8121,83.7589,111.9167,117.1611,117.1611,1,1,1,1,1,1,1,0,0.5796,0.5046,0.3558,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_00975,lr000015::conv-50_qa_28,lr000015::conv-50,lr000015::conv-50_session_5_D5:8,0.2699,6.1986,6.1956,79.7734,21.8457,11.9632,6.4685,86.2419,108.0876,120.0508,120.0508,1,1,1,1,1,1,1,0,3.0375,0.6199,0.3471,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_01403,lr000002::conv-41_qa_73,lr000002::conv-41,lr000002::conv-41_session_5_D5:8,0.0963,3.4284,3.4246,81.297,24.1077,6.8783,3.5247,84.8217,108.9294,115.8077,115.8077,1,1,1,1,1,1,1,0,0.4719,0.4348,0.3068,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_01076,lr000006::conv-30_qa_76,lr000006::conv-30,lr000006::conv-30_session_15_D15:18,0.0623,16.1411,16.1385,63.2278,13.302,18.0292,16.2034,79.4312,92.7332,110.7624,110.7624,1,1,1,1,1,1,1,0,0.6156,0.9207,0.3245,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_00930,lr000001::conv-49_qa_28,lr000001::conv-49,lr000001::conv-49_session_6_D6:4,0.0671,7.2246,7.2218,76.3264,19.4961,16.1234,7.2917,83.6181,103.1142,119.2376,,0,1,1,1,1,1,1,0,1.1846,0.4168,0.3172,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,2.0,38.0,r0_measured_01215,lr000010::conv-43_qa_37,lr000010::conv-43,lr000010::conv-43_session_13_D13:1,0.1499,13.7837,13.7793,77.6115,26.1044,8.7452,13.9336,91.5451,117.6495,126.3947,126.3947,1,1,1,1,1,1,1,0,0.7602,0.4393,0.2874,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_01364,lr000007::conv-44_qa_101,lr000007::conv-44,lr000007::conv-44_session_22_D22:5,0.1042,4.4116,4.4054,78.5375,27.5467,7.1109,4.5158,83.0533,110.6,117.7109,117.7109,1,1,1,1,1,1,1,0,0.6929,0.6396,0.4448,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_01318,lr000013::conv-43_qa_52,lr000013::conv-43,lr000013::conv-43_session_8_D8:5,0.0637,13.7373,13.7343,65.9895,35.8695,11.2664,13.801,79.7905,115.66,126.9264,126.9264,1,1,1,1,1,1,1,0,1.0607,0.717,0.4146,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_01320,lr000007::conv-44_qa_88,lr000007::conv-44,lr000007::conv-44_session_16_D16:8,0.0737,4.8054,4.7974,55.6533,26.9108,8.5864,4.8791,60.5324,87.4432,96.0296,,0,1,1,1,1,1,1,0,1.2251,0.8151,0.3988,0,0,0,1,0,1,0,1,0,1,0,1
cassandra-base,32,0,2.0,38.0,r0_measured_01310,lr000008::conv-48_qa_43,lr000008::conv-48,lr000008::conv-48_session_12_D12:1,0.103,7.1761,7.1722,92.1481,23.8787,9.5788,7.2791,99.4272,123.3059,132.8847,,0,1,1,1,1,1,1,0,0.6298,0.7018,0.4147,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,2.0,38.0,r0_measured_01199,lr000001::conv-50_qa_11,lr000001::conv-50,lr000001::conv-50_session_6_D6:1,0.0846,2.0888,2.0859,77.3552,29.2133,6.6916,2.1734,79.5286,108.7419,115.4335,,0,1,1,1,1,1,1,0,0.5417,0.4931,0.3795,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,2.0,38.0,r0_measured_00997,lr000002::conv-42_qa_71,lr000002::conv-42,lr000002::conv-42_session_11_D11:9,0.1386,9.3556,9.3506,80.4023,24.074,7.1268,9.4942,89.8965,113.9705,121.0973,121.0973,1,1,1,1,1,1,1,0,1.2116,1.1066,0.2916,0,0,0,0,1,1,1,1,1,1,1,1
cassandra-base,32,0,2.0,38.0,r0_measured_00774,lr000013::conv-41_qa_134,lr000013::conv-41,lr000013::conv-41_session_27_D27:11,0.0689,7.0928,7.0899,91.8684,23.0763,13.7859,7.1617,99.0301,122.1064,135.8923,,0,1,1,1,1,1,1,0,2.7434,0.754,0.366,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,2.0,38.0,r0_measured_01056,lr000013::conv-47_qa_94,lr000013::conv-47,lr000013::conv-47_session_13_D13:8,0.1278,15.9785,15.9725,65.4587,78.1881,16.382,16.1063,81.565,159.7531,176.1351,,0,1,1,1,1,1,1,0,0.9345,0.5931,0.3692,0,0,0,0,0,1,0,1,0,1,0,1
cassandra-base,32,0,2.0,38.0,r0_measured_01062,lr000014::conv-30_qa_21,lr000014::conv-30,lr000014::conv-30_session_12_D12:6,0.0662,17.5231,17.5201,78.055,16.2494,6.2837,17.5893,95.6443,111.8937,118.1774,118.1774,1,1,1,1,1,1,1,0,0.5256,0.2966,0.5497,0,0,0,0,1,1,1,1,1,1,1,1
