graph_id,src_id,relation,dst_id,source,src_type,dst_type,confidence,edge_id,created_at
synth_100000_1781447372,entity_1,bought,entity_120,synthetic|D12:49,ENTITY,ENTITY,1.0,34052c0f-7aa1-11f1-b430-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_1,related_to,entity_3329,synthetic|D63:31,ENTITY,ENTITY,1.0,34052c10-7aa1-11f1-8a2d-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_1,helped,entity_480,synthetic|D22:25,ENTITY,ENTITY,1.0,34052c11-7aa1-11f1-a999-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_1,helped,entity_2172,synthetic|D59:19,ENTITY,ENTITY,1.0,34052c12-7aa1-11f1-8345-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_1,planned,entity_4552,synthetic|D85:46,ENTITY,ENTITY,1.0,34052c13-7aa1-11f1-980f-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_1,suggests,entity_2430,synthetic|D28:4,ENTITY,ENTITY,1.0,34052c14-7aa1-11f1-808f-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_1,bought,entity_499,synthetic|D96:21,ENTITY,ENTITY,1.0,34052c15-7aa1-11f1-a817-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,reviewed,entity_3905,synthetic|D65:34,ENTITY,ENTITY,1.0,34052c16-7aa1-11f1-b84c-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,bought,entity_656,synthetic|D24:5,ENTITY,ENTITY,1.0,34052c17-7aa1-11f1-aaa5-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,attended,entity_1926,synthetic|D52:8,ENTITY,ENTITY,1.0,34052c18-7aa1-11f1-95d2-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,reviewed,entity_2016,synthetic|D75:39,ENTITY,ENTITY,1.0,34052c19-7aa1-11f1-87a0-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,suitable_for,entity_3434,synthetic|D85:38,ENTITY,ENTITY,1.0,34052c1a-7aa1-11f1-bfa6-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,talked_to,entity_2136,synthetic|D27:43,ENTITY,ENTITY,1.0,34052c1b-7aa1-11f1-8963-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,suggests,entity_2175,synthetic|D51:9,ENTITY,ENTITY,1.0,34052c1c-7aa1-11f1-aa38-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,visited,entity_3745,synthetic|D41:49,ENTITY,ENTITY,1.0,34052c1d-7aa1-11f1-9669-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,likes,entity_3754,synthetic|D80:37,ENTITY,ENTITY,1.0,34052c1e-7aa1-11f1-ad70-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,suitable_for,entity_4404,synthetic|D28:33,ENTITY,ENTITY,1.0,34052c1f-7aa1-11f1-b6a4-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,talked_to,entity_563,synthetic|D32:24,ENTITY,ENTITY,1.0,34052c20-7aa1-11f1-8122-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,works_at,entity_4450,synthetic|D91:20,ENTITY,ENTITY,1.0,34052c21-7aa1-11f1-b79b-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,remembered,entity_4333,synthetic|D2:43,ENTITY,ENTITY,1.0,34052c22-7aa1-11f1-a36a-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,visited,entity_848,synthetic|D18:17,ENTITY,ENTITY,1.0,34052c23-7aa1-11f1-807b-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,suitable_for,entity_4532,synthetic|D20:18,ENTITY,ENTITY,1.0,34052c24-7aa1-11f1-8666-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,suggests,entity_2808,synthetic|D27:44,ENTITY,ENTITY,1.0,34052c25-7aa1-11f1-a205-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,visited,entity_4140,synthetic|D63:17,ENTITY,ENTITY,1.0,34052c26-7aa1-11f1-bb77-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,likes,entity_756,synthetic|D82:28,ENTITY,ENTITY,1.0,34052c27-7aa1-11f1-ad67-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,likes,entity_29,synthetic|D43:50,ENTITY,ENTITY,1.0,34052c28-7aa1-11f1-94fc-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_2,visited,entity_1323,synthetic|D95:29,ENTITY,ENTITY,1.0,34052c29-7aa1-11f1-bfe9-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,helped,entity_4594,synthetic|D2:8,ENTITY,ENTITY,1.0,34052c2a-7aa1-11f1-bfdb-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,planned,entity_1221,synthetic|D70:3,ENTITY,ENTITY,1.0,34052c2b-7aa1-11f1-9244-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,reviewed,entity_4526,synthetic|D19:28,ENTITY,ENTITY,1.0,34052c2c-7aa1-11f1-b0a1-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,visited,entity_2987,synthetic|D6:23,ENTITY,ENTITY,1.0,34052c2d-7aa1-11f1-b65b-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,suggests,entity_842,synthetic|D46:50,ENTITY,ENTITY,1.0,34052c2e-7aa1-11f1-ac4e-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,helped,entity_1266,synthetic|D31:11,ENTITY,ENTITY,1.0,34052c2f-7aa1-11f1-9ac2-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,remembered,entity_1450,synthetic|D53:2,ENTITY,ENTITY,1.0,34052c30-7aa1-11f1-aeba-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,talked_to,entity_3372,synthetic|D86:48,ENTITY,ENTITY,1.0,34052c31-7aa1-11f1-8adc-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,visited,entity_1304,synthetic|D90:7,ENTITY,ENTITY,1.0,34052c32-7aa1-11f1-ad48-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,likes,entity_3855,synthetic|D29:13,ENTITY,ENTITY,1.0,34052c33-7aa1-11f1-b8ce-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,works_at,entity_2864,synthetic|D40:15,ENTITY,ENTITY,1.0,34052c34-7aa1-11f1-afea-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,attended,entity_1582,synthetic|D52:22,ENTITY,ENTITY,1.0,34052c35-7aa1-11f1-9451-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,suitable_for,entity_2286,synthetic|D45:42,ENTITY,ENTITY,1.0,34052c36-7aa1-11f1-9216-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,attended,entity_4392,synthetic|D43:2,ENTITY,ENTITY,1.0,34052c37-7aa1-11f1-abf7-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,visited,entity_1462,synthetic|D75:17,ENTITY,ENTITY,1.0,34052c38-7aa1-11f1-9c53-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,reviewed,entity_3559,synthetic|D45:47,ENTITY,ENTITY,1.0,34052c39-7aa1-11f1-a176-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,helped,entity_4966,synthetic|D66:8,ENTITY,ENTITY,1.0,34052c3a-7aa1-11f1-93f3-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,reviewed,entity_1557,synthetic|D33:3,ENTITY,ENTITY,1.0,34052c3b-7aa1-11f1-94fe-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,likes,entity_4259,synthetic|D69:44,ENTITY,ENTITY,1.0,34052c3c-7aa1-11f1-9b3c-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_3,planned,entity_1614,synthetic|D47:28,ENTITY,ENTITY,1.0,34052c3d-7aa1-11f1-b2a4-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,attended,entity_2704,synthetic|D80:21,ENTITY,ENTITY,1.0,34052c3e-7aa1-11f1-b7ee-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,suitable_for,entity_2460,synthetic|D65:20,ENTITY,ENTITY,1.0,34052c3f-7aa1-11f1-b404-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,talked_to,entity_3296,synthetic|D90:19,ENTITY,ENTITY,1.0,34052c40-7aa1-11f1-9112-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,suggests,entity_3444,synthetic|D86:25,ENTITY,ENTITY,1.0,34052c41-7aa1-11f1-8b79-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,related_to,entity_4662,synthetic|D39:26,ENTITY,ENTITY,1.0,34052c42-7aa1-11f1-a3de-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,likes,entity_2489,synthetic|D37:14,ENTITY,ENTITY,1.0,34052c43-7aa1-11f1-a9b6-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,reviewed,entity_4969,synthetic|D84:21,ENTITY,ENTITY,1.0,34052c44-7aa1-11f1-98da-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,works_at,entity_1750,synthetic|D66:31,ENTITY,ENTITY,1.0,34052c45-7aa1-11f1-b99e-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,remembered,entity_1390,synthetic|D85:6,ENTITY,ENTITY,1.0,34052c46-7aa1-11f1-9e82-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,attended,entity_2745,synthetic|D12:49,ENTITY,ENTITY,1.0,34052c47-7aa1-11f1-bff8-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,visited,entity_1840,synthetic|D26:10,ENTITY,ENTITY,1.0,34052c48-7aa1-11f1-8db6-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,suggests,entity_3892,synthetic|D79:50,ENTITY,ENTITY,1.0,34052c49-7aa1-11f1-a284-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,helped,entity_4715,synthetic|D25:46,ENTITY,ENTITY,1.0,34052c4a-7aa1-11f1-b211-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,works_at,entity_3273,synthetic|D32:10,ENTITY,ENTITY,1.0,34052c4b-7aa1-11f1-b0e3-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,likes,entity_873,synthetic|D100:28,ENTITY,ENTITY,1.0,34052c4c-7aa1-11f1-9220-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,remembered,entity_4243,synthetic|D60:4,ENTITY,ENTITY,1.0,34052c4d-7aa1-11f1-a227-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,suitable_for,entity_3739,synthetic|D18:30,ENTITY,ENTITY,1.0,34052c4e-7aa1-11f1-96a8-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,bought,entity_4877,synthetic|D41:49,ENTITY,ENTITY,1.0,34052c4f-7aa1-11f1-8b95-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,reviewed,entity_4135,synthetic|D55:36,ENTITY,ENTITY,1.0,34052c50-7aa1-11f1-899f-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_4,related_to,entity_3888,synthetic|D58:17,ENTITY,ENTITY,1.0,34052c51-7aa1-11f1-9de2-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,attended,entity_2271,synthetic|D99:50,ENTITY,ENTITY,1.0,34052c52-7aa1-11f1-9c5a-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,attended,entity_1959,synthetic|D36:29,ENTITY,ENTITY,1.0,34052c53-7aa1-11f1-b160-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,visited,entity_1920,synthetic|D35:22,ENTITY,ENTITY,1.0,34052c54-7aa1-11f1-bbde-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,bought,entity_660,synthetic|D18:10,ENTITY,ENTITY,1.0,34052c55-7aa1-11f1-b222-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,planned,entity_1251,synthetic|D91:14,ENTITY,ENTITY,1.0,34052c56-7aa1-11f1-b03a-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,helped,entity_2710,synthetic|D70:30,ENTITY,ENTITY,1.0,34052c57-7aa1-11f1-863a-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,suggests,entity_3441,synthetic|D50:50,ENTITY,ENTITY,1.0,34052c58-7aa1-11f1-a387-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,planned,entity_160,synthetic|D98:37,ENTITY,ENTITY,1.0,34052c59-7aa1-11f1-8449-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,likes,entity_2881,synthetic|D39:49,ENTITY,ENTITY,1.0,34052c5a-7aa1-11f1-8db0-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,helped,entity_4409,synthetic|D96:48,ENTITY,ENTITY,1.0,34052c5b-7aa1-11f1-805b-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,reviewed,entity_1806,synthetic|D63:15,ENTITY,ENTITY,1.0,34052c5c-7aa1-11f1-bdcc-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,works_at,entity_237,synthetic|D50:22,ENTITY,ENTITY,1.0,34052c5d-7aa1-11f1-8f8b-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,remembered,entity_3312,synthetic|D93:11,ENTITY,ENTITY,1.0,34052c5e-7aa1-11f1-8a40-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,related_to,entity_4375,synthetic|D4:26,ENTITY,ENTITY,1.0,34052c5f-7aa1-11f1-934b-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,attended,entity_222,synthetic|D11:42,ENTITY,ENTITY,1.0,34052c60-7aa1-11f1-83d7-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,works_at,entity_1488,synthetic|D7:17,ENTITY,ENTITY,1.0,34052c61-7aa1-11f1-a1e8-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,suggests,entity_3724,synthetic|D42:22,ENTITY,ENTITY,1.0,34052c62-7aa1-11f1-9faf-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,helped,entity_2279,synthetic|D97:27,ENTITY,ENTITY,1.0,34052c63-7aa1-11f1-99d8-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,suitable_for,entity_3852,synthetic|D3:48,ENTITY,ENTITY,1.0,34052c64-7aa1-11f1-a190-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_5,talked_to,entity_1836,synthetic|D84:5,ENTITY,ENTITY,1.0,34052c65-7aa1-11f1-ac57-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,attended,entity_329,synthetic|D97:2,ENTITY,ENTITY,1.0,34052c66-7aa1-11f1-82e7-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,suggests,entity_166,synthetic|D80:10,ENTITY,ENTITY,1.0,34052c67-7aa1-11f1-a6af-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,works_at,entity_937,synthetic|D73:14,ENTITY,ENTITY,1.0,34052c68-7aa1-11f1-910c-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,visited,entity_3021,synthetic|D22:39,ENTITY,ENTITY,1.0,34052c69-7aa1-11f1-ad41-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,planned,entity_938,synthetic|D100:11,ENTITY,ENTITY,1.0,34052c6a-7aa1-11f1-90b4-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,suitable_for,entity_4740,synthetic|D4:20,ENTITY,ENTITY,1.0,34052c6b-7aa1-11f1-8a09-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,helped,entity_3249,synthetic|D92:13,ENTITY,ENTITY,1.0,34052c6c-7aa1-11f1-8a16-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,planned,entity_1989,synthetic|D14:45,ENTITY,ENTITY,1.0,34052c6d-7aa1-11f1-bd52-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,attended,entity_4918,synthetic|D16:37,ENTITY,ENTITY,1.0,34052c6e-7aa1-11f1-bc81-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,talked_to,entity_4364,synthetic|D55:43,ENTITY,ENTITY,1.0,34052c6f-7aa1-11f1-aae4-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,bought,entity_2795,synthetic|D2:27,ENTITY,ENTITY,1.0,34052c70-7aa1-11f1-9990-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,suitable_for,entity_3551,synthetic|D47:41,ENTITY,ENTITY,1.0,34052c71-7aa1-11f1-99da-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,works_at,entity_1253,synthetic|D56:12,ENTITY,ENTITY,1.0,34052c72-7aa1-11f1-86f6-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,attended,entity_2212,synthetic|D79:35,ENTITY,ENTITY,1.0,34052c73-7aa1-11f1-a4c6-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,works_at,entity_3568,synthetic|D94:38,ENTITY,ENTITY,1.0,34052c74-7aa1-11f1-8227-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,suggests,entity_709,synthetic|D36:29,ENTITY,ENTITY,1.0,34052c75-7aa1-11f1-bb5f-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,works_at,entity_4668,synthetic|D79:43,ENTITY,ENTITY,1.0,34052c76-7aa1-11f1-8473-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,likes,entity_4049,synthetic|D42:12,ENTITY,ENTITY,1.0,34052c77-7aa1-11f1-b163-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
synth_100000_1781447372,entity_6,talked_to,entity_2116,synthetic|D44:18,ENTITY,ENTITY,1.0,34052c78-7aa1-11f1-9e65-f8fe5e591f68,2026-07-08T07:47:00.627351+00:00
