method,qa_id,query_sample_id,top10_memory_ids,top10_count,top10_cross_sample_count,top10_cross_sample_rate
Dense-bge,conv-26_qa_24,conv-26,conv-26_session_4_D4:15;conv-26_session_7_D7:27;conv-26_session_7_D7:26;conv-26_session_7_D7:22;conv-26_session_2_D2:3;conv-26_session_13_D13:18;conv-26_session_1_D1:16;conv-26_session_12_D12:6;conv-48_session_7_D7:13;conv-26_session_2_D2:1,10,1,0.1
Dense-bge,conv-26_qa_25,conv-26,conv-26_session_7_D7:1;conv-26_session_5_D5:13;conv-26_session_3_D3:2;conv-26_session_1_D1:3;conv-26_session_5_D5:1;conv-26_session_11_D11:6;conv-26_session_9_D9:8;conv-26_session_4_D4:13;conv-26_session_5_D5:2;conv-26_session_9_D9:11,10,0,0.0
Dense-bge,conv-26_qa_26,conv-26,conv-26_session_7_D7:8;conv-26_session_7_D7:10;conv-26_session_2_D2:5;conv-26_session_7_D7:9;conv-26_session_6_D6:8;conv-26_session_17_D17:10;conv-26_session_19_D19:11;conv-26_session_6_D6:10;conv-26_session_8_D8:23;conv-26_session_8_D8:37,10,0,0.0
Dense-bge,conv-26_qa_27,conv-26,conv-26_session_4_D4:11;conv-26_session_1_D1:10;conv-26_session_1_D1:9;conv-26_session_1_D1:11;conv-26_session_7_D7:5;conv-26_session_6_D6:3;conv-26_session_12_D12:20;conv-26_session_7_D7:7;conv-42_session_18_D18:3;conv-42_session_6_D6:10,10,2,0.2
Dense-bge,conv-26_qa_28,conv-26,conv-26_session_13_D13:1;conv-26_session_19_D19:1;conv-26_session_8_D8:9;conv-26_session_13_D13:16;conv-26_session_19_D19:2;conv-26_session_2_D2:13;conv-26_session_17_D17:3;conv-26_session_17_D17:1;conv-26_session_2_D2:10;conv-26_session_19_D19:5,10,0,0.0
Dense-bge,conv-26_qa_29,conv-26,conv-26_session_8_D8:2;conv-26_session_5_D5:12;conv-26_session_5_D5:4;conv-26_session_5_D5:5;conv-26_session_16_D16:8;conv-26_session_5_D5:10;conv-26_session_12_D12:3;conv-26_session_5_D5:6;conv-26_session_14_D14:4;conv-26_session_17_D17:9,10,0,0.0
Dense-bge,conv-26_qa_30,conv-26,conv-26_session_10_D10:5;conv-26_session_13_D13:15;conv-26_session_9_D9:2;conv-26_session_3_D3:2;conv-26_session_9_D9:16;conv-26_session_10_D10:3;conv-26_session_19_D19:9;conv-26_session_7_D7:1;conv-26_session_12_D12:15;conv-26_session_5_D5:2,10,0,0.0
Dense-bge,conv-26_qa_31,conv-26,conv-26_session_10_D10:12;conv-26_session_2_D2:7;conv-26_session_10_D10:14;conv-26_session_4_D4:8;conv-26_session_18_D18:19;conv-26_session_4_D4:6;conv-41_session_30_D30:6;conv-26_session_8_D8:32;conv-26_session_10_D10:13;conv-26_session_9_D9:1,10,1,0.1
Dense-bge,conv-26_qa_32,conv-26,conv-26_session_5_D5:1;conv-26_session_9_D9:6;conv-26_session_9_D9:8;conv-26_session_3_D3:2;conv-26_session_1_D1:3;conv-26_session_4_D4:13;conv-26_session_9_D9:2;conv-26_session_16_D16:5;conv-26_session_11_D11:6;conv-26_session_5_D5:2,10,0,0.0
Dense-bge,conv-26_qa_33,conv-26,conv-26_session_5_D5:1;conv-26_session_5_D5:2;conv-26_session_9_D9:8;conv-26_session_10_D10:7;conv-26_session_11_D11:4;conv-26_session_8_D8:17;conv-26_session_14_D14:23;conv-26_session_9_D9:6;conv-26_session_15_D15:3;conv-26_session_12_D12:15,10,0,0.0
Dense-bge,conv-26_qa_34,conv-26,conv-26_session_15_D15:9;conv-26_session_10_D10:6;conv-26_session_19_D19:6;conv-26_session_2_D2:1;conv-26_session_19_D19:4;conv-26_session_15_D15:11;conv-26_session_2_D2:3;conv-26_session_15_D15:10;conv-26_session_15_D15:5;conv-26_session_15_D15:3,10,0,0.0
Dense-bge,conv-26_qa_35,conv-26,conv-26_session_10_D10:12;conv-26_session_10_D10:14;conv-26_session_18_D18:19;conv-26_session_4_D4:8;conv-26_session_2_D2:7;conv-43_session_20_D20:35;conv-41_session_30_D30:6;conv-26_session_4_D4:6;conv-26_session_9_D9:1;conv-26_session_10_D10:13,10,2,0.2
Dense-bge,conv-26_qa_36,conv-26,conv-26_session_9_D9:2;conv-26_session_9_D9:4;conv-26_session_9_D9:10;conv-26_session_4_D4:11;conv-26_session_4_D4:16;conv-26_session_9_D9:6;conv-26_session_8_D8:38;conv-26_session_15_D15:9;conv-26_session_3_D3:8;conv-26_session_19_D19:7,10,0,0.0
Dense-bge,conv-26_qa_37,conv-26,conv-26_session_8_D8:6;conv-26_session_14_D14:31;conv-26_session_16_D16:8;conv-26_session_14_D14:30;conv-26_session_1_D1:16;conv-26_session_12_D12:6;conv-26_session_9_D9:15;conv-26_session_17_D17:14;conv-26_session_1_D1:15;conv-26_session_17_D17:12,10,0,0.0
Dense-bge,conv-26_qa_38,conv-26,conv-26_session_3_D3:20;conv-26_session_10_D10:12;conv-26_session_3_D3:22;conv-26_session_8_D8:32;conv-26_session_8_D8:33;conv-26_session_2_D2:5;conv-26_session_4_D4:10;conv-26_session_10_D10:24;conv-26_session_11_D11:1;conv-26_session_2_D2:3,10,0,0.0
Dense-bge,conv-26_qa_39,conv-26,conv-26_session_16_D16:5;conv-26_session_13_D13:15;conv-26_session_2_D2:12;conv-26_session_1_D1:3;conv-26_session_5_D5:1;conv-26_session_9_D9:2;conv-26_session_4_D4:13;conv-26_session_11_D11:10;conv-26_session_11_D11:8;conv-26_session_9_D9:6,10,0,0.0
Dense-bge,conv-26_qa_40,conv-26,conv-26_session_10_D10:10;conv-26_session_10_D10:8;conv-26_session_10_D10:11;conv-26_session_6_D6:16;conv-26_session_2_D2:7;conv-26_session_7_D7:4;conv-26_session_15_D15:2;conv-48_session_10_D10:18;conv-26_session_14_D14:8;conv-26_session_12_D12:18,10,1,0.1
Dense-bge,conv-26_qa_41,conv-26,conv-26_session_10_D10:5;conv-26_session_10_D10:6;conv-26_session_10_D10:4;conv-26_session_10_D10:3;conv-26_session_1_D1:3;conv-26_session_7_D7:3;conv-26_session_4_D4:15;conv-26_session_2_D2:12;conv-26_session_9_D9:2;conv-26_session_3_D3:7,10,0,0.0
Dense-bge,conv-26_qa_42,conv-26,conv-26_session_15_D15:2;conv-26_session_8_D8:34;conv-44_session_5_D5:8;conv-26_session_8_D8:35;conv-48_session_4_D4:32;conv-26_session_18_D18:19;conv-26_session_12_D12:17;conv-47_session_12_D12:1;conv-26_session_17_D17:18;conv-26_session_4_D4:6,10,3,0.3
Dense-bge,conv-26_qa_43,conv-26,conv-26_session_12_D12:6;conv-26_session_11_D11:10;conv-26_session_13_D13:11;conv-26_session_9_D9:14;conv-26_session_16_D16:11;conv-26_session_1_D1:16;conv-26_session_11_D11:14;conv-26_session_11_D11:8;conv-26_session_14_D14:27;conv-26_session_16_D16:6,10,0,0.0
Dense-bge,conv-26_qa_44,conv-26,conv-26_session_11_D11:1;conv-26_session_15_D15:2;conv-26_session_4_D4:10;conv-26_session_2_D2:5;conv-26_session_8_D8:14;conv-26_session_1_D1:2;conv-26_session_10_D10:23;conv-26_session_4_D4:1;conv-26_session_2_D2:9;conv-26_session_11_D11:16,10,0,0.0
Dense-bge,conv-26_qa_45,conv-26,conv-26_session_5_D5:1;conv-26_session_5_D5:2;conv-26_session_9_D9:8;conv-26_session_11_D11:4;conv-26_session_8_D8:17;conv-26_session_10_D10:7;conv-26_session_14_D14:23;conv-26_session_11_D11:6;conv-26_session_12_D12:15;conv-26_session_9_D9:6,10,0,0.0
Dense-bge,conv-26_qa_46,conv-26,conv-26_session_19_D19:9;conv-26_session_14_D14:12;conv-26_session_10_D10:5;conv-26_session_5_D5:13;conv-26_session_3_D3:3;conv-26_session_13_D13:15;conv-26_session_3_D3:4;conv-26_session_7_D7:1;conv-26_session_9_D9:2;conv-26_session_19_D19:7,10,0,0.0
Dense-bge,conv-26_qa_47,conv-26,conv-26_session_19_D19:7;conv-26_session_18_D18:13;conv-26_session_4_D4:15;conv-26_session_1_D1:11;conv-26_session_8_D8:38;conv-26_session_19_D19:8;conv-26_session_16_D16:15;conv-26_session_18_D18:14;conv-26_session_7_D7:7;conv-26_session_19_D19:9,10,0,0.0
Dense-bge,conv-26_qa_48,conv-26,conv-26_session_5_D5:6;conv-26_session_5_D5:10;conv-26_session_16_D16:8;conv-26_session_8_D8:2;conv-26_session_8_D8:4;conv-26_session_14_D14:4;conv-26_session_5_D5:4;conv-26_session_16_D16:9;conv-26_session_12_D12:3;conv-26_session_5_D5:5,10,0,0.0
Dense-bge,conv-26_qa_49,conv-26,conv-26_session_12_D12:15;conv-26_session_9_D9:8;conv-26_session_11_D11:4;conv-26_session_5_D5:1;conv-26_session_8_D8:14;conv-26_session_11_D11:6;conv-26_session_3_D3:2;conv-26_session_9_D9:16;conv-26_session_5_D5:2;conv-26_session_9_D9:2,10,0,0.0
Dense-bge,conv-26_qa_50,conv-26,conv-26_session_1_D1:11;conv-26_session_12_D12:20;conv-26_session_4_D4:11;conv-26_session_13_D13:15;conv-26_session_19_D19:5;conv-26_session_10_D10:6;conv-26_session_1_D1:10;conv-26_session_7_D7:3;conv-26_session_4_D4:18;conv-26_session_8_D8:38,10,0,0.0
Dense-bge,conv-26_qa_51,conv-26,conv-26_session_1_D1:16;conv-26_session_12_D12:6;conv-26_session_16_D16:8;conv-26_session_14_D14:30;conv-26_session_8_D8:6;conv-26_session_1_D1:15;conv-26_session_17_D17:14;conv-26_session_9_D9:15;conv-26_session_14_D14:31;conv-26_session_1_D1:13,10,0,0.0
Dense-bge,conv-26_qa_52,conv-26,conv-26_session_7_D7:16;conv-26_session_7_D7:18;conv-26_session_7_D7:17;conv-42_session_24_D24:4;conv-44_session_26_D26:13;conv-44_session_1_D1:7;conv-26_session_13_D13:3;conv-42_session_5_D5:5;conv-48_session_14_D14:6;conv-44_session_13_D13:8,10,6,0.6
Dense-bge,conv-26_qa_53,conv-26,conv-26_session_13_D13:1;conv-26_session_2_D2:8;conv-26_session_19_D19:1;conv-26_session_2_D2:12;conv-26_session_13_D13:16;conv-26_session_17_D17:3;conv-26_session_2_D2:10;conv-26_session_2_D2:13;conv-26_session_19_D19:2;conv-26_session_8_D8:9,10,0,0.0
Dense-bge,conv-26_qa_54,conv-26,conv-26_session_13_D13:11;conv-26_session_16_D16:7;conv-26_session_9_D9:14;conv-26_session_13_D13:13;conv-26_session_14_D14:5;conv-26_session_12_D12:6;conv-26_session_13_D13:14;conv-26_session_9_D9:16;conv-26_session_11_D11:13;conv-26_session_17_D17:22,10,0,0.0
Dense-bge,conv-26_qa_55,conv-26,conv-26_session_12_D12:6;conv-26_session_1_D1:16;conv-26_session_9_D9:15;conv-26_session_17_D17:14;conv-26_session_8_D8:8;conv-26_session_14_D14:30;conv-26_session_9_D9:16;conv-26_session_14_D14:7;conv-26_session_1_D1:13;conv-26_session_14_D14:31,10,0,0.0
Dense-bge,conv-26_qa_56,conv-26,conv-26_session_4_D4:3;conv-26_session_17_D17:23;conv-26_session_14_D14:15;conv-48_session_1_D1:10;conv-26_session_16_D16:13;conv-26_session_13_D13:15;conv-26_session_14_D14:13;conv-26_session_4_D4:4;conv-26_session_17_D17:22;conv-26_session_11_D11:12,10,1,0.1
Dense-bge,conv-26_qa_57,conv-26,conv-26_session_14_D14:1;conv-26_session_12_D12:2;conv-26_session_12_D12:1;conv-26_session_19_D19:8;conv-26_session_8_D8:32;conv-26_session_15_D15:5;conv-26_session_17_D17:26;conv-26_session_14_D14:2;conv-26_session_4_D4:8;conv-26_session_3_D3:6,10,0,0.0
Dense-bge,conv-26_qa_58,conv-26,conv-26_session_14_D14:4;conv-26_session_5_D5:4;conv-26_session_5_D5:8;conv-26_session_14_D14:3;conv-26_session_16_D16:8;conv-26_session_5_D5:6;conv-26_session_5_D5:10;conv-26_session_5_D5:5;conv-26_session_5_D5:12;conv-26_session_8_D8:2,10,0,0.0
Dense-bge,conv-26_qa_59,conv-26,conv-26_session_3_D3:22;conv-26_session_13_D13:15;conv-26_session_14_D14:24;conv-26_session_4_D4:11;conv-26_session_8_D8:14;conv-26_session_4_D4:3;conv-26_session_19_D19:8;conv-26_session_8_D8:28;conv-26_session_19_D19:5;conv-26_session_19_D19:7,10,0,0.0
Dense-bge,conv-26_qa_60,conv-26,conv-26_session_15_D15:18;conv-26_session_15_D15:25;conv-26_session_15_D15:28;conv-26_session_15_D15:26;conv-26_session_15_D15:20;conv-26_session_15_D15:22;conv-26_session_15_D15:16;conv-26_session_2_D2:5;conv-26_session_15_D15:19;conv-43_session_21_D21:11,10,1,0.1
Dense-bge,conv-26_qa_61,conv-26,conv-26_session_15_D15:18;conv-26_session_15_D15:22;conv-26_session_15_D15:14;conv-26_session_15_D15:28;conv-26_session_15_D15:13;conv-26_session_15_D15:25;conv-26_session_15_D15:12;conv-26_session_11_D11:1;conv-26_session_15_D15:20;conv-26_session_15_D15:16,10,0,0.0
Dense-bge,conv-26_qa_62,conv-26,conv-26_session_15_D15:2;conv-26_session_18_D18:23;conv-26_session_4_D4:8;conv-26_session_2_D2:7;conv-26_session_11_D11:1;conv-48_session_8_D8:8;conv-26_session_10_D10:14;conv-26_session_10_D10:8;conv-26_session_10_D10:12;conv-48_session_8_D8:7,10,2,0.2
Dense-bge,conv-26_qa_63,conv-26,conv-26_session_15_D15:11;conv-26_session_15_D15:9;conv-26_session_9_D9:12;conv-26_session_15_D15:12;conv-26_session_14_D14:35;conv-26_session_14_D14:33;conv-26_session_9_D9:2;conv-26_session_14_D14:34;conv-26_session_15_D15:15;conv-26_session_14_D14:31,10,0,0.0
Dense-bge,conv-26_qa_64,conv-26,conv-26_session_15_D15:28;conv-26_session_15_D15:18;conv-26_session_15_D15:25;conv-26_session_15_D15:22;conv-26_session_15_D15:24;conv-26_session_15_D15:16;conv-26_session_15_D15:26;conv-26_session_15_D15:17;conv-48_session_11_D11:8;conv-26_session_15_D15:27,10,1,0.1
Dense-bge,conv-26_qa_65,conv-26,conv-26_session_8_D8:25;conv-26_session_19_D19:9;conv-26_session_6_D6:15;conv-26_session_11_D11:14;conv-26_session_14_D14:12;conv-26_session_6_D6:12;conv-26_session_16_D16:15;conv-26_session_19_D19:7;conv-26_session_1_D1:5;conv-26_session_4_D4:15,10,0,0.0
Dense-bge,conv-26_qa_66,conv-26,conv-26_session_8_D8:34;conv-26_session_10_D10:12;conv-26_session_4_D4:8;conv-26_session_8_D8:32;conv-26_session_18_D18:5;conv-26_session_8_D8:35;conv-26_session_18_D18:21;conv-26_session_16_D16:4;conv-26_session_18_D18:19;conv-26_session_2_D2:7,10,0,0.0
Dense-bge,conv-26_qa_67,conv-26,conv-26_session_16_D16:1;conv-26_session_17_D17:26;conv-26_session_16_D16:2;conv-26_session_18_D18:16;conv-26_session_8_D8:19;conv-26_session_10_D10:11;conv-26_session_2_D2:1;conv-26_session_8_D8:23;conv-26_session_15_D15:15;conv-26_session_10_D10:6,10,0,0.0
Dense-bge,conv-26_qa_68,conv-26,conv-26_session_16_D16:6;conv-26_session_16_D16:8;conv-26_session_12_D12:8;conv-26_session_11_D11:9;conv-26_session_12_D12:6;conv-26_session_16_D16:10;conv-26_session_1_D1:16;conv-26_session_1_D1:13;conv-26_session_1_D1:15;conv-26_session_16_D16:7,10,0,0.0
Dense-bge,conv-26_qa_69,conv-26,conv-26_session_18_D18:11;conv-26_session_3_D3:22;conv-26_session_7_D7:26;conv-26_session_12_D12:20;conv-26_session_12_D12:14;conv-26_session_8_D8:28;conv-26_session_4_D4:10;conv-26_session_12_D12:12;conv-26_session_6_D6:14;conv-26_session_9_D9:7,10,0,0.0
Dense-bge,conv-26_qa_70,conv-26,conv-26_session_9_D9:6;conv-26_session_17_D17:19;conv-26_session_5_D5:13;conv-26_session_7_D7:1;conv-26_session_4_D4:13;conv-26_session_3_D3:2;conv-26_session_1_D1:5;conv-26_session_5_D5:1;conv-26_session_11_D11:10;conv-26_session_3_D3:1,10,0,0.0
Dense-bge,conv-26_qa_71,conv-26,conv-26_session_7_D7:10;conv-26_session_12_D12:20;conv-26_session_7_D7:27;conv-26_session_7_D7:9;conv-26_session_17_D17:10;conv-26_session_12_D12:18;conv-26_session_7_D7:8;conv-26_session_2_D2:3;conv-26_session_6_D6:8;conv-26_session_14_D14:18,10,0,0.0
Dense-bge,conv-26_qa_72,conv-26,conv-26_session_17_D17:4;conv-26_session_17_D17:3;conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_19_D19:1;conv-26_session_2_D2:9;conv-26_session_2_D2:13;conv-26_session_19_D19:2;conv-26_session_19_D19:4;conv-26_session_17_D17:1,10,0,0.0
Dense-bge,conv-26_qa_73,conv-26,conv-26_session_18_D18:3;conv-26_session_19_D19:8;conv-26_session_13_D13:18;conv-26_session_18_D18:5;conv-26_session_2_D2:1;conv-26_session_14_D14:2;conv-26_session_8_D8:27;conv-26_session_10_D10:20;conv-26_session_18_D18:1;conv-26_session_18_D18:4,10,0,0.0
Dense-bge,conv-26_qa_74,conv-26,conv-26_session_18_D18:1;conv-26_session_18_D18:17;conv-26_session_18_D18:5;conv-26_session_18_D18:3;conv-26_session_3_D3:20;conv-26_session_8_D8:32;conv-26_session_2_D2:7;conv-26_session_4_D4:8;conv-41_session_11_D11:4;conv-47_session_31_D31:1,10,2,0.2
Dense-bge,conv-26_qa_75,conv-26,conv-26_session_3_D3:14;conv-26_session_2_D2:15;conv-26_session_2_D2:9;conv-26_session_19_D19:5;conv-26_session_10_D10:24;conv-26_session_19_D19:4;conv-26_session_10_D10:23;conv-26_session_15_D15:2;conv-26_session_11_D11:1;conv-26_session_17_D17:3,10,0,0.0
Dense-bge,conv-26_qa_76,conv-26,conv-26_session_8_D8:34;conv-26_session_4_D4:8;conv-26_session_18_D18:17;conv-44_session_11_D11:32;conv-44_session_18_D18:16;conv-26_session_14_D14:1;conv-26_session_2_D2:7;conv-26_session_4_D4:6;conv-26_session_17_D17:26;conv-42_session_11_D11:3,10,3,0.3
Dense-bge,conv-26_qa_77,conv-26,conv-26_session_18_D18:1;conv-41_session_11_D11:4;conv-26_session_18_D18:17;conv-48_session_30_D30:9;conv-42_session_17_D17:3;conv-26_session_2_D2:7;conv-26_session_17_D17:26;conv-26_session_4_D4:6;conv-48_session_6_D6:9;conv-50_session_11_D11:2,10,5,0.5
Dense-bge,conv-26_qa_78,conv-26,conv-26_session_4_D4:5;conv-26_session_4_D4:4;conv-26_session_4_D4:2;conv-26_session_19_D19:11;conv-26_session_12_D12:6;conv-26_session_5_D5:10;conv-26_session_14_D14:18;conv-26_session_2_D2:5;conv-26_session_12_D12:3;conv-26_session_2_D2:1,10,0,0.0
Dense-bge,conv-26_qa_79,conv-26,conv-26_session_19_D19:1;conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_2_D2:13;conv-26_session_19_D19:2;conv-26_session_17_D17:3;conv-26_session_17_D17:1;conv-26_session_2_D2:9;conv-26_session_8_D8:22;conv-26_session_19_D19:5,10,0,0.0
Dense-bge,conv-26_qa_80,conv-26,conv-26_session_4_D4:5;conv-26_session_19_D19:2;conv-26_session_5_D5:10;conv-26_session_12_D12:3;conv-26_session_16_D16:8;conv-26_session_4_D4:4;conv-26_session_4_D4:3;conv-26_session_4_D4:2;conv-26_session_8_D8:2;conv-26_session_12_D12:6,10,0,0.0
