status,protocol_id,cell,concurrency,repetition,query_type,operations,seconds,qps,p50_ms,p95_ms,p99_ms,error_rate,source_sha256
PASS,graph-aware-query-types-v2,neo4j-native,32,2,top10_retrieval,5000,136.52841990001616,36.62241168294227,942.6983,1077.178625,1146.2177240000003,0.0,796e1715f08d38853a22b72db3a8bfdf61c538cd41efba19f23792c9ca446fe4
PASS,graph-aware-query-types-v2,neo4j-materialized,32,0,scope_fetch,5000,126.5133940000087,39.52150710619348,870.7343000000001,1015.15902,1081.3930540000003,0.0,44e375daae991efbf7e0b430db3f78abe317baee86e3633ef2f719cbe93a926c
PASS,graph-aware-query-types-v2,neo4j-materialized,32,0,relation_filter,5000,5.9357845000049565,842.3486398463126,33.44115,65.08798,112.67156300000008,0.0,44e375daae991efbf7e0b430db3f78abe317baee86e3633ef2f719cbe93a926c
PASS,graph-aware-query-types-v2,neo4j-materialized,32,0,candidate_projection,5000,2.548760699981358,1961.7377182709115,15.1051,20.935670000000002,26.539388000000045,0.0,44e375daae991efbf7e0b430db3f78abe317baee86e3633ef2f719cbe93a926c
PASS,graph-aware-query-types-v2,neo4j-materialized,32,0,top10_retrieval,5000,137.95795039998484,36.24292754062653,940.7836,1097.67959,1161.4550280000003,0.0,44e375daae991efbf7e0b430db3f78abe317baee86e3633ef2f719cbe93a926c
PASS,graph-aware-query-types-v2,neo4j-materialized,32,1,scope_fetch,5000,128.5248917999852,38.9029699225981,883.2293999999999,1029.4571700000001,1130.413343,0.0,2c8e7affab1309c3b10cbd9214d5f8f79f51d57e453a0d7f4af8e806b1455881
PASS,graph-aware-query-types-v2,neo4j-materialized,32,1,relation_filter,5000,5.762083800014807,867.7416319400199,33.3117,60.11178500000003,104.0080370000002,0.0,2c8e7affab1309c3b10cbd9214d5f8f79f51d57e453a0d7f4af8e806b1455881
PASS,graph-aware-query-types-v2,neo4j-materialized,32,1,candidate_projection,5000,2.4656215999857523,2027.886193091792,6.77625,19.442065,62.67129300000007,0.0,2c8e7affab1309c3b10cbd9214d5f8f79f51d57e453a0d7f4af8e806b1455881
PASS,graph-aware-query-types-v2,neo4j-materialized,32,1,top10_retrieval,5000,139.40857770000002,35.86579880873427,957.1902,1103.1844050000002,1171.9099720000004,0.0,2c8e7affab1309c3b10cbd9214d5f8f79f51d57e453a0d7f4af8e806b1455881
PASS,graph-aware-query-types-v2,neo4j-materialized,32,2,scope_fetch,5000,127.4129210000101,39.24248781644056,876.2645,1010.766355,1062.4952180000002,0.0,b1dcac64199ae838de871c5a82b462037044383a89fca86cf658390ef10e49be
PASS,graph-aware-query-types-v2,neo4j-materialized,32,2,relation_filter,5000,5.941424699994968,841.5489974995786,34.32125,62.58784500000001,108.76726200000004,0.0,b1dcac64199ae838de871c5a82b462037044383a89fca86cf658390ef10e49be
PASS,graph-aware-query-types-v2,neo4j-materialized,32,2,candidate_projection,5000,2.4042745000042487,2079.629426669527,13.81175,23.658884999999998,68.73833500000002,0.0,b1dcac64199ae838de871c5a82b462037044383a89fca86cf658390ef10e49be
PASS,graph-aware-query-types-v2,neo4j-materialized,32,2,top10_retrieval,5000,137.59819509999943,36.33768594396352,948.1728499999999,1090.14731,1168.9369490000006,0.0,b1dcac64199ae838de871c5a82b462037044383a89fca86cf658390ef10e49be
