variant,scope,method,query_id,memory_id,rank,score
Raw,heldout1150,ZScore,conv-26_qa_13,conv-26_session_12_D12:20,9,0.3049189614198625
Raw,heldout1150,ZScore,conv-26_qa_13,conv-26_session_4_D4:18,10,0.28242333854990953
Raw,heldout1150,ZScore,conv-26_qa_14,conv-26_session_4_D4:11,1,2.944616354515734
Raw,heldout1150,ZScore,conv-26_qa_14,conv-26_session_7_D7:7,2,2.82031422598869
Raw,heldout1150,ZScore,conv-26_qa_14,conv-26_session_4_D4:14,3,2.5681233266514263
Raw,heldout1150,ZScore,conv-26_qa_14,conv-26_session_1_D1:11,4,1.9673820885968045
Raw,heldout1150,ZScore,conv-26_qa_14,conv-26_session_7_D7:5,5,1.5124377469891597
Raw,heldout1150,ZScore,conv-26_qa_14,conv-26_session_4_D4:15,6,1.4235820893205937
Raw,heldout1150,ZScore,conv-26_qa_14,conv-26_session_6_D6:3,7,0.565510599645563
Raw,heldout1150,ZScore,conv-26_qa_14,conv-26_session_5_D5:3,8,0.43674549186767053
Raw,heldout1150,ZScore,conv-26_qa_14,conv-26_session_4_D4:12,9,0.34197632644049464
Raw,heldout1150,ZScore,conv-26_qa_14,conv-26_session_19_D19:9,10,0.16043951962945124
Raw,heldout1150,ZScore,conv-26_qa_15,conv-26_session_2_D2:5,1,1.5586933071979918
Raw,heldout1150,ZScore,conv-26_qa_15,conv-26_session_8_D8:34,2,1.4071366696812069
Raw,heldout1150,ZScore,conv-26_qa_15,conv-26_session_17_D17:22,3,0.8711239484770066
Raw,heldout1150,ZScore,conv-26_qa_15,conv-26_session_12_D12:6,4,0.8662266944320866
Raw,heldout1150,ZScore,conv-26_qa_15,conv-26_session_1_D1:16,5,0.8623445051144579
Raw,heldout1150,ZScore,conv-26_qa_15,conv-26_session_13_D13:15,6,0.7768822556156777
Raw,heldout1150,ZScore,conv-26_qa_15,conv-26_session_15_D15:10,7,0.7630742002233339
Raw,heldout1150,ZScore,conv-26_qa_15,conv-26_session_10_D10:12,8,0.6600673162530634
Raw,heldout1150,ZScore,conv-26_qa_15,conv-26_session_5_D5:4,9,0.6512860278735411
Raw,heldout1150,ZScore,conv-26_qa_15,conv-26_session_13_D13:2,10,0.5222346584999271
Raw,heldout1150,ZScore,conv-26_qa_16,conv-26_session_14_D14:4,1,3.169785095754686
Raw,heldout1150,ZScore,conv-26_qa_16,conv-26_session_5_D5:4,2,2.9287309593314217
Raw,heldout1150,ZScore,conv-26_qa_16,conv-26_session_5_D5:5,3,1.2745466678941093
Raw,heldout1150,ZScore,conv-26_qa_16,conv-26_session_5_D5:12,4,1.2615428281107803
Raw,heldout1150,ZScore,conv-26_qa_16,conv-26_session_16_D16:8,5,1.1698591590606737
Raw,heldout1150,ZScore,conv-26_qa_16,conv-26_session_12_D12:3,6,1.1304082915669296
Raw,heldout1150,ZScore,conv-26_qa_16,conv-26_session_8_D8:2,7,0.8881855270472235
Raw,heldout1150,ZScore,conv-26_qa_16,conv-26_session_5_D5:10,8,0.8354159979382054
Raw,heldout1150,ZScore,conv-26_qa_16,conv-26_session_5_D5:6,9,0.7907342213895932
Raw,heldout1150,ZScore,conv-26_qa_16,conv-26_session_16_D16:17,10,0.5241127826564982
Raw,heldout1150,ZScore,conv-26_qa_17,conv-26_session_5_D5:13,1,4.751641629796411
Raw,heldout1150,ZScore,conv-26_qa_17,conv-26_session_7_D7:1,2,1.5777269898757755
Raw,heldout1150,ZScore,conv-26_qa_17,conv-26_session_14_D14:12,3,0.853723963536291
Raw,heldout1150,ZScore,conv-26_qa_17,conv-26_session_9_D9:6,4,0.812916166497225
Raw,heldout1150,ZScore,conv-26_qa_17,conv-26_session_3_D3:1,5,0.7091627455918954
Raw,heldout1150,ZScore,conv-26_qa_17,conv-26_session_1_D1:5,6,0.7082925692208899
Raw,heldout1150,ZScore,conv-26_qa_17,conv-26_session_3_D3:3,7,0.700734526701841
Raw,heldout1150,ZScore,conv-26_qa_17,conv-26_session_3_D3:2,8,0.6424385300052702
Raw,heldout1150,ZScore,conv-26_qa_17,conv-26_session_3_D3:4,9,0.593708799889902
Raw,heldout1150,ZScore,conv-26_qa_17,conv-26_session_4_D4:13,10,0.563695678302969
Raw,heldout1150,ZScore,conv-26_qa_18,conv-26_session_10_D10:12,1,0.8038567781823731
Raw,heldout1150,ZScore,conv-26_qa_18,conv-26_session_18_D18:19,2,0.6486777765367571
Raw,heldout1150,ZScore,conv-26_qa_18,conv-26_session_4_D4:6,3,0.4421039234868094
Raw,heldout1150,ZScore,conv-26_qa_18,conv-26_session_4_D4:8,4,0.410914435827189
Raw,heldout1150,ZScore,conv-26_qa_18,conv-26_session_18_D18:21,5,0.3138352720634541
Raw,heldout1150,ZScore,conv-26_qa_18,conv-26_session_8_D8:32,6,0.266207266994827
Raw,heldout1150,ZScore,conv-26_qa_18,conv-26_session_10_D10:13,7,0.26479093277260213
Raw,heldout1150,ZScore,conv-26_qa_18,conv-26_session_2_D2:7,8,0.17735489562826612
Raw,heldout1150,ZScore,conv-26_qa_18,conv-26_session_7_D7:27,9,0.172193054588203
Raw,heldout1150,ZScore,conv-26_qa_18,conv-26_session_8_D8:29,10,0.172193054588203
Raw,heldout1150,ZScore,conv-26_qa_19,conv-26_session_8_D8:3,1,2.282636917905135
Raw,heldout1150,ZScore,conv-26_qa_19,conv-26_session_15_D15:2,2,1.35535242008643
Raw,heldout1150,ZScore,conv-26_qa_19,conv-26_session_10_D10:12,3,1.2724153355947772
Raw,heldout1150,ZScore,conv-26_qa_19,conv-26_session_19_D19:5,4,1.2599500833333468
Raw,heldout1150,ZScore,conv-26_qa_19,conv-26_session_11_D11:1,5,0.9783823164036198
Raw,heldout1150,ZScore,conv-26_qa_19,conv-26_session_19_D19:4,6,0.6894332317540472
Raw,heldout1150,ZScore,conv-26_qa_19,conv-26_session_2_D2:7,7,0.4370942583471712
Raw,heldout1150,ZScore,conv-26_qa_19,conv-26_session_4_D4:9,8,0.3354736541943202
Raw,heldout1150,ZScore,conv-26_qa_19,conv-26_session_8_D8:2,9,0.32312442369804417
Raw,heldout1150,ZScore,conv-26_qa_19,conv-26_session_3_D3:22,10,0.22486930520535753
Raw,heldout1150,ZScore,conv-26_qa_20,conv-26_session_6_D6:4,1,3.256321324818866
Raw,heldout1150,ZScore,conv-26_qa_20,conv-26_session_14_D14:22,2,1.2621207217754762
Raw,heldout1150,ZScore,conv-26_qa_20,conv-26_session_6_D6:6,3,1.191922928575715
Raw,heldout1150,ZScore,conv-26_qa_20,conv-26_session_14_D14:3,4,1.0038468770237308
Raw,heldout1150,ZScore,conv-26_qa_20,conv-26_session_15_D15:2,5,0.7308219036386144
Raw,heldout1150,ZScore,conv-26_qa_20,conv-26_session_12_D12:8,6,0.5095946462146007
Raw,heldout1150,ZScore,conv-26_qa_20,conv-26_session_8_D8:2,7,0.4435316613680965
Raw,heldout1150,ZScore,conv-26_qa_20,conv-26_session_4_D4:5,8,0.30965641827351376
Raw,heldout1150,ZScore,conv-26_qa_20,conv-26_session_11_D11:1,9,0.23778733447711775
Raw,heldout1150,ZScore,conv-26_qa_20,conv-26_session_15_D15:13,10,0.1760824694819415
Raw,heldout1150,ZScore,conv-26_qa_21,conv-26_session_8_D8:14,1,1.4900307404978537
Raw,heldout1150,ZScore,conv-26_qa_21,conv-26_session_10_D10:15,2,1.36096617086679
Raw,heldout1150,ZScore,conv-26_qa_21,conv-26_session_14_D14:3,3,1.1853376876645199
Raw,heldout1150,ZScore,conv-26_qa_21,conv-26_session_8_D8:19,4,1.1176921699914597
Raw,heldout1150,ZScore,conv-26_qa_21,conv-26_session_8_D8:15,5,1.0515804628433654
Raw,heldout1150,ZScore,conv-26_qa_21,conv-26_session_10_D10:11,6,0.7802833746772304
Raw,heldout1150,ZScore,conv-26_qa_21,conv-26_session_12_D12:18,7,0.5912594115281241
Raw,heldout1150,ZScore,conv-26_qa_21,conv-26_session_6_D6:11,8,0.5819832834017957
Raw,heldout1150,ZScore,conv-26_qa_21,conv-26_session_11_D11:1,9,0.5401082844013332
Raw,heldout1150,ZScore,conv-26_qa_21,conv-26_session_4_D4:8,10,0.30497138640684357
Raw,heldout1150,ZScore,conv-26_qa_22,conv-26_session_6_D6:9,1,4.01629059450921
Raw,heldout1150,ZScore,conv-26_qa_22,conv-26_session_6_D6:8,2,2.9883617949813854
Raw,heldout1150,ZScore,conv-26_qa_22,conv-26_session_7_D7:10,3,2.630772094451963
Raw,heldout1150,ZScore,conv-26_qa_22,conv-26_session_6_D6:7,4,1.6871012436191033
Raw,heldout1150,ZScore,conv-26_qa_22,conv-26_session_7_D7:9,5,1.3988402764940526
Raw,heldout1150,ZScore,conv-26_qa_22,conv-26_session_7_D7:15,6,0.29203560509385973
Raw,heldout1150,ZScore,conv-26_qa_22,conv-26_session_4_D4:5,7,0.27913295564110546
Raw,heldout1150,ZScore,conv-26_qa_22,conv-26_session_6_D6:10,8,0.2493686561880904
Raw,heldout1150,ZScore,conv-26_qa_22,conv-26_session_12_D12:9,9,-0.016786950567855674
Raw,heldout1150,ZScore,conv-26_qa_22,conv-26_session_12_D12:20,10,-0.025161073347937296
Raw,heldout1150,ZScore,conv-26_qa_23,conv-26_session_7_D7:10,1,3.500952288598478
Raw,heldout1150,ZScore,conv-26_qa_23,conv-26_session_6_D6:8,2,3.344726627598513
Raw,heldout1150,ZScore,conv-26_qa_23,conv-26_session_6_D6:9,3,1.8304437935911682
Raw,heldout1150,ZScore,conv-26_qa_23,conv-26_session_7_D7:9,4,1.632471528885814
Raw,heldout1150,ZScore,conv-26_qa_23,conv-26_session_7_D7:8,5,1.0728799659002892
Raw,heldout1150,ZScore,conv-26_qa_23,conv-26_session_6_D6:10,6,0.9325249844325528
Raw,heldout1150,ZScore,conv-26_qa_23,conv-26_session_7_D7:11,7,0.6315233575215887
Raw,heldout1150,ZScore,conv-26_qa_23,conv-26_session_2_D2:5,8,0.26733422330734213
Raw,heldout1150,ZScore,conv-26_qa_23,conv-26_session_7_D7:27,9,0.2578409755054452
Raw,heldout1150,ZScore,conv-26_qa_23,conv-26_session_17_D17:10,10,0.22398639542985266
Raw,heldout1150,ZScore,conv-26_qa_24,conv-26_session_7_D7:27,1,1.430696793642474
Raw,heldout1150,ZScore,conv-26_qa_24,conv-26_session_4_D4:15,2,1.1579097152984117
Raw,heldout1150,ZScore,conv-26_qa_24,conv-26_session_7_D7:20,3,0.7674481981564379
Raw,heldout1150,ZScore,conv-26_qa_24,conv-26_session_7_D7:26,4,0.71765682412205
Raw,heldout1150,ZScore,conv-26_qa_24,conv-26_session_7_D7:22,5,0.7070677818964477
Raw,heldout1150,ZScore,conv-26_qa_24,conv-26_session_17_D17:22,6,0.6921110716101995
Raw,heldout1150,ZScore,conv-26_qa_24,conv-26_session_2_D2:3,7,0.6181377747305743
Raw,heldout1150,ZScore,conv-26_qa_24,conv-26_session_7_D7:25,8,0.5217704102308796
Raw,heldout1150,ZScore,conv-26_qa_24,conv-26_session_13_D13:18,9,0.4048613027855108
Raw,heldout1150,ZScore,conv-26_qa_24,conv-26_session_1_D1:16,10,0.3778203587969635
Raw,heldout1150,ZScore,conv-26_qa_25,conv-26_session_7_D7:1,1,2.8000072855353526
Raw,heldout1150,ZScore,conv-26_qa_25,conv-26_session_5_D5:13,2,1.7900896030459093
Raw,heldout1150,ZScore,conv-26_qa_25,conv-26_session_1_D1:3,3,1.2358164292906033
Raw,heldout1150,ZScore,conv-26_qa_25,conv-26_session_3_D3:2,4,0.8815257006029913
Raw,heldout1150,ZScore,conv-26_qa_25,conv-26_session_9_D9:11,5,0.7416191164561589
Raw,heldout1150,ZScore,conv-26_qa_25,conv-26_session_11_D11:6,6,0.6908584820731634
Raw,heldout1150,ZScore,conv-26_qa_25,conv-26_session_5_D5:2,7,0.660296541351433
Raw,heldout1150,ZScore,conv-26_qa_25,conv-26_session_5_D5:1,8,0.6129358303907382
Raw,heldout1150,ZScore,conv-26_qa_25,conv-26_session_14_D14:34,9,0.5154592795378166
Raw,heldout1150,ZScore,conv-26_qa_25,conv-26_session_9_D9:2,10,0.2641360154333984
Raw,heldout1150,ZScore,conv-26_qa_26,conv-26_session_7_D7:8,1,3.5102630794347918
Raw,heldout1150,ZScore,conv-26_qa_26,conv-26_session_17_D17:10,2,1.4919263265874845
Raw,heldout1150,ZScore,conv-26_qa_26,conv-26_session_7_D7:10,3,1.023420180322269
Raw,heldout1150,ZScore,conv-26_qa_26,conv-26_session_2_D2:5,4,0.7583400674283621
Raw,heldout1150,ZScore,conv-26_qa_26,conv-26_session_7_D7:9,5,0.5855767581319162
Raw,heldout1150,ZScore,conv-26_qa_26,conv-26_session_14_D14:3,6,0.48344999909710207
Raw,heldout1150,ZScore,conv-26_qa_26,conv-26_session_6_D6:8,7,0.4824339643689939
Raw,heldout1150,ZScore,conv-26_qa_26,conv-26_session_19_D19:11,8,0.4277470494174085
Raw,heldout1150,ZScore,conv-26_qa_26,conv-26_session_6_D6:10,9,0.3621645237848259
Raw,heldout1150,ZScore,conv-26_qa_26,conv-26_session_8_D8:23,10,0.32343456238767554
Raw,heldout1150,ZScore,conv-26_qa_27,conv-26_session_4_D4:11,1,3.3621876356714964
Raw,heldout1150,ZScore,conv-26_qa_27,conv-26_session_1_D1:9,2,2.988868660507305
Raw,heldout1150,ZScore,conv-26_qa_27,conv-26_session_4_D4:14,3,1.622678357723271
Raw,heldout1150,ZScore,conv-26_qa_27,conv-26_session_1_D1:10,4,1.4910479438553388
Raw,heldout1150,ZScore,conv-26_qa_27,conv-26_session_1_D1:11,5,1.3011209729544855
Raw,heldout1150,ZScore,conv-26_qa_27,conv-26_session_7_D7:7,6,1.053239866393851
Raw,heldout1150,ZScore,conv-26_qa_27,conv-26_session_7_D7:5,7,0.7169366486123113
Raw,heldout1150,ZScore,conv-26_qa_27,conv-26_session_6_D6:3,8,0.5899085640749334
Raw,heldout1150,ZScore,conv-26_qa_27,conv-26_session_7_D7:8,9,0.5598160105114522
Raw,heldout1150,ZScore,conv-26_qa_27,conv-26_session_12_D12:20,10,0.4878251706443615
