query_id,category,setting,old_prompt_sha256,new_prompt_sha256,prompt_identical,action,old_ranking_sha256,new_ranking_sha256
conv-26_qa_110,4,b_category,115c97f5ce5b000b84726220e366968da1f187ba70d889ab1fb4c7f9ae8e79e1,fa4aeab947e14e90b034108192b2981188c76174ebaf46a0f341bc08da2b8267,0,regenerate,032c50dd05a89e70e3c63b3b507734fbd1e0ae68e370f966de15e4e061bd1b84,118748dab396aa0ce2ab46c709de5fbc9b673037a027b5e9d4e766f3929213bd
conv-26_qa_111,4,b_category,fc76fecf51577af7936e546807cf114e1f0ae83f9c51b7ff5ce969e544d6cf47,ca802f16b08899465ca9bb933605d57227101d782ce6f5a33db2d84d8f2ec11b,0,regenerate,daa000101a3b2b98635675ffc042a482c27b638beb6e651fd2f23a343a38cbf1,7fdd3a16581837e57fe72dd5e7be2fa5ee09099430b737f2ad1fe3278062ab85
conv-26_qa_112,4,b_category,fd05c505165585f2c8397b6d37628daff04b455e3af25ca3c896e2a663385130,7cdaad894c3350cdd9cbe196ce90b793055a39213c107da65808686c94467805,0,regenerate,b3fb88891fe1ad669658743cbb6bce15c3105771e669790381b3a271147a5a9e,df4d314129d75eb61e0337eee6db60785d5e2cefed2f63efce7cd34d55698adf
conv-26_qa_113,4,b_category,3e39b5fafa93856e1d97c0142b463f0a3ffe811c2b19b0090c9e412c36cac9fb,6494c2241668805ec3a849867dde8c8a6704ce578f028ba08a5898767e7ac49b,0,regenerate,d1aed134779de0dba1304f41230c7511d6cca566e0d6085abdcc2427cb3a595e,2577879c5c3e9e5d3ad219f74f1ce495ea3461644e7111561cb1757fdd8dbd72
conv-26_qa_114,4,b_category,8e62b06fa46c164e9393c318460e88e081918dc93e09f460d0ebf6803982e9f3,7a39dd5f00ea4f33c62d6954b1b3a3f8f0b014bbd24f3e74e5a09a377a756298,0,regenerate,fce0ecc5f0b93e5c31bb596ecb32adec963c953bc506820518c7755525815590,7085a936a167dac47107987e49484ca958f8bb221c574c9c95e8183ea4ec1e89
conv-26_qa_115,4,b_category,d75e4ca26749eadc2c17216122081a642fc50e33e3fe74fb258379e8563a0f35,a9212b2c142a74b699bd13123cb12ab3f36741741d188db5fd48e47f94aed22b,0,regenerate,1b4fb15550a421cd323a81b8129e24964d6a09bc7ecfe3a8cef74538b681f919,4d56f02a151f080a44d2bf6794a0efc3887e38fb0b0b6ef4058badc63c79afcf
conv-26_qa_116,4,b_category,1f7510ec3ea0b25b96e65c35daecdb4a0b700de48bfe55cc135f7baf333d1ef0,cff5382e0dcc0d2894628f80b83b8f33df33a6fd3c1f7ad558a30c2afb3e976f,0,regenerate,3cc0cacc97ba3cd6967a3c40380dfcc49628c9de30d5e6d76d41ed0141c44e0b,b8628404d554f3a7dc4dd595419429419fb656be9e8a12070b6bc7b34201999f
conv-26_qa_117,4,b_category,c72d446aefd22e0d0a23c6dbda99862aa08342952f071a6f5150dfe791fb0e27,63515a8094686fe103b53c9bc79962d78d2acf9742686d0f389440fa7e1c860b,0,regenerate,7b6fde4d6a47cb1a0fc3152b12dede2470f9104da3b672abfc0322baec59b131,48812735c52c8621f26a091e88371543c2520c0700cef64d7c77b047f77b91ea
conv-26_qa_118,4,b_category,032cd899618e4a81300efe13889cf9dd52ba0fa17249a278660b16e5129776d4,9ea5304e5e6fab1428ec3cff1c2600c343b2ef8c24069543b21ecbd38296787f,0,regenerate,11b38724df3d6c4139771f4442067b118ab1e811df7752c0daf5dd6270f9a740,a083bd8ef4e5227a9e929dc3c54c9736c60ac227436470be48189e6af4ee34b9
conv-26_qa_119,4,b_category,1318d134f89d0187b6d0a7ede3641594764cd0389e7e64b650d35dd68c78000d,3fe8ef530c8ce5d55fa230872c3e7b766f5eccf2dc3f6e067607a12cd418262e,0,regenerate,e7f1e08362b177c66a6688673dfcb3c066f021196c6af5b65458b013157be045,fc36cbdf0a3fab2dca24742a580a3b63a2be1d7b299ca730ddffbc707d9a243d
conv-26_qa_12,2,b_category,139d2209d1182aab962f7c057b312fd2e2027f9f8d0a1e5e84ff1b6a20025455,7077ed185027489ddb779557dd22f7fcbd3c62612e6befc99c5a7734d345227c,0,regenerate,8a4f6b621ec13c20ecea0ffa3c11824a9efc57d6d97c518bba30ac5696b1a92e,3790aca1ad78b17da44d5920243f24d0248881321e997ab71a2e5ae6fba21b92
conv-26_qa_120,4,b_category,575b76403132bf1586340de32824888e5f2ba294bf7cb8e285a5e2ede09308c5,7072f993ff9bfcc8f442c1bdbf70474e9c58b454a07f0fead87a606eba8fbc23,0,regenerate,1ee9363b1b078154a34941436f822dc3121cf3f439daedb2ae4747bd53b09a64,c191b6bcd1f0240caf981a2c35582903047799083e41ade307c67b95f2a1fe43
conv-26_qa_121,4,b_category,f7cd8c7b1cc4cd8bd6c113b109710abf91cec317b4c453b3199fbe4d5dd95970,c25f4549a4b949cc3ed7bbd8651b996fac635918b14a826e5ccc2c0b5f93afaf,0,regenerate,dde62f1e07c61c0ef6c3015e430b492c65776c4d8954bd78ac382b8c6311851b,e8146432f6a956b8682787e89d38a9accaf6f87e12ef05d64541d2280d766755
conv-26_qa_122,4,b_category,4f8aae8ee523ad738ee171f45bdc084b9813ca702ad600fa26de2c9e89005ba6,e42cf154c503461ac26304976ce1f2b95aeb66cebb6a88520e39671143554514,0,regenerate,257275b4b3cb7c46c9233a4fb3b07a0ff629fdfaeefb6164fe204133430b584c,b0f74c0d68bc7822494b4071fc5167d3f1586b8707c77e8da736587589a47ed2
conv-26_qa_123,4,b_category,4a37431d6d6d1297912636c86dfcfee3bfd1c1194bbc21ec8a32f41e1cc55494,5f9559bac5770c4118118a6e3f91f069386c23c220f23748af1f0964522db569,0,regenerate,e6d4377c2f68f8fc14e946acb491fe1d778b54b2cedf74f2a9106418f24ad228,79cf8b41d6a2344f3ec18659d8e32d837e2a002d7232a99574a282b8aa8fbaeb
conv-26_qa_124,4,b_category,2c50d89e6c79ce242acb92b527cf53f47b895af45447e1a550357fd2c00b23e5,d570e210335982c045f4d4324f1c2271cc67f8b8461392d9f598ab1b1e7331f0,0,regenerate,b0abf8eea08385787e78a7c06de1fa8e7a2a06116888e99e7523a899aa6ee436,93aa4f31f640876624e0e84d684d03e51e880ffe63a48ad9d963767369c7b1d3
conv-26_qa_125,4,b_category,7acfce7451fefd02e313565798cfe6da4bd2b77fb832ef7ced58ddf3cd1f3bdd,964e9156d9761ca3e55e084a47e8cc72bd4a81c44407d07800fedaec24a06c20,0,regenerate,5b37ff44f2d7a6e48c851d10c6edec39fab91e82087140f3bf86162da5268f8f,68bc69129c4580a73a64290a2670c198c65bc384a7a3c8c924e211e810637569
conv-26_qa_126,4,b_category,a3ecad81b923c1b908a906d77636f09a074745ffe2f5ebff80563265ca1e0397,9f9c690903c86bb9dad10fb557169e33608dc0bc8b346a322d050fdd34d28dc8,0,regenerate,f7a2151d4a98a0cad0f3fb3a388acd225810c3669fb550a93111c2b6aa19a2d5,cd310e426d67e9e115dfaaf81ecd4dc19d88aa7472cf640e66f6c0e18a448da3
conv-26_qa_127,4,b_category,8e463526ccfbf012f19dc9cfe3285435e1a2036e5f16b2ce0461e0023059a521,92e1b7ab594d3fde01b90e3106260c6debd46ad8b06fb838156c826fd591e6a5,0,regenerate,edf1e8601d5d131e3d96876c62a1233f5ac761cf53b1dc5dde9dccf2ddc73a9d,33333274eed87047dda33557e9d05bbe468f701ce5ae1b28824cc918b1479e83
conv-26_qa_128,4,b_category,bd343b978b89ccff4436229e2e1106e3c5a8e089c667cc32b24a9d4a3798d9bf,c29245630f0d82c78e628a87db16c7b8706c6416ecc62ccf7f86bb217e55c0ce,0,regenerate,db8c2d86ecca2bedde44771638684be59a02613a8c39acfe640f5f1c53e53513,19c2af65de7546f158ab4dad6fe339f030fb1682d828c4ad9859c27783fa2825
conv-26_qa_129,4,b_category,e06eb74215ca2ec559f134e3a2746718051051835a119d2b36d9ce917b75fb48,ae54004014cd682ae318bf7ef8343b4ce7f0d80e31f47c55ce837bc9f1194305,0,regenerate,d61341b4cdb3c4083160dcbdfb3e8db3a7f13cda2e88176686579d0d2bc5ddd3,73014488d66d66b3dd81c9d2e2044ccc9faba14b2fb851675817bbf2112c66e2
conv-26_qa_13,1,b_category,ca3aa35390ca5acbf6ac4f9bd8ed4fd826d4140eaa4e319b62680f8526226107,133efd179bf33d64bf4e882cb61c8adfa79e1dcb90abd85659552cf6d35dfe7e,0,regenerate,97b16d0cd342bd539c36440d8c27467544ecd42c2074607721273dff9f481841,8134355ad94bff785383d26fbfd9d44ed8d0b88f4bd3c2975433de959a190e3b
conv-26_qa_130,4,b_category,ce2d0a8acfbb812c87ee50aa97a1028254e02cdf47ce1ed8dd0bd426e75e5108,6c4e1d422ac632ffd0db08b84d52639ec0e29021a9b3d65d153cf6372f04b5d4,0,regenerate,9bd37710ea7ab42238d75cc1e3d8626ec735dcb1946975417e133687fee5b9b7,42b3db02c97f6b388327e389ca5faed732d1da72fa3591c51d6e02e47d135a0d
conv-26_qa_131,4,b_category,ce0670c61c66f558c84ab6c4e4148adc9f979da1f3da4dc8296a2359fc232fc2,be2fc9c78f47549a06c869cbb6c978e99e0d78e17c6c3fb8c9bf71c06ecc8b11,0,regenerate,ff60990ca7fd59b5f50a21884b209c769e4d93d67dfb2470a6a0c38fac985124,e7d8f2d4864f3b29f3c95956d3c70afd8404d66f61c0fe0700d2a7c42b6d1464
conv-26_qa_132,4,b_category,326b77188bf950b3a8bae6429b3d6c27d5c8999886badc46b7124e3972626236,17bb13dd79981959f6553b189cd595f6a16f9091ef0a98e0b6e8ab3b610f14ca,0,regenerate,4f57a93e2c0031511ca02dbac5e9b64da7fa94dbf7bf2f76bafa004088397d0b,10b92203a26b0ec206e04f1208b40d90a99ca58e79b2996b9ec1b1e6fc94c87a
conv-26_qa_133,4,b_category,7943586c0ee589502e817977614890824f51949742ade80597ec15ac653fd51d,5ad138ade3f67a1d6f6d54f363090e6a9695b906886382a4ad2cb4ceeecbeb2f,0,regenerate,ede275e1e8b985362d6a16320ca5a49e10e95d99e4f83f9ce677638f64905a6e,32e871cc39cc25c7564a30f4cc57e8567e126605a84b17615c2555e77c68951e
conv-26_qa_134,4,b_category,84f80228c58fbe4df3d4be60f0f5921b89a7fd7683ab828ff30d3bc72f46d539,a7828978e685720d8df80bd5fc74163b5cd763b550f80e98707186a526239b41,0,regenerate,867735090a6bf9d6076d548caae09361dbb13646c3779df3532208195ef9730d,22bee45650c27c242f117a152cb5daafae8e4bd33c6111efcd35d5d1d0be1ba2
conv-26_qa_135,4,b_category,b642900079644727eca152109d2c371f5b4471a48c3cb4bc6f15c67e83818142,c76c8096b975b3d373bcc0fc710842f8d066011a0a732b2b940f60a118ea97b7,0,regenerate,8b396fc852a4597d91724f68d5fe3f628ee2209c93559d6ea7a617236bae4148,2a179f07deabcd907a3fed27ebc3d908bb23edfcf1a420548892e4594aca32e2
conv-26_qa_136,4,b_category,53f66101f0ac501002efc0e692ad4bddd7c908fc0b99779a10a3cc7e5d7bfad1,fca9a8c885057f255ffaaaa38b5c05f4b7079f0c9a8d0cfbdb725463a58c365c,0,regenerate,03658a30ecfb4f77146a6e03523a8a731813bd4d8a4fab4b5d40a8421ba0fe8b,1a8102ab9bf368d2c7c083269f62c41cdabc08c71aca04e032fe3a2627c264b6
conv-26_qa_137,4,b_category,dc31f8f06b73698bca61d7ac98d35dc7cdfb0fe6d3f199a642baa7407acf57e9,d9b37aec44195ce50c5bb73b55254d021cd4cf10966113fa933467a7b54fb4b7,0,regenerate,52079c33b2b9917fccddf93b74b4343e30d764f2bda224789cc122bafc49b82a,2fe3e9ede78daa865c325e345c77291595b2cafd4359c7bc48cdcf158c57282f
conv-26_qa_138,4,b_category,2230e9b345faa28ca53bde1539d394c7307b340ee39e296f7f237e0ca996737a,9c7454d12b4ede56dd955919eca15027cf754a7b33ffdd463e99c47df6fb7e9a,0,regenerate,26756b206fa24311ef26f87d3e7b70fa1996c3f983aacfff1a0f55c05ff79054,ba930df491b614f1ea7cd374b329790a7596fa025df8a853bcd29776229ec277
conv-26_qa_139,4,b_category,25824b5f8288f3e5df32ce8381852628ae8e7d8df29d9b7b2a87b640bbf44e79,aaf562cc7d188d9ca623d5a1c73beb4311315e7665b381d93db159732b7904d6,0,regenerate,0dd643a3dad57933010144eaccb431a1114c2e1b29a13c2cdd604fc88aeddcdb,09315872ef09691bd9a8adafb8cf39f3c4496e2dbcff298c2b2497ca979da9f5
conv-26_qa_14,3,b_category,539e36636f691843f7fcfb56947c9cbbbd8cdff5b8665466981b327e836a1392,e213223349d26cac8d455d58f0445272d3a98f3208d544f534d53fef990ad833,0,regenerate,b5ca3ee15426f1aa2fd3bfd80bb5ee90b1940be54788bcced4022806151dec5a,3ee631dd1137eabd08694165a48cfe1698bfa35ee9ba24f74459362ed3aec050
conv-26_qa_140,4,b_category,594c307c23a06724491ff8d2779ca04ceb78a4f3f5a113268dd9dd491618568d,88eb7cf68e0c005645ab24fb537e94593a0d6066f5c0ba830df1b84dd07a742b,0,regenerate,1eb90a5b5863c7a6a59f52fcc8f76178378f272a22efac9ce7b802d27158a721,019dc452a1f88ffc06e6d46554bfc8efeced7e616604eba92564abcbe03ff2a0
conv-26_qa_141,4,b_category,a612a2b8360b087e78a99b5b73dc8bb7dcec522a2f00851905d938f035abba33,45e0ac22e6aee7c50bcee6dd2ae783dcf3e6c4c2380f206e0d63d72971297ab0,0,regenerate,411213f4e1f23002df391b68d91a28098dd7df6f73a322074bec020fa48861c9,00e255d0bc0fecda93ee5fabc99696ea2ad1bf190239fc19a8ef934d61085531
conv-26_qa_142,4,b_category,0e047cdb2118143a8c9f5da6eca30021cdefff9f5c9ea90d2098e5715b4ad41f,58201802fefc76c4b8fc6b955b414a93405d68b318af2210d55332dd3d27842c,0,regenerate,e4fa853a1a9e01e944c2e9a997cd65f099f480d5eaa1fd02439bad25526e5435,17b9895fd6961adccfd734db85f8dd1e99ccdb7426e65bc9cd9a194b2b2ba125
conv-26_qa_143,4,b_category,929f654379dc6e717995e5a808afc81e279a1da4ac7de43e44b9f25f30589df8,94ef018eddb3432c8bcf3c0a3a36ecd486860c7408d5af53e09d819a8c49b278,0,regenerate,0e985d0462e482f1b735c817fc8cadf9b5108516c4a82c76d27cff4fb8ecbf6f,5bd340fd2c1dd91419aa42d06a7cb9e1e87c3e8c4a529a036d01dbc56b3b5b2c
conv-26_qa_144,4,b_category,35b4df6dae8f4c984c539abcee6f43a87ee077b71c745463e8b64eeec07bc748,189bbb435cdf6ccb756b5a37d1e891e7182ef1cb3b104755ae737fcea4112f73,0,regenerate,8c5706ba967c7004bd0e42e8b051185a9b39a5c910d29cd0b9bed1501885b960,d0815ee65466bf0452155a8f75a8677f7248c01a19643fa8688fbee1e2d2a1b9
conv-26_qa_145,4,b_category,cbbfaa16735af27d7d897fd660d6644babb7ed8db3bf6b5a56753a14f3369826,91cd3c5c128e32fb2ccef74ed3855f873e0bf98d1d9d60c36a6ab034017f97a5,0,regenerate,c22a52e6671ee743ffdbc9debe23dffca14d5c5d03aae46818ada6862a6d20b6,4d143dab58e811123f2a39d36d7666551ac9509946c681c8a1530fe73cf279a9
conv-26_qa_146,4,b_category,cfdd7129c78e8472820557c66394403c3ad643587be8b755376fd21b31538bcb,b28c6b0baabf25ccf244cd76b5552c93baefc388570bc0bdd585116f1fc1ce9e,0,regenerate,883c4aeb504ab8089d747c92468815591c11f0a29f8dc93d8354a3d48766dbc8,980bc11acb2cfd2ab3e7ebaa2f74c2fcf487389708e5616d57ec821676859bde
conv-26_qa_147,4,b_category,498f314741151722434e326fddde58d40a2daa3505d9d3f43a536e5b496d88ba,8bcdfacea04098c9979d35642dbe941055a4230cc3cb261fa0bf3c7b9739a169,0,regenerate,8573abce30bf973b31ac7a8cb5ae8a7f9866d076c086f3a20751d4101a6d9b11,7187c2c4fa354dc145f09350bb7acef8fffae1b4be74d23b2ddf71cb0e59e7b1
conv-26_qa_148,4,b_category,500090112131859cc1b6fdd0ceaa77b84214720caf0d5051ce92870fe56908d0,b767b897d67eb9ea95c10930069de5063f3962217e499c19f2059ef7204de377,0,regenerate,99256c19b73fb8021880bf42ca1e7ce7eac9aacf46a671d19d5418e7a7c7ba76,a59efcf62eea3aa743f9c9c8654c015a0b320f94ab63c7e231afc98b406d1e38
conv-26_qa_149,4,b_category,35f39d1033836b3d67bcc1af8c8b3125dff8108d142574c35a35b5d496eb7677,a05fe977a7cb22980a794004a907a5e7c6fcf9bb29274c679e1f208ffc861c88,0,regenerate,80a02f2a4eba6184821ce28a59196e3676d0952bdd3feb824c1c9d3345943734,b6fbe905aa2683e3a5801ea533660825ce4f029fd7c867c5efc626c25ea95291
conv-26_qa_15,1,b_category,b22ae1cea940e8814added1feb8fd70a9e0a87cf862a7f39c0a262686658d70b,7ab32d0fbdb9135525a4e778c6881449d95b416beca5093a3501d90019b367da,0,regenerate,a2eb1ef504dc70042458aae32bcd5031d59961946770fb70298f2f1a065490f2,970c9ca699a2f2e1d4c3e1914905fc0d214e4c6fbb650d1bd1d2f9f306840818
conv-26_qa_150,4,b_category,9b7c51902c54055d1ce9ee718bfd13a8be3776cd215a8a6bfebcf860f7671fab,b88529deb79ef436caad063634944fbb2bdac6401de2223884d5cf83ad32f765,0,regenerate,37bffda1a16700cd807f20d0de411ebef1abed3c234a45cb6b839209fa1582d9,f6184f7df6cff0947515aa11d29797930c0f13107968d41ce4f7f51695211436
conv-26_qa_151,4,b_category,232928ac5bc188e1f7e20d3496ece583fe99324fcb7b949095a056dcfdbf2111,40d1970b8c746b653d6ed922c39ef060d37851f26984e9663c1b2a53bb5800ce,0,regenerate,361d539a49a0eff75bcf113980ae8325c757c2e56520ad79c68084d7c55d313f,5fc4de90c153337c205db46f2dc54cd2083fc252927b5b81942dba2449525971
conv-26_qa_152,5,b_category,b781fe84f418d8e191da64d71da20f8a37e126d9ce67e2231ff7b2d240e65bab,b781fe84f418d8e191da64d71da20f8a37e126d9ce67e2231ff7b2d240e65bab,1,reuse,ce6b8c9c0a1530ebe969db3685321bdc2034327efe9022d8bf0a0573f512fa7d,ce6b8c9c0a1530ebe969db3685321bdc2034327efe9022d8bf0a0573f512fa7d
conv-26_qa_153,5,b_category,3dae85f345d3cc07ee572a277352c983dec23f6701f8bcd84aab0e09ef0780f3,3dae85f345d3cc07ee572a277352c983dec23f6701f8bcd84aab0e09ef0780f3,1,reuse,a96b2b874f99b02beb944398454d48d92b55bd8f47745d9c7a8c0b686bdd7e37,a96b2b874f99b02beb944398454d48d92b55bd8f47745d9c7a8c0b686bdd7e37
conv-26_qa_154,5,b_category,0f3b531e88d41138ddffecfc79632225b59bac684223738c324537a9f051e5b6,0f3b531e88d41138ddffecfc79632225b59bac684223738c324537a9f051e5b6,1,reuse,35a9809efdab403eb09b266285a769467ec6fc816afc0595d39cda849bb5749e,35a9809efdab403eb09b266285a769467ec6fc816afc0595d39cda849bb5749e
conv-26_qa_155,5,b_category,b8c6b42da6144a254238b90088d194f6a56f44df750d761ff487886afc49f791,b8c6b42da6144a254238b90088d194f6a56f44df750d761ff487886afc49f791,1,reuse,ee26ba34cad713e60e6ba1f0720d4082128a20ae21dec0e6ed91f7d2bc772eec,ee26ba34cad713e60e6ba1f0720d4082128a20ae21dec0e6ed91f7d2bc772eec
conv-26_qa_156,5,b_category,eef1b0659a6b5294676af3fd4a11681306c76dc252a80f9d5eb7f0557fd9eb2b,eef1b0659a6b5294676af3fd4a11681306c76dc252a80f9d5eb7f0557fd9eb2b,1,reuse,dfae4332036ce81d997668ece9decb9654ac9ff008d759c2fc6bcb8d2ccd1076,dfae4332036ce81d997668ece9decb9654ac9ff008d759c2fc6bcb8d2ccd1076
conv-26_qa_157,5,b_category,195e8eed5d65975252115ac4a4fc2359f5ab565f033432020bead8e934ce0d58,195e8eed5d65975252115ac4a4fc2359f5ab565f033432020bead8e934ce0d58,1,reuse,64c514b126a26b207297516b08bde89d32cb28b384dbc3287e2547220a2f6d67,64c514b126a26b207297516b08bde89d32cb28b384dbc3287e2547220a2f6d67
conv-26_qa_158,5,b_category,67d19ef1ea40177ef2942ddfa0d201704f15b2765ec8951b3bac30ad14dcf844,67d19ef1ea40177ef2942ddfa0d201704f15b2765ec8951b3bac30ad14dcf844,1,reuse,a1d1bb3013d7920d89425b97f2059acae06d023469ed5b3c81f4f686dc9f45c1,a1d1bb3013d7920d89425b97f2059acae06d023469ed5b3c81f4f686dc9f45c1
conv-26_qa_159,5,b_category,49768108f5f1db7b98e5730ceea198954ae4c08dd68c28c68779b9da5acfdb86,49768108f5f1db7b98e5730ceea198954ae4c08dd68c28c68779b9da5acfdb86,1,reuse,5bfb57f7d65f1b165c60e590c816f633cf0edcb81195cf8ada6b62c2df2374db,5bfb57f7d65f1b165c60e590c816f633cf0edcb81195cf8ada6b62c2df2374db
conv-26_qa_16,2,b_category,cf019afd85b70e21df7577ce20692d770d6e0a6c10ead766a6cf2205c1a19224,f88d685ded3b7fafdb79f33b6e2e97ff01d03fc5052a2771f53f81aa8478ecb8,0,regenerate,f6731f630a380c4573dc0c64e6b7f6ed6977714ddd2981f58610d9cd168d826b,febab8580fb9aaecffe7383ec41b0a6b96e7760d3510c2e724cd13be4ee7813a
conv-26_qa_160,5,b_category,e5dbbc92ebee0591bb3b24a93f799d634aa2b9d94124b2c53e492331cf760fac,e5dbbc92ebee0591bb3b24a93f799d634aa2b9d94124b2c53e492331cf760fac,1,reuse,0a4f8be2d686e8ab2f87c7aadfb395185b30aea432291016ece6adeccbc1a95d,0a4f8be2d686e8ab2f87c7aadfb395185b30aea432291016ece6adeccbc1a95d
conv-26_qa_161,5,b_category,fc5992b19cdde9778049c6eaa98be8f5bf14259d36fab0367d2f7c200335379d,fc5992b19cdde9778049c6eaa98be8f5bf14259d36fab0367d2f7c200335379d,1,reuse,adcefbc12edde2ca0f44e808a2c24d7e7c3e1827d7db608f5523fa838ca394bd,adcefbc12edde2ca0f44e808a2c24d7e7c3e1827d7db608f5523fa838ca394bd
