graph_id,src_id,relation,dst_id,source
synth_100000_1781447372,entity_2,remembered,entity_4333,synthetic|D2:43
synth_100000_1781447372,entity_2,visited,entity_848,synthetic|D18:17
synth_100000_1781447372,entity_2,suitable_for,entity_4532,synthetic|D20:18
synth_100000_1781447372,entity_2,suggests,entity_2808,synthetic|D27:44
synth_100000_1781447372,entity_2,visited,entity_4140,synthetic|D63:17
synth_100000_1781447372,entity_2,likes,entity_756,synthetic|D82:28
synth_100000_1781447372,entity_2,likes,entity_29,synthetic|D43:50
synth_100000_1781447372,entity_2,visited,entity_1323,synthetic|D95:29
synth_100000_1781447372,entity_3,helped,entity_4594,synthetic|D2:8
synth_100000_1781447372,entity_3,planned,entity_1221,synthetic|D70:3
synth_100000_1781447372,entity_3,reviewed,entity_4526,synthetic|D19:28
synth_100000_1781447372,entity_3,visited,entity_2987,synthetic|D6:23
synth_100000_1781447372,entity_3,suggests,entity_842,synthetic|D46:50
synth_100000_1781447372,entity_3,helped,entity_1266,synthetic|D31:11
synth_100000_1781447372,entity_3,remembered,entity_1450,synthetic|D53:2
synth_100000_1781447372,entity_3,talked_to,entity_3372,synthetic|D86:48
synth_100000_1781447372,entity_3,visited,entity_1304,synthetic|D90:7
synth_100000_1781447372,entity_3,likes,entity_3855,synthetic|D29:13
synth_100000_1781447372,entity_3,works_at,entity_2864,synthetic|D40:15
synth_100000_1781447372,entity_3,attended,entity_1582,synthetic|D52:22
synth_100000_1781447372,entity_3,suitable_for,entity_2286,synthetic|D45:42
synth_100000_1781447372,entity_3,attended,entity_4392,synthetic|D43:2
synth_100000_1781447372,entity_3,visited,entity_1462,synthetic|D75:17
synth_100000_1781447372,entity_3,reviewed,entity_3559,synthetic|D45:47
synth_100000_1781447372,entity_3,helped,entity_4966,synthetic|D66:8
synth_100000_1781447372,entity_3,reviewed,entity_1557,synthetic|D33:3
synth_100000_1781447372,entity_3,likes,entity_4259,synthetic|D69:44
synth_100000_1781447372,entity_3,planned,entity_1614,synthetic|D47:28
synth_100000_1781447372,entity_4,attended,entity_2704,synthetic|D80:21
synth_100000_1781447372,entity_4,suitable_for,entity_2460,synthetic|D65:20
synth_100000_1781447372,entity_4,talked_to,entity_3296,synthetic|D90:19
synth_100000_1781447372,entity_4,suggests,entity_3444,synthetic|D86:25
synth_100000_1781447372,entity_4,related_to,entity_4662,synthetic|D39:26
synth_100000_1781447372,entity_4,likes,entity_2489,synthetic|D37:14
synth_100000_1781447372,entity_4,reviewed,entity_4969,synthetic|D84:21
synth_100000_1781447372,entity_4,works_at,entity_1750,synthetic|D66:31
synth_100000_1781447372,entity_4,remembered,entity_1390,synthetic|D85:6
synth_100000_1781447372,entity_4,attended,entity_2745,synthetic|D12:49
synth_100000_1781447372,entity_4,visited,entity_1840,synthetic|D26:10
synth_100000_1781447372,entity_4,suggests,entity_3892,synthetic|D79:50
synth_100000_1781447372,entity_4,helped,entity_4715,synthetic|D25:46
synth_100000_1781447372,entity_4,works_at,entity_3273,synthetic|D32:10
synth_100000_1781447372,entity_4,likes,entity_873,synthetic|D100:28
synth_100000_1781447372,entity_4,remembered,entity_4243,synthetic|D60:4
synth_100000_1781447372,entity_4,suitable_for,entity_3739,synthetic|D18:30
synth_100000_1781447372,entity_4,bought,entity_4877,synthetic|D41:49
synth_100000_1781447372,entity_4,reviewed,entity_4135,synthetic|D55:36
synth_100000_1781447372,entity_4,related_to,entity_3888,synthetic|D58:17
synth_100000_1781447372,entity_5,attended,entity_2271,synthetic|D99:50
synth_100000_1781447372,entity_5,attended,entity_1959,synthetic|D36:29
synth_100000_1781447372,entity_5,visited,entity_1920,synthetic|D35:22
synth_100000_1781447372,entity_5,bought,entity_660,synthetic|D18:10
synth_100000_1781447372,entity_5,planned,entity_1251,synthetic|D91:14
synth_100000_1781447372,entity_5,helped,entity_2710,synthetic|D70:30
synth_100000_1781447372,entity_5,suggests,entity_3441,synthetic|D50:50
synth_100000_1781447372,entity_5,planned,entity_160,synthetic|D98:37
synth_100000_1781447372,entity_5,likes,entity_2881,synthetic|D39:49
synth_100000_1781447372,entity_5,helped,entity_4409,synthetic|D96:48
synth_100000_1781447372,entity_5,reviewed,entity_1806,synthetic|D63:15
synth_100000_1781447372,entity_5,works_at,entity_237,synthetic|D50:22
synth_100000_1781447372,entity_5,remembered,entity_3312,synthetic|D93:11
synth_100000_1781447372,entity_5,related_to,entity_4375,synthetic|D4:26
synth_100000_1781447372,entity_5,attended,entity_222,synthetic|D11:42
synth_100000_1781447372,entity_5,works_at,entity_1488,synthetic|D7:17
synth_100000_1781447372,entity_5,suggests,entity_3724,synthetic|D42:22
synth_100000_1781447372,entity_5,helped,entity_2279,synthetic|D97:27
synth_100000_1781447372,entity_5,suitable_for,entity_3852,synthetic|D3:48
synth_100000_1781447372,entity_5,talked_to,entity_1836,synthetic|D84:5
synth_100000_1781447372,entity_6,attended,entity_329,synthetic|D97:2
synth_100000_1781447372,entity_6,suggests,entity_166,synthetic|D80:10
synth_100000_1781447372,entity_6,works_at,entity_937,synthetic|D73:14
synth_100000_1781447372,entity_6,visited,entity_3021,synthetic|D22:39
synth_100000_1781447372,entity_6,planned,entity_938,synthetic|D100:11
synth_100000_1781447372,entity_6,suitable_for,entity_4740,synthetic|D4:20
synth_100000_1781447372,entity_6,helped,entity_3249,synthetic|D92:13
synth_100000_1781447372,entity_6,planned,entity_1989,synthetic|D14:45
synth_100000_1781447372,entity_6,attended,entity_4918,synthetic|D16:37
synth_100000_1781447372,entity_6,talked_to,entity_4364,synthetic|D55:43
synth_100000_1781447372,entity_6,bought,entity_2795,synthetic|D2:27
synth_100000_1781447372,entity_6,suitable_for,entity_3551,synthetic|D47:41
synth_100000_1781447372,entity_6,works_at,entity_1253,synthetic|D56:12
synth_100000_1781447372,entity_6,attended,entity_2212,synthetic|D79:35
synth_100000_1781447372,entity_6,works_at,entity_3568,synthetic|D94:38
synth_100000_1781447372,entity_6,suggests,entity_709,synthetic|D36:29
synth_100000_1781447372,entity_6,works_at,entity_4668,synthetic|D79:43
synth_100000_1781447372,entity_6,likes,entity_4049,synthetic|D42:12
synth_100000_1781447372,entity_6,talked_to,entity_2116,synthetic|D44:18
synth_100000_1781447372,entity_6,planned,entity_2263,synthetic|D72:1
synth_100000_1781447372,entity_7,suggests,entity_701,synthetic|D31:47
synth_100000_1781447372,entity_7,bought,entity_1968,synthetic|D89:31
synth_100000_1781447372,entity_7,works_at,entity_3671,synthetic|D3:6
synth_100000_1781447372,entity_7,helped,entity_1993,synthetic|D40:43
synth_100000_1781447372,entity_7,works_at,entity_4534,synthetic|D68:23
synth_100000_1781447372,entity_7,planned,entity_4508,synthetic|D43:23
synth_100000_1781447372,entity_7,visited,entity_2511,synthetic|D33:15
synth_100000_1781447372,entity_7,suggests,entity_2584,synthetic|D16:48
synth_100000_1781447372,entity_7,remembered,entity_1516,synthetic|D25:14
synth_100000_1781447372,entity_7,visited,entity_4829,synthetic|D98:34
synth_100000_1781447372,entity_7,suitable_for,entity_1590,synthetic|D38:15
synth_100000_1781447372,entity_7,visited,entity_115,synthetic|D91:35
synth_100000_1781447372,entity_7,likes,entity_446,synthetic|D71:19
synth_100000_1781447372,entity_7,related_to,entity_4021,synthetic|D14:1
synth_100000_1781447372,entity_7,works_at,entity_3921,synthetic|D57:22
synth_100000_1781447372,entity_7,likes,entity_2068,synthetic|D62:8
synth_100000_1781447372,entity_7,helped,entity_4028,synthetic|D10:37
synth_100000_1781447372,entity_7,likes,entity_1242,synthetic|D20:37
synth_100000_1781447372,entity_7,suitable_for,entity_2033,synthetic|D16:36
synth_100000_1781447372,entity_7,reviewed,entity_4883,synthetic|D80:15
synth_100000_1781447372,entity_8,helped,entity_3690,synthetic|D57:20
synth_100000_1781447372,entity_8,helped,entity_2501,synthetic|D73:40
synth_100000_1781447372,entity_8,planned,entity_812,synthetic|D98:14
synth_100000_1781447372,entity_8,visited,entity_665,synthetic|D21:16
synth_100000_1781447372,entity_8,suitable_for,entity_1282,synthetic|D1:27
synth_100000_1781447372,entity_8,reviewed,entity_3849,synthetic|D38:3
synth_100000_1781447372,entity_8,planned,entity_2316,synthetic|D90:30
synth_100000_1781447372,entity_8,suggests,entity_2167,synthetic|D81:38
synth_100000_1781447372,entity_8,suggests,entity_3482,synthetic|D15:35
synth_100000_1781447372,entity_8,related_to,entity_2176,synthetic|D19:5
synth_100000_1781447372,entity_8,remembered,entity_2519,synthetic|D77:48
synth_100000_1781447372,entity_8,visited,entity_3597,synthetic|D16:30
synth_100000_1781447372,entity_8,planned,entity_3297,synthetic|D35:33
synth_100000_1781447372,entity_8,works_at,entity_658,synthetic|D77:3
synth_100000_1781447372,entity_8,planned,entity_2640,synthetic|D78:17
synth_100000_1781447372,entity_8,suggests,entity_4712,synthetic|D76:2
synth_100000_1781447372,entity_8,attended,entity_2207,synthetic|D74:3
synth_100000_1781447372,entity_8,related_to,entity_3854,synthetic|D67:42
synth_100000_1781447372,entity_8,visited,entity_1486,synthetic|D75:28
synth_100000_1781447372,entity_8,works_at,entity_747,synthetic|D61:23
synth_100000_1781447372,entity_9,talked_to,entity_856,synthetic|D21:22
synth_100000_1781447372,entity_9,works_at,entity_2361,synthetic|D85:26
synth_100000_1781447372,entity_9,bought,entity_300,synthetic|D59:6
synth_100000_1781447372,entity_9,talked_to,entity_949,synthetic|D99:26
synth_100000_1781447372,entity_9,likes,entity_4444,synthetic|D60:27
synth_100000_1781447372,entity_9,bought,entity_2963,synthetic|D80:49
synth_100000_1781447372,entity_9,works_at,entity_422,synthetic|D27:18
synth_100000_1781447372,entity_9,visited,entity_3589,synthetic|D90:32
synth_100000_1781447372,entity_9,attended,entity_4987,synthetic|D31:46
synth_100000_1781447372,entity_9,bought,entity_112,synthetic|D71:27
synth_100000_1781447372,entity_9,suitable_for,entity_3780,synthetic|D16:42
synth_100000_1781447372,entity_9,works_at,entity_2390,synthetic|D66:46
synth_100000_1781447372,entity_9,works_at,entity_3868,synthetic|D32:30
synth_100000_1781447372,entity_9,helped,entity_1561,synthetic|D77:33
synth_100000_1781447372,entity_9,related_to,entity_571,synthetic|D36:50
synth_100000_1781447372,entity_9,helped,entity_2784,synthetic|D65:18
synth_100000_1781447372,entity_9,visited,entity_2445,synthetic|D76:38
synth_100000_1781447372,entity_9,works_at,entity_1217,synthetic|D58:35
synth_100000_1781447372,entity_9,talked_to,entity_4521,synthetic|D98:35
synth_100000_1781447372,entity_9,talked_to,entity_1545,synthetic|D90:16
synth_100000_1781447372,entity_10,suggests,entity_3365,synthetic|D6:21
synth_100000_1781447372,entity_10,planned,entity_3123,synthetic|D50:43
synth_100000_1781447372,entity_10,attended,entity_1246,synthetic|D64:3
synth_100000_1781447372,entity_10,reviewed,entity_2719,synthetic|D13:29
synth_100000_1781447372,entity_10,works_at,entity_125,synthetic|D93:10
synth_100000_1781447372,entity_10,attended,entity_1264,synthetic|D10:31
synth_100000_1781447372,entity_10,visited,entity_2773,synthetic|D80:45
synth_100000_1781447372,entity_10,suitable_for,entity_2691,synthetic|D87:35
synth_100000_1781447372,entity_10,talked_to,entity_3997,synthetic|D70:3
synth_100000_1781447372,entity_10,suggests,entity_2354,synthetic|D30:48
synth_100000_1781447372,entity_10,suitable_for,entity_823,synthetic|D57:11
synth_100000_1781447372,entity_10,likes,entity_376,synthetic|D42:4
synth_100000_1781447372,entity_10,talked_to,entity_3528,synthetic|D19:16
synth_100000_1781447372,entity_10,reviewed,entity_1475,synthetic|D22:12
synth_100000_1781447372,entity_10,helped,entity_1972,synthetic|D64:38
synth_100000_1781447372,entity_10,works_at,entity_2080,synthetic|D59:17
synth_100000_1781447372,entity_10,remembered,entity_3811,synthetic|D37:44
synth_100000_1781447372,entity_10,suitable_for,entity_3618,synthetic|D45:38
synth_100000_1781447372,entity_10,helped,entity_2048,synthetic|D59:20
synth_100000_1781447372,entity_10,helped,entity_3958,synthetic|D14:16
synth_100000_1781447372,entity_11,talked_to,entity_4708,synthetic|D38:45
synth_100000_1781447372,entity_11,attended,entity_3242,synthetic|D36:1
synth_100000_1781447372,entity_11,attended,entity_401,synthetic|D78:48
synth_100000_1781447372,entity_11,visited,entity_1885,synthetic|D78:23
synth_100000_1781447372,entity_11,suggests,entity_2053,synthetic|D87:49
synth_100000_1781447372,entity_11,attended,entity_1120,synthetic|D81:7
synth_100000_1781447372,entity_11,attended,entity_322,synthetic|D40:29
synth_100000_1781447372,entity_11,talked_to,entity_1076,synthetic|D12:19
synth_100000_1781447372,entity_11,helped,entity_1438,synthetic|D26:9
synth_100000_1781447372,entity_11,talked_to,entity_4348,synthetic|D65:18
synth_100000_1781447372,entity_11,visited,entity_3947,synthetic|D38:48
synth_100000_1781447372,entity_11,remembered,entity_943,synthetic|D60:5
synth_100000_1781447372,entity_11,suggests,entity_3255,synthetic|D72:24
synth_100000_1781447372,entity_11,helped,entity_114,synthetic|D34:35
synth_100000_1781447372,entity_11,talked_to,entity_2147,synthetic|D75:25
synth_100000_1781447372,entity_11,talked_to,entity_887,synthetic|D87:15
synth_100000_1781447372,entity_11,reviewed,entity_4599,synthetic|D42:40
synth_100000_1781447372,entity_11,suitable_for,entity_3803,synthetic|D90:20
synth_100000_1781447372,entity_11,suitable_for,entity_1145,synthetic|D6:3
synth_100000_1781447372,entity_11,works_at,entity_951,synthetic|D13:16
synth_100000_1781447372,entity_12,related_to,entity_3183,synthetic|D59:24
synth_100000_1781447372,entity_12,planned,entity_4425,synthetic|D54:38
synth_100000_1781447372,entity_12,related_to,entity_3398,synthetic|D84:7
synth_100000_1781447372,entity_12,reviewed,entity_3343,synthetic|D36:3
synth_100000_1781447372,entity_12,suggests,entity_3632,synthetic|D57:16
synth_100000_1781447372,entity_12,suitable_for,entity_3009,synthetic|D70:42
synth_100000_1781447372,entity_12,helped,entity_2260,synthetic|D25:8
synth_100000_1781447372,entity_12,works_at,entity_750,synthetic|D85:14
synth_100000_1781447372,entity_12,reviewed,entity_174,synthetic|D7:22
synth_100000_1781447372,entity_12,related_to,entity_4625,synthetic|D27:5
synth_100000_1781447372,entity_12,bought,entity_1697,synthetic|D76:14
synth_100000_1781447372,entity_12,suggests,entity_2691,synthetic|D100:10
synth_100000_1781447372,entity_12,reviewed,entity_23,synthetic|D36:10
synth_100000_1781447372,entity_12,bought,entity_2053,synthetic|D23:8
synth_100000_1781447372,entity_12,likes,entity_1079,synthetic|D2:23
synth_100000_1781447372,entity_12,suggests,entity_4823,synthetic|D42:2
synth_100000_1781447372,entity_12,likes,entity_1038,synthetic|D95:27
synth_100000_1781447372,entity_12,planned,entity_520,synthetic|D61:29
synth_100000_1781447372,entity_12,bought,entity_4863,synthetic|D14:29
synth_100000_1781447372,entity_12,reviewed,entity_355,synthetic|D94:43
synth_100000_1781447372,entity_13,works_at,entity_255,synthetic|D8:31
synth_100000_1781447372,entity_13,helped,entity_884,synthetic|D63:46
synth_100000_1781447372,entity_13,suitable_for,entity_661,synthetic|D42:39
synth_100000_1781447372,entity_13,related_to,entity_2252,synthetic|D80:41
synth_100000_1781447372,entity_13,planned,entity_2663,synthetic|D49:39
synth_100000_1781447372,entity_13,works_at,entity_4141,synthetic|D78:28
synth_100000_1781447372,entity_13,planned,entity_937,synthetic|D84:42
synth_100000_1781447372,entity_13,bought,entity_1761,synthetic|D56:29
synth_100000_1781447372,entity_13,helped,entity_2776,synthetic|D59:26
synth_100000_1781447372,entity_13,suitable_for,entity_2560,synthetic|D55:21
synth_100000_1781447372,entity_13,talked_to,entity_1250,synthetic|D88:31
synth_100000_1781447372,entity_13,suitable_for,entity_763,synthetic|D56:7
synth_100000_1781447372,entity_13,talked_to,entity_1065,synthetic|D72:4
synth_100000_1781447372,entity_13,bought,entity_4601,synthetic|D43:43
synth_100000_1781447372,entity_13,talked_to,entity_3464,synthetic|D93:4
synth_100000_1781447372,entity_13,reviewed,entity_2559,synthetic|D46:7
synth_100000_1781447372,entity_13,suggests,entity_1267,synthetic|D85:31
synth_100000_1781447372,entity_13,suitable_for,entity_2868,synthetic|D72:24
synth_100000_1781447372,entity_13,visited,entity_4703,synthetic|D29:28
synth_100000_1781447372,entity_13,remembered,entity_4560,synthetic|D4:39
synth_100000_1781447372,entity_14,planned,entity_2190,synthetic|D4:12
synth_100000_1781447372,entity_14,remembered,entity_2531,synthetic|D44:23
synth_100000_1781447372,entity_14,related_to,entity_4639,synthetic|D85:26
synth_100000_1781447372,entity_14,planned,entity_251,synthetic|D12:48
synth_100000_1781447372,entity_14,helped,entity_3439,synthetic|D59:22
synth_100000_1781447372,entity_14,visited,entity_2657,synthetic|D100:37
synth_100000_1781447372,entity_14,likes,entity_1274,synthetic|D21:49
synth_100000_1781447372,entity_14,attended,entity_668,synthetic|D35:29
synth_100000_1781447372,entity_14,works_at,entity_4973,synthetic|D57:27
synth_100000_1781447372,entity_14,remembered,entity_4197,synthetic|D15:23
synth_100000_1781447372,entity_14,visited,entity_4858,synthetic|D63:34
synth_100000_1781447372,entity_14,likes,entity_1806,synthetic|D51:39
synth_100000_1781447372,entity_14,suggests,entity_2469,synthetic|D28:50
synth_100000_1781447372,entity_14,visited,entity_2371,synthetic|D42:8
synth_100000_1781447372,entity_14,planned,entity_3527,synthetic|D23:9
synth_100000_1781447372,entity_14,planned,entity_1885,synthetic|D65:36
synth_100000_1781447372,entity_14,remembered,entity_2901,synthetic|D10:26
synth_100000_1781447372,entity_14,likes,entity_3573,synthetic|D3:30
synth_100000_1781447372,entity_14,talked_to,entity_4716,synthetic|D55:37
synth_100000_1781447372,entity_14,attended,entity_3421,synthetic|D38:8
synth_100000_1781447372,entity_15,talked_to,entity_1407,synthetic|D80:30
synth_100000_1781447372,entity_15,talked_to,entity_721,synthetic|D56:7
synth_100000_1781447372,entity_15,reviewed,entity_3280,synthetic|D68:6
synth_100000_1781447372,entity_15,visited,entity_2781,synthetic|D29:22
synth_100000_1781447372,entity_15,suitable_for,entity_4181,synthetic|D82:8
synth_100000_1781447372,entity_15,suggests,entity_2862,synthetic|D45:47
synth_100000_1781447372,entity_15,attended,entity_1209,synthetic|D31:7
synth_100000_1781447372,entity_15,suggests,entity_1421,synthetic|D78:10
synth_100000_1781447372,entity_15,attended,entity_617,synthetic|D23:50
synth_100000_1781447372,entity_15,works_at,entity_4618,synthetic|D98:38
synth_100000_1781447372,entity_15,reviewed,entity_2647,synthetic|D81:21
synth_100000_1781447372,entity_15,suitable_for,entity_3841,synthetic|D57:41
synth_100000_1781447372,entity_15,visited,entity_4844,synthetic|D8:23
synth_100000_1781447372,entity_15,visited,entity_3782,synthetic|D58:3
synth_100000_1781447372,entity_15,visited,entity_628,synthetic|D83:6
synth_100000_1781447372,entity_15,bought,entity_3149,synthetic|D60:38
synth_100000_1781447372,entity_15,remembered,entity_336,synthetic|D58:37
synth_100000_1781447372,entity_15,talked_to,entity_4956,synthetic|D61:33
synth_100000_1781447372,entity_15,likes,entity_3690,synthetic|D14:22
synth_100000_1781447372,entity_15,suitable_for,entity_4133,synthetic|D83:12
synth_100000_1781447372,entity_16,planned,entity_3586,synthetic|D57:34
synth_100000_1781447372,entity_16,related_to,entity_2981,synthetic|D48:19
synth_100000_1781447372,entity_16,remembered,entity_2771,synthetic|D87:39
synth_100000_1781447372,entity_16,attended,entity_2741,synthetic|D9:22
synth_100000_1781447372,entity_16,attended,entity_3166,synthetic|D37:17
synth_100000_1781447372,entity_16,attended,entity_4937,synthetic|D20:22
synth_100000_1781447372,entity_16,attended,entity_1158,synthetic|D45:20
synth_100000_1781447372,entity_16,planned,entity_3210,synthetic|D17:39
synth_100000_1781447372,entity_16,suitable_for,entity_2536,synthetic|D72:25
synth_100000_1781447372,entity_16,talked_to,entity_1046,synthetic|D86:45
synth_100000_1781447372,entity_16,planned,entity_4312,synthetic|D12:42
synth_100000_1781447372,entity_16,bought,entity_2964,synthetic|D3:24
synth_100000_1781447372,entity_16,suggests,entity_2799,synthetic|D99:32
synth_100000_1781447372,entity_16,related_to,entity_1269,synthetic|D10:19
synth_100000_1781447372,entity_16,suitable_for,entity_4158,synthetic|D99:35
synth_100000_1781447372,entity_16,bought,entity_309,synthetic|D85:22
synth_100000_1781447372,entity_16,reviewed,entity_1073,synthetic|D77:25
synth_100000_1781447372,entity_16,related_to,entity_1356,synthetic|D93:29
synth_100000_1781447372,entity_16,talked_to,entity_1945,synthetic|D57:40
synth_100000_1781447372,entity_16,planned,entity_3677,synthetic|D30:35
synth_100000_1781447372,entity_17,remembered,entity_3842,synthetic|D25:24
synth_100000_1781447372,entity_17,reviewed,entity_3609,synthetic|D60:50
synth_100000_1781447372,entity_17,helped,entity_4119,synthetic|D68:27
synth_100000_1781447372,entity_17,suggests,entity_4953,synthetic|D18:17
synth_100000_1781447372,entity_17,works_at,entity_3040,synthetic|D71:7
synth_100000_1781447372,entity_17,bought,entity_1021,synthetic|D37:6
synth_100000_1781447372,entity_17,visited,entity_3680,synthetic|D66:10
synth_100000_1781447372,entity_17,suitable_for,entity_1818,synthetic|D58:23
synth_100000_1781447372,entity_17,helped,entity_436,synthetic|D51:33
synth_100000_1781447372,entity_17,helped,entity_668,synthetic|D48:15
synth_100000_1781447372,entity_17,suitable_for,entity_2746,synthetic|D19:9
synth_100000_1781447372,entity_17,works_at,entity_1136,synthetic|D98:46
synth_100000_1781447372,entity_17,reviewed,entity_43,synthetic|D11:2
synth_100000_1781447372,entity_17,related_to,entity_4495,synthetic|D94:39
synth_100000_1781447372,entity_17,suitable_for,entity_2360,synthetic|D31:20
synth_100000_1781447372,entity_17,suggests,entity_3439,synthetic|D82:40
synth_100000_1781447372,entity_17,suitable_for,entity_4094,synthetic|D77:35
synth_100000_1781447372,entity_17,bought,entity_4710,synthetic|D31:46
synth_100000_1781447372,entity_17,helped,entity_12,synthetic|D79:23
synth_100000_1781447372,entity_17,helped,entity_1534,synthetic|D86:43
synth_100000_1781447372,entity_18,talked_to,entity_554,synthetic|D68:35
synth_100000_1781447372,entity_18,bought,entity_4539,synthetic|D3:25
synth_100000_1781447372,entity_18,likes,entity_3169,synthetic|D48:17
synth_100000_1781447372,entity_18,talked_to,entity_553,synthetic|D45:16
synth_100000_1781447372,entity_18,attended,entity_849,synthetic|D99:38
synth_100000_1781447372,entity_18,talked_to,entity_1092,synthetic|D6:23
synth_100000_1781447372,entity_18,attended,entity_1434,synthetic|D100:44
synth_100000_1781447372,entity_18,planned,entity_3920,synthetic|D81:12
synth_100000_1781447372,entity_18,suitable_for,entity_3749,synthetic|D5:19
synth_100000_1781447372,entity_18,remembered,entity_1634,synthetic|D6:21
synth_100000_1781447372,entity_18,bought,entity_3262,synthetic|D70:31
synth_100000_1781447372,entity_18,remembered,entity_1565,synthetic|D37:23
synth_100000_1781447372,entity_18,likes,entity_2719,synthetic|D35:8
synth_100000_1781447372,entity_18,helped,entity_3276,synthetic|D96:29
synth_100000_1781447372,entity_18,helped,entity_2777,synthetic|D24:32
synth_100000_1781447372,entity_18,talked_to,entity_4253,synthetic|D35:6
synth_100000_1781447372,entity_18,suitable_for,entity_3527,synthetic|D78:12
synth_100000_1781447372,entity_18,talked_to,entity_840,synthetic|D11:21
synth_100000_1781447372,entity_18,visited,entity_3652,synthetic|D78:46
synth_100000_1781447372,entity_18,planned,entity_3636,synthetic|D45:29
synth_100000_1781447372,entity_19,talked_to,entity_3563,synthetic|D36:41
synth_100000_1781447372,entity_19,likes,entity_614,synthetic|D86:41
synth_100000_1781447372,entity_19,bought,entity_1310,synthetic|D4:10
synth_100000_1781447372,entity_19,attended,entity_3589,synthetic|D5:9
synth_100000_1781447372,entity_19,remembered,entity_3000,synthetic|D47:25
synth_100000_1781447372,entity_19,likes,entity_4956,synthetic|D20:44
synth_100000_1781447372,entity_19,talked_to,entity_3047,synthetic|D57:49
synth_100000_1781447372,entity_19,related_to,entity_4337,synthetic|D47:26
synth_100000_1781447372,entity_19,visited,entity_2044,synthetic|D15:2
synth_100000_1781447372,entity_19,works_at,entity_4241,synthetic|D50:36
synth_100000_1781447372,entity_19,remembered,entity_2132,synthetic|D91:29
