experiment,mode,query_id,seed_entity,hop,relation_path,latency_ms,raw_edges_from_db,returned_edges,cache_hit,error
B2a,src_scan,sel0.1_q5,entity_6,1,likes,17.3589,20,1,0,0
B2a,src_relation_index,sel0.1_q5,entity_6,1,likes,15.2798,1,1,0,0
B2a,src_scan,sel0.1_q6,entity_7,1,likes,5.9774,20,3,0,0
B2a,src_relation_index,sel0.1_q6,entity_7,1,likes,26.7334,3,3,0,0
B2a,src_scan,sel0.1_q7,entity_9,1,likes,16.0848,20,1,0,0
B2a,src_relation_index,sel0.1_q7,entity_9,1,likes,21.5518,1,1,0,0
B2a,src_scan,sel0.1_q8,entity_10,1,likes,9.2776,20,1,0,0
B2a,src_relation_index,sel0.1_q8,entity_10,1,likes,11.8017,1,1,0,0
B2a,src_scan,sel0.1_q9,entity_12,1,likes,10.2964,20,2,0,0
B2a,src_relation_index,sel0.1_q9,entity_12,1,likes,10.4265,2,2,0,0
B2a,src_scan,sel0.1_q10,entity_14,1,likes,11.6217,20,3,0,0
B2a,src_relation_index,sel0.1_q10,entity_14,1,likes,11.6449,3,3,0,0
B2a,src_scan,sel0.1_q11,entity_15,1,likes,8.5492,20,1,0,0
B2a,src_relation_index,sel0.1_q11,entity_15,1,likes,9.3656,1,1,0,0
B2a,src_scan,sel0.1_q12,entity_18,1,likes,12.6777,20,2,0,0
B2a,src_relation_index,sel0.1_q12,entity_18,1,likes,10.0298,2,2,0,0
B2a,src_scan,sel0.1_q13,entity_19,1,likes,9.5063,20,2,0,0
B2a,src_relation_index,sel0.1_q13,entity_19,1,likes,11.2179,2,2,0,0
B2a,src_scan,sel0.1_q14,entity_20,1,likes,14.0529,20,2,0,0
B2a,src_relation_index,sel0.1_q14,entity_20,1,likes,10.2756,2,2,0,0
B2a,src_scan,sel0.1_q15,entity_21,1,likes,10.9891,20,1,0,0
B2a,src_relation_index,sel0.1_q15,entity_21,1,likes,11.5109,1,1,0,0
B2a,src_scan,sel0.1_q16,entity_25,1,likes,7.1093,20,3,0,0
B2a,src_relation_index,sel0.1_q16,entity_25,1,likes,10.4496,3,3,0,0
B2a,src_scan,sel0.1_q17,entity_26,1,likes,10.8746,20,1,0,0
B2a,src_relation_index,sel0.1_q17,entity_26,1,likes,10.6598,1,1,0,0
B2a,src_scan,sel0.1_q18,entity_28,1,likes,11.8213,20,1,0,0
B2a,src_relation_index,sel0.1_q18,entity_28,1,likes,13.4822,1,1,0,0
B2a,src_scan,sel0.1_q19,entity_30,1,likes,6.5555,20,1,0,0
B2a,src_relation_index,sel0.1_q19,entity_30,1,likes,12.0789,1,1,0,0
B2a,src_scan,sel0.1_q20,entity_32,1,likes,11.5983,20,1,0,0
B2a,src_relation_index,sel0.1_q20,entity_32,1,likes,11.4083,1,1,0,0
B2a,src_scan,sel0.1_q21,entity_33,1,likes,10.1965,20,2,0,0
B2a,src_relation_index,sel0.1_q21,entity_33,1,likes,13.2976,2,2,0,0
B2a,src_scan,sel0.1_q22,entity_34,1,likes,10.1395,20,2,0,0
B2a,src_relation_index,sel0.1_q22,entity_34,1,likes,10.0168,2,2,0,0
B2a,src_scan,sel0.1_q23,entity_35,1,likes,11.6009,20,2,0,0
B2a,src_relation_index,sel0.1_q23,entity_35,1,likes,9.5535,2,2,0,0
B2a,src_scan,sel0.1_q24,entity_38,1,likes,13.1318,20,2,0,0
B2a,src_relation_index,sel0.1_q24,entity_38,1,likes,10.8368,2,2,0,0
B2a,src_scan,sel0.1_q25,entity_40,1,likes,16.346,20,1,0,0
B2a,src_relation_index,sel0.1_q25,entity_40,1,likes,21.5395,1,1,0,0
B2a,src_scan,sel0.1_q26,entity_42,1,likes,18.6542,20,1,0,0
B2a,src_relation_index,sel0.1_q26,entity_42,1,likes,21.5628,1,1,0,0
B2a,src_scan,sel0.1_q27,entity_43,1,likes,8.3711,20,3,0,0
B2a,src_relation_index,sel0.1_q27,entity_43,1,likes,11.2294,3,3,0,0
B2a,src_scan,sel0.1_q28,entity_44,1,likes,10.1079,20,2,0,0
B2a,src_relation_index,sel0.1_q28,entity_44,1,likes,10.6799,2,2,0,0
B2a,src_scan,sel0.1_q29,entity_45,1,likes,11.9551,20,1,0,0
B2a,src_relation_index,sel0.1_q29,entity_45,1,likes,13.1952,1,1,0,0
B2a,src_scan,sel0.5_q0,entity_509,1,likes,22.052,20,7,0,0
B2a,src_relation_index,sel0.5_q0,entity_509,1,likes,14.0169,7,7,0,0
B2a,src_scan,sel0.5_q1,entity_1863,1,likes,7.209,20,7,0,0
B2a,src_relation_index,sel0.5_q1,entity_1863,1,likes,13.5265,7,7,0,0
B2a,src_scan,sel0.5_q0,entity_509,1,likes,11.9066,20,7,0,0
B2a,src_relation_index,sel0.5_q0,entity_509,1,likes,17.272,7,7,0,0
B2a,src_scan,sel0.5_q1,entity_1863,1,likes,18.6922,20,7,0,0
B2a,src_relation_index,sel0.5_q1,entity_1863,1,likes,8.6632,7,7,0,0
B2a,src_scan,sel0.5_q0,entity_509,1,likes,15.7833,20,7,0,0
B2a,src_relation_index,sel0.5_q0,entity_509,1,likes,8.4443,7,7,0,0
B2a,src_scan,sel0.5_q1,entity_1863,1,likes,10.1974,20,7,0,0
B2a,src_relation_index,sel0.5_q1,entity_1863,1,likes,12.8969,7,7,0,0
B2a,src_scan,sel0.01_q0,b2_sel010_src_0,1,likes,96.0506,5000,50,0,0
B2a,src_relation_index,sel0.01_q0,b2_sel010_src_0,1,likes,12.5956,50,50,0,0
B2a,src_scan,sel0.01_q1,b2_sel010_src_1,1,likes,42.0236,5000,50,0,0
B2a,src_relation_index,sel0.01_q1,b2_sel010_src_1,1,likes,14.204,50,50,0,0
B2a,src_scan,sel0.01_q2,b2_sel010_src_2,1,likes,44.442,5000,50,0,0
B2a,src_relation_index,sel0.01_q2,b2_sel010_src_2,1,likes,28.495,50,50,0,0
B2a,src_scan,sel0.01_q3,b2_sel010_src_3,1,likes,66.9308,5000,50,0,0
B2a,src_relation_index,sel0.01_q3,b2_sel010_src_3,1,likes,33.9973,50,50,0,0
B2a,src_scan,sel0.01_q4,b2_sel010_src_4,1,likes,72.4528,5000,50,0,0
B2a,src_relation_index,sel0.01_q4,b2_sel010_src_4,1,likes,11.2927,50,50,0,0
B2a,src_scan,sel0.01_q5,b2_sel010_src_5,1,likes,37.0661,5000,50,0,0
B2a,src_relation_index,sel0.01_q5,b2_sel010_src_5,1,likes,24.9963,50,50,0,0
B2a,src_scan,sel0.01_q6,b2_sel010_src_6,1,likes,49.4788,5000,50,0,0
B2a,src_relation_index,sel0.01_q6,b2_sel010_src_6,1,likes,15.7627,50,50,0,0
B2a,src_scan,sel0.01_q7,b2_sel010_src_7,1,likes,51.5146,5000,50,0,0
B2a,src_relation_index,sel0.01_q7,b2_sel010_src_7,1,likes,14.0077,50,50,0,0
B2a,src_scan,sel0.01_q8,b2_sel010_src_8,1,likes,47.9665,5000,50,0,0
B2a,src_relation_index,sel0.01_q8,b2_sel010_src_8,1,likes,10.9303,50,50,0,0
B2a,src_scan,sel0.01_q9,b2_sel010_src_9,1,likes,43.5373,5000,50,0,0
B2a,src_relation_index,sel0.01_q9,b2_sel010_src_9,1,likes,14.5233,50,50,0,0
B2a,src_scan,sel0.01_q0,b2_sel010_src_0,1,likes,27.8314,5000,50,0,0
B2a,src_relation_index,sel0.01_q0,b2_sel010_src_0,1,likes,14.3181,50,50,0,0
B2a,src_scan,sel0.01_q1,b2_sel010_src_1,1,likes,44.7611,5000,50,0,0
B2a,src_relation_index,sel0.01_q1,b2_sel010_src_1,1,likes,15.4134,50,50,0,0
B2a,src_scan,sel0.01_q2,b2_sel010_src_2,1,likes,67.1236,5000,50,0,0
B2a,src_relation_index,sel0.01_q2,b2_sel010_src_2,1,likes,5.5509,50,50,0,0
B2a,src_scan,sel0.01_q3,b2_sel010_src_3,1,likes,26.3633,5000,50,0,0
B2a,src_relation_index,sel0.01_q3,b2_sel010_src_3,1,likes,14.7961,50,50,0,0
B2a,src_scan,sel0.01_q4,b2_sel010_src_4,1,likes,28.5003,5000,50,0,0
B2a,src_relation_index,sel0.01_q4,b2_sel010_src_4,1,likes,14.6071,50,50,0,0
B2a,src_scan,sel0.01_q5,b2_sel010_src_5,1,likes,59.924,5000,50,0,0
B2a,src_relation_index,sel0.01_q5,b2_sel010_src_5,1,likes,15.8441,50,50,0,0
B2a,src_scan,sel0.01_q6,b2_sel010_src_6,1,likes,37.648,5000,50,0,0
B2a,src_relation_index,sel0.01_q6,b2_sel010_src_6,1,likes,13.4319,50,50,0,0
B2a,src_scan,sel0.01_q7,b2_sel010_src_7,1,likes,50.9618,5000,50,0,0
B2a,src_relation_index,sel0.01_q7,b2_sel010_src_7,1,likes,22.4271,50,50,0,0
B2a,src_scan,sel0.01_q8,b2_sel010_src_8,1,likes,46.1951,5000,50,0,0
B2a,src_relation_index,sel0.01_q8,b2_sel010_src_8,1,likes,13.6969,50,50,0,0
B2a,src_scan,sel0.01_q9,b2_sel010_src_9,1,likes,59.7891,5000,50,0,0
B2a,src_relation_index,sel0.01_q9,b2_sel010_src_9,1,likes,14.1672,50,50,0,0
B2a,src_scan,sel0.01_q0,b2_sel010_src_0,1,likes,31.8177,5000,50,0,0
B2a,src_relation_index,sel0.01_q0,b2_sel010_src_0,1,likes,5.5399,50,50,0,0
B2a,src_scan,sel0.01_q1,b2_sel010_src_1,1,likes,62.74,5000,50,0,0
B2a,src_relation_index,sel0.01_q1,b2_sel010_src_1,1,likes,12.9067,50,50,0,0
B2a,src_scan,sel0.01_q2,b2_sel010_src_2,1,likes,62.4009,5000,50,0,0
B2a,src_relation_index,sel0.01_q2,b2_sel010_src_2,1,likes,11.9372,50,50,0,0
B2a,src_scan,sel0.01_q3,b2_sel010_src_3,1,likes,30.9101,5000,50,0,0
B2a,src_relation_index,sel0.01_q3,b2_sel010_src_3,1,likes,13.2939,50,50,0,0
B2a,src_scan,sel0.01_q4,b2_sel010_src_4,1,likes,28.7233,5000,50,0,0
B2a,src_relation_index,sel0.01_q4,b2_sel010_src_4,1,likes,14.7274,50,50,0,0
B2a,src_scan,sel0.01_q5,b2_sel010_src_5,1,likes,29.1966,5000,50,0,0
B2a,src_relation_index,sel0.01_q5,b2_sel010_src_5,1,likes,15.9334,50,50,0,0
B2a,src_scan,sel0.01_q6,b2_sel010_src_6,1,likes,49.3295,5000,50,0,0
B2a,src_relation_index,sel0.01_q6,b2_sel010_src_6,1,likes,16.933,50,50,0,0
B2a,src_scan,sel0.01_q7,b2_sel010_src_7,1,likes,66.1954,5000,50,0,0
B2a,src_relation_index,sel0.01_q7,b2_sel010_src_7,1,likes,15.7648,50,50,0,0
B2a,src_scan,sel0.01_q8,b2_sel010_src_8,1,likes,21.7032,5000,50,0,0
B2a,src_relation_index,sel0.01_q8,b2_sel010_src_8,1,likes,14.941,50,50,0,0
B2a,src_scan,sel0.01_q9,b2_sel010_src_9,1,likes,54.3351,5000,50,0,0
B2a,src_relation_index,sel0.01_q9,b2_sel010_src_9,1,likes,15.786,50,50,0,0
B2a,src_scan,sel0.1_q0,b2_sel100_src_0,1,likes,76.9271,5000,500,0,0
B2a,src_relation_index,sel0.1_q0,b2_sel100_src_0,1,likes,15.3463,500,500,0,0
B2a,src_scan,sel0.1_q1,b2_sel100_src_1,1,likes,31.3608,5000,500,0,0
B2a,src_relation_index,sel0.1_q1,b2_sel100_src_1,1,likes,13.8829,500,500,0,0
B2a,src_scan,sel0.1_q2,b2_sel100_src_2,1,likes,28.1576,5000,500,0,0
B2a,src_relation_index,sel0.1_q2,b2_sel100_src_2,1,likes,15.5552,500,500,0,0
B2a,src_scan,sel0.1_q3,b2_sel100_src_3,1,likes,46.6053,5000,500,0,0
B2a,src_relation_index,sel0.1_q3,b2_sel100_src_3,1,likes,13.2552,500,500,0,0
B2a,src_scan,sel0.1_q4,b2_sel100_src_4,1,likes,51.199,5000,500,0,0
B2a,src_relation_index,sel0.1_q4,b2_sel100_src_4,1,likes,3.8581,500,500,0,0
B2a,src_scan,sel0.1_q5,b2_sel100_src_5,1,likes,47.4705,5000,500,0,0
B2a,src_relation_index,sel0.1_q5,b2_sel100_src_5,1,likes,11.3128,500,500,0,0
B2a,src_scan,sel0.1_q6,b2_sel100_src_6,1,likes,27.449,5000,500,0,0
B2a,src_relation_index,sel0.1_q6,b2_sel100_src_6,1,likes,15.3266,500,500,0,0
B2a,src_scan,sel0.1_q7,b2_sel100_src_7,1,likes,28.0084,5000,500,0,0
B2a,src_relation_index,sel0.1_q7,b2_sel100_src_7,1,likes,15.3335,500,500,0,0
B2a,src_scan,sel0.1_q8,b2_sel100_src_8,1,likes,61.3343,5000,500,0,0
B2a,src_relation_index,sel0.1_q8,b2_sel100_src_8,1,likes,14.1899,500,500,0,0
B2a,src_scan,sel0.1_q9,b2_sel100_src_9,1,likes,48.6595,5000,500,0,0
B2a,src_relation_index,sel0.1_q9,b2_sel100_src_9,1,likes,21.003,500,500,0,0
B2a,src_scan,sel0.1_q0,b2_sel100_src_0,1,likes,38.3566,5000,500,0,0
B2a,src_relation_index,sel0.1_q0,b2_sel100_src_0,1,likes,7.2603,500,500,0,0
B2a,src_scan,sel0.1_q1,b2_sel100_src_1,1,likes,28.23,5000,500,0,0
B2a,src_relation_index,sel0.1_q1,b2_sel100_src_1,1,likes,15.8057,500,500,0,0
B2a,src_scan,sel0.1_q2,b2_sel100_src_2,1,likes,49.9428,5000,500,0,0
B2a,src_relation_index,sel0.1_q2,b2_sel100_src_2,1,likes,10.1576,500,500,0,0
B2a,src_scan,sel0.1_q3,b2_sel100_src_3,1,likes,54.1706,5000,500,0,0
B2a,src_relation_index,sel0.1_q3,b2_sel100_src_3,1,likes,15.0388,500,500,0,0
B2a,src_scan,sel0.1_q4,b2_sel100_src_4,1,likes,27.0654,5000,500,0,0
B2a,src_relation_index,sel0.1_q4,b2_sel100_src_4,1,likes,16.1696,500,500,0,0
B2a,src_scan,sel0.1_q5,b2_sel100_src_5,1,likes,47.9042,5000,500,0,0
B2a,src_relation_index,sel0.1_q5,b2_sel100_src_5,1,likes,10.2663,500,500,0,0
B2a,src_scan,sel0.1_q6,b2_sel100_src_6,1,likes,42.4779,5000,500,0,0
B2a,src_relation_index,sel0.1_q6,b2_sel100_src_6,1,likes,10.8533,500,500,0,0
B2a,src_scan,sel0.1_q7,b2_sel100_src_7,1,likes,68.4912,5000,500,0,0
B2a,src_relation_index,sel0.1_q7,b2_sel100_src_7,1,likes,8.3483,500,500,0,0
B2a,src_scan,sel0.1_q8,b2_sel100_src_8,1,likes,44.4009,5000,500,0,0
B2a,src_relation_index,sel0.1_q8,b2_sel100_src_8,1,likes,16.4748,500,500,0,0
B2a,src_scan,sel0.1_q9,b2_sel100_src_9,1,likes,59.8433,5000,500,0,0
B2a,src_relation_index,sel0.1_q9,b2_sel100_src_9,1,likes,16.9526,500,500,0,0
B2a,src_scan,sel0.1_q0,b2_sel100_src_0,1,likes,22.2952,5000,500,0,0
B2a,src_relation_index,sel0.1_q0,b2_sel100_src_0,1,likes,15.7359,500,500,0,0
B2a,src_scan,sel0.1_q1,b2_sel100_src_1,1,likes,53.8975,5000,500,0,0
B2a,src_relation_index,sel0.1_q1,b2_sel100_src_1,1,likes,28.2485,500,500,0,0
B2a,src_scan,sel0.1_q2,b2_sel100_src_2,1,likes,49.6748,5000,500,0,0
B2a,src_relation_index,sel0.1_q2,b2_sel100_src_2,1,likes,27.4748,500,500,0,0
B2a,src_scan,sel0.1_q3,b2_sel100_src_3,1,likes,54.4154,5000,500,0,0
B2a,src_relation_index,sel0.1_q3,b2_sel100_src_3,1,likes,7.8263,500,500,0,0
B2a,src_scan,sel0.1_q4,b2_sel100_src_4,1,likes,45.4778,5000,500,0,0
B2a,src_relation_index,sel0.1_q4,b2_sel100_src_4,1,likes,11.8723,500,500,0,0
B2a,src_scan,sel0.1_q5,b2_sel100_src_5,1,likes,58.1409,5000,500,0,0
B2a,src_relation_index,sel0.1_q5,b2_sel100_src_5,1,likes,18.9329,500,500,0,0
B2a,src_scan,sel0.1_q6,b2_sel100_src_6,1,likes,19.219,5000,500,0,0
B2a,src_relation_index,sel0.1_q6,b2_sel100_src_6,1,likes,14.8985,500,500,0,0
B2a,src_scan,sel0.1_q7,b2_sel100_src_7,1,likes,26.5345,5000,500,0,0
B2a,src_relation_index,sel0.1_q7,b2_sel100_src_7,1,likes,15.3029,500,500,0,0
B2a,src_scan,sel0.1_q8,b2_sel100_src_8,1,likes,42.1987,5000,500,0,0
B2a,src_relation_index,sel0.1_q8,b2_sel100_src_8,1,likes,23.1721,500,500,0,0
B2a,src_scan,sel0.1_q9,b2_sel100_src_9,1,likes,49.6279,5000,500,0,0
B2a,src_relation_index,sel0.1_q9,b2_sel100_src_9,1,likes,17.6104,500,500,0,0
