experiment,mode,query_id,seed_entity,hop,relation_path,latency_ms,raw_edges_from_db,returned_edges,cache_hit,error
B3_cache,no_cache_cold,q34,entity_752,2,,29.6416,320,320,0,0
B3_cache,no_cache_cold,q35,entity_1428,2,,30.6936,680,680,0,0
B3_cache,no_cache_cold,q36,entity_1472,2,,27.8529,320,320,0,0
B3_cache,no_cache_cold,q37,entity_1039,2,,24.8944,320,320,0,0
B3_cache,no_cache_cold,q38,entity_254,2,,26.159,260,260,0,0
B3_cache,no_cache_cold,q39,entity_805,2,,29.2056,320,320,0,0
B3_cache,no_cache_cold,q40,entity_691,2,,28.6013,320,320,0,0
B3_cache,no_cache_cold,q41,entity_81,2,,37.4482,280,280,0,0
B3_cache,no_cache_cold,q42,entity_1560,2,,31.2215,380,380,0,0
B3_cache,no_cache_cold,q43,entity_1189,2,,25.0992,220,220,0,0
B3_cache,no_cache_cold,q44,entity_61,2,,30.3409,660,660,0,0
B3_cache,no_cache_cold,q45,entity_1111,2,,28.1395,240,240,0,0
B3_cache,no_cache_cold,q46,entity_1628,2,,204.4363,7180,7180,0,0
B3_cache,no_cache_cold,q47,entity_670,2,,39.0786,340,340,0,0
B3_cache,no_cache_cold,q48,entity_1101,2,,39.3698,360,360,0,0
B3_cache,no_cache_cold,q49,entity_881,2,,32.5782,380,380,0,0
B3_cache,LRU_warmup,q0,entity_890,2,,55.1416,700,700,0,0
B3_cache,LRU_warmup,q1,entity_1480,2,,29.8169,320,320,0,0
B3_cache,LRU_warmup,q2,entity_724,2,,25.8173,320,320,0,0
B3_cache,LRU_warmup,q3,entity_558,2,,29.0145,1100,1100,0,0
B3_cache,LRU_warmup,q4,entity_1096,2,,26.7949,640,640,0,0
B3_cache,LRU_warmup,q5,entity_268,2,,28.6695,260,260,0,0
B3_cache,LRU_warmup,q6,entity_438,2,,28.9824,680,700,1,0
B3_cache,LRU_warmup,q7,entity_145,2,,29.0551,300,300,0,0
B3_cache,LRU_warmup,q8,entity_1168,2,,28.7411,1040,1060,1,0
B3_cache,LRU_warmup,q9,entity_1489,2,,28.0433,300,300,0,0
B3_cache,LRU_warmup,q10,entity_546,2,,28.5218,320,360,1,0
B3_cache,LRU_warmup,q11,entity_1370,2,,28.9197,240,260,1,0
B3_cache,LRU_warmup,q12,entity_554,2,,38.0218,260,260,1,0
B3_cache,LRU_warmup,q13,entity_14,2,,19.1613,240,280,1,0
B3_cache,LRU_warmup,q14,entity_6,2,,37.0665,260,280,1,0
B3_cache,LRU_warmup,q15,entity_1318,2,,31.3918,280,320,1,0
B3_cache,LRU_warmup,q16,entity_1456,2,,30.9303,280,280,0,0
B3_cache,LRU_warmup,q17,entity_1418,2,,32.2056,300,320,1,0
B3_cache,LRU_warmup,q18,entity_312,2,,33.0277,240,240,1,0
B3_cache,LRU_warmup,q19,entity_453,2,,31.2572,320,340,1,0
B3_cache,LRU_warmup,q20,entity_1564,2,,28.7287,380,380,0,0
B3_cache,LRU_warmup,q21,entity_1582,2,,29.8538,300,300,1,0
B3_cache,LRU_warmup,q22,entity_958,2,,28.216,280,300,1,0
B3_cache,LRU_warmup,q23,entity_1542,2,,28.6111,200,200,0,0
B3_cache,LRU_warmup,q24,entity_605,2,,33.743,680,700,1,0
B3_cache,LRU_warmup,q25,entity_366,2,,26.6678,300,300,0,0
B3_cache,LRU_warmup,q26,entity_361,2,,29.0139,240,240,1,0
B3_cache,LRU_warmup,q27,entity_1706,2,,23.2111,360,360,0,0
B3_cache,LRU_warmup,q28,entity_1064,2,,25.2592,340,340,0,0
B3_cache,LRU_warmup,q29,entity_1442,2,,25.4901,320,320,0,0
B3_cache,LRU_warmup,q30,entity_1626,2,,30.7546,280,280,0,0
B3_cache,LRU_warmup,q31,entity_1593,2,,24.9834,680,680,0,0
B3_cache,LRU_warmup,q32,entity_1576,2,,27.0192,300,300,1,0
B3_cache,LRU_warmup,q33,entity_523,2,,25.7902,300,300,0,0
B3_cache,LRU_warmup,q34,entity_752,2,,30.8868,320,320,0,0
B3_cache,LRU_warmup,q35,entity_1428,2,,27.4135,660,680,1,0
B3_cache,LRU_warmup,q36,entity_1472,2,,27.577,280,320,1,0
B3_cache,LRU_warmup,q37,entity_1039,2,,15.1819,300,320,1,0
B3_cache,LRU_warmup,q38,entity_254,2,,13.8267,240,260,1,0
B3_cache,LRU_warmup,q39,entity_805,2,,29.0144,320,320,0,0
B3_cache,LRU_warmup,q40,entity_691,2,,29.6926,320,320,0,0
B3_cache,LRU_warmup,q41,entity_81,2,,28.1158,280,280,0,0
B3_cache,LRU_warmup,q42,entity_1560,2,,30.9615,360,380,1,0
B3_cache,LRU_warmup,q43,entity_1189,2,,23.6062,200,220,1,0
B3_cache,LRU_warmup,q44,entity_61,2,,34.3775,660,660,0,0
B3_cache,LRU_warmup,q45,entity_1111,2,,27.3282,220,240,1,0
B3_cache,LRU_warmup,q46,entity_1628,2,,174.2977,7080,7180,1,0
B3_cache,LRU_warmup,q47,entity_670,2,,25.4193,300,340,1,0
B3_cache,LRU_warmup,q48,entity_1101,2,,38.6133,340,360,1,0
B3_cache,LRU_warmup,q49,entity_881,2,,28.2006,360,380,1,0
B3_cache,LRU_warmup,q0,entity_890,2,,24.7085,700,700,0,0
B3_cache,LRU_warmup,q1,entity_1480,2,,28.5289,320,320,0,0
B3_cache,LRU_warmup,q2,entity_724,2,,31.7966,300,320,1,0
B3_cache,LRU_warmup,q3,entity_558,2,,31.6568,1100,1100,0,0
B3_cache,LRU_warmup,q4,entity_1096,2,,13.8354,620,640,1,0
B3_cache,LRU_warmup,q5,entity_268,2,,24.582,260,260,0,0
B3_cache,LRU_warmup,q6,entity_438,2,,29.7102,680,700,1,0
B3_cache,LRU_warmup,q7,entity_145,2,,25.3365,300,300,0,0
B3_cache,LRU_warmup,q8,entity_1168,2,,27.2908,1040,1060,1,0
B3_cache,LRU_warmup,q9,entity_1489,2,,30.298,300,300,0,0
B3_cache,LRU_warmup,q10,entity_546,2,,26.8493,320,360,1,0
B3_cache,LRU_warmup,q11,entity_1370,2,,22.578,240,260,1,0
B3_cache,LRU_warmup,q12,entity_554,2,,27.2446,260,260,1,0
B3_cache,LRU_warmup,q13,entity_14,2,,24.7394,240,280,1,0
B3_cache,LRU_warmup,q14,entity_6,2,,35.6291,260,280,1,0
B3_cache,LRU_warmup,q15,entity_1318,2,,28.0293,280,320,1,0
B3_cache,LRU_warmup,q16,entity_1456,2,,22.5616,280,280,0,0
B3_cache,LRU_warmup,q17,entity_1418,2,,25.7457,300,320,1,0
B3_cache,LRU_warmup,q18,entity_312,2,,39.283,240,240,1,0
B3_cache,LRU_warmup,q19,entity_453,2,,33.7295,320,340,1,0
B3_cache,LRU_warmup,q20,entity_1564,2,,29.1887,380,380,0,0
B3_cache,LRU_warmup,q21,entity_1582,2,,30.5563,300,300,1,0
B3_cache,LRU_warmup,q22,entity_958,2,,29.7574,280,300,1,0
B3_cache,LRU_warmup,q23,entity_1542,2,,29.2928,200,200,0,0
B3_cache,LRU_warmup,q24,entity_605,2,,27.4558,680,700,1,0
B3_cache,LRU_warmup,q25,entity_366,2,,29.2466,300,300,0,0
B3_cache,LRU_warmup,q26,entity_361,2,,25.6021,240,240,1,0
B3_cache,LRU_warmup,q27,entity_1706,2,,28.3654,360,360,0,0
B3_cache,LRU_warmup,q28,entity_1064,2,,25.5539,340,340,0,0
B3_cache,LRU_warmup,q29,entity_1442,2,,60.1818,320,320,0,0
B3_cache,LRU_warmup,q30,entity_1626,2,,33.1018,280,280,0,0
B3_cache,LRU_warmup,q31,entity_1593,2,,39.5412,680,680,0,0
B3_cache,LRU_warmup,q32,entity_1576,2,,30.8981,300,300,1,0
B3_cache,LRU_warmup,q33,entity_523,2,,30.6676,300,300,0,0
B3_cache,LRU_warmup,q34,entity_752,2,,29.0757,320,320,0,0
B3_cache,LRU_warmup,q35,entity_1428,2,,30.1348,660,680,1,0
B3_cache,LRU_warmup,q36,entity_1472,2,,25.2757,300,320,1,0
B3_cache,LRU_warmup,q37,entity_1039,2,,15.2548,300,320,1,0
B3_cache,LRU_warmup,q38,entity_254,2,,10.8993,240,260,1,0
B3_cache,LRU_warmup,q39,entity_805,2,,30.4419,320,320,0,0
B3_cache,LRU_warmup,q40,entity_691,2,,30.461,320,320,0,0
B3_cache,LRU_warmup,q41,entity_81,2,,27.1841,280,280,0,0
B3_cache,LRU_warmup,q42,entity_1560,2,,26.9494,360,380,1,0
B3_cache,LRU_warmup,q43,entity_1189,2,,28.2149,200,220,1,0
B3_cache,LRU_warmup,q44,entity_61,2,,29.7613,660,660,0,0
B3_cache,LRU_warmup,q45,entity_1111,2,,22.6145,220,240,1,0
B3_cache,LRU_warmup,q46,entity_1628,2,,151.6139,7080,7180,1,0
B3_cache,LRU_warmup,q47,entity_670,2,,33.0129,300,340,1,0
B3_cache,LRU_warmup,q48,entity_1101,2,,29.2228,340,360,1,0
B3_cache,LRU_warmup,q49,entity_881,2,,28.9934,360,380,1,0
B3_cache,LRU_warm,q0,entity_890,2,,27.5276,700,700,0,0
B3_cache,LRU_warm,q1,entity_1480,2,,25.6581,320,320,0,0
B3_cache,LRU_warm,q2,entity_724,2,,26.2363,300,320,1,0
B3_cache,LRU_warm,q3,entity_558,2,,30.253,1100,1100,0,0
B3_cache,LRU_warm,q4,entity_1096,2,,12.3171,620,640,1,0
B3_cache,LRU_warm,q5,entity_268,2,,28.3462,260,260,0,0
B3_cache,LRU_warm,q6,entity_438,2,,28.3093,680,700,1,0
B3_cache,LRU_warm,q7,entity_145,2,,27.9575,300,300,0,0
B3_cache,LRU_warm,q8,entity_1168,2,,58.1576,1040,1060,1,0
B3_cache,LRU_warm,q9,entity_1489,2,,30.4706,300,300,0,0
B3_cache,LRU_warm,q10,entity_546,2,,28.6483,320,360,1,0
B3_cache,LRU_warm,q11,entity_1370,2,,28.1591,240,260,1,0
B3_cache,LRU_warm,q12,entity_554,2,,39.2343,260,260,1,0
B3_cache,LRU_warm,q13,entity_14,2,,15.9255,240,280,1,0
B3_cache,LRU_warm,q14,entity_6,2,,30.2949,260,280,1,0
B3_cache,LRU_warm,q15,entity_1318,2,,28.5356,280,320,1,0
B3_cache,LRU_warm,q16,entity_1456,2,,32.1885,280,280,0,0
B3_cache,LRU_warm,q17,entity_1418,2,,22.2661,300,320,1,0
B3_cache,LRU_warm,q18,entity_312,2,,22.1131,240,240,1,0
B3_cache,LRU_warm,q19,entity_453,2,,29.6777,320,340,1,0
B3_cache,LRU_warm,q20,entity_1564,2,,27.8326,380,380,0,0
B3_cache,LRU_warm,q21,entity_1582,2,,40.1387,300,300,1,0
B3_cache,LRU_warm,q22,entity_958,2,,33.1176,280,300,1,0
B3_cache,LRU_warm,q23,entity_1542,2,,27.5759,200,200,0,0
B3_cache,LRU_warm,q24,entity_605,2,,23.0969,680,700,1,0
B3_cache,LRU_warm,q25,entity_366,2,,31.0855,300,300,0,0
B3_cache,LRU_warm,q26,entity_361,2,,30.4748,240,240,1,0
B3_cache,LRU_warm,q27,entity_1706,2,,27.4648,360,360,0,0
B3_cache,LRU_warm,q28,entity_1064,2,,31.8776,340,340,0,0
B3_cache,LRU_warm,q29,entity_1442,2,,32.5828,320,320,0,0
B3_cache,LRU_warm,q30,entity_1626,2,,28.0865,280,280,0,0
B3_cache,LRU_warm,q31,entity_1593,2,,28.5434,680,680,0,0
B3_cache,LRU_warm,q32,entity_1576,2,,29.9037,300,300,1,0
B3_cache,LRU_warm,q33,entity_523,2,,36.449,300,300,0,0
B3_cache,LRU_warm,q34,entity_752,2,,34.661,320,320,0,0
B3_cache,LRU_warm,q35,entity_1428,2,,28.4783,660,680,1,0
B3_cache,LRU_warm,q36,entity_1472,2,,27.2745,300,320,1,0
B3_cache,LRU_warm,q37,entity_1039,2,,15.9754,300,320,1,0
B3_cache,LRU_warm,q38,entity_254,2,,12.9952,240,260,1,0
B3_cache,LRU_warm,q39,entity_805,2,,30.7767,320,320,0,0
B3_cache,LRU_warm,q40,entity_691,2,,23.6387,320,320,0,0
B3_cache,LRU_warm,q41,entity_81,2,,29.9744,280,280,0,0
B3_cache,LRU_warm,q42,entity_1560,2,,29.107,360,380,1,0
B3_cache,LRU_warm,q43,entity_1189,2,,27.5772,200,220,1,0
B3_cache,LRU_warm,q44,entity_61,2,,29.3619,660,660,0,0
B3_cache,LRU_warm,q45,entity_1111,2,,29.3376,220,240,1,0
B3_cache,LRU_warm,q46,entity_1628,2,,185.2223,7080,7180,1,0
B3_cache,LRU_warm,q47,entity_670,2,,26.108,280,340,1,0
B3_cache,LRU_warm,q48,entity_1101,2,,31.4885,340,360,1,0
B3_cache,LRU_warm,q49,entity_881,2,,25.7666,360,380,1,0
B3_cache,LRU_cold,q0,entity_890,2,,28.4867,700,700,0,0
B3_cache,LRU_cold,q1,entity_1480,2,,30.478,320,320,0,0
B3_cache,LRU_cold,q2,entity_724,2,,36.0871,320,320,0,0
B3_cache,LRU_cold,q3,entity_558,2,,37.8028,1100,1100,0,0
B3_cache,LRU_cold,q4,entity_1096,2,,24.5108,640,640,0,0
B3_cache,LRU_cold,q5,entity_268,2,,39.9689,260,260,0,0
B3_cache,LRU_cold,q6,entity_438,2,,33.9553,680,700,1,0
B3_cache,LRU_cold,q7,entity_145,2,,26.2831,300,300,0,0
B3_cache,LRU_cold,q8,entity_1168,2,,31.5138,1040,1060,1,0
B3_cache,LRU_cold,q9,entity_1489,2,,39.4372,300,300,0,0
B3_cache,LRU_cold,q10,entity_546,2,,33.4887,320,360,1,0
B3_cache,LRU_cold,q11,entity_1370,2,,25.0483,240,260,1,0
B3_cache,LRU_cold,q12,entity_554,2,,25.6147,260,260,1,0
B3_cache,LRU_cold,q13,entity_14,2,,12.9073,240,280,1,0
B3_cache,LRU_cold,q14,entity_6,2,,29.5454,260,280,1,0
B3_cache,LRU_cold,q15,entity_1318,2,,28.135,280,320,1,0
B3_cache,LRU_cold,q16,entity_1456,2,,41.1648,280,280,0,0
B3_cache,LRU_cold,q17,entity_1418,2,,33.5737,300,320,1,0
B3_cache,LRU_cold,q18,entity_312,2,,28.0168,240,240,1,0
B3_cache,LRU_cold,q19,entity_453,2,,30.1341,320,340,1,0
B3_cache,LRU_cold,q20,entity_1564,2,,28.482,380,380,0,0
B3_cache,LRU_cold,q21,entity_1582,2,,26.8747,300,300,1,0
B3_cache,LRU_cold,q22,entity_958,2,,24.8446,280,300,1,0
B3_cache,LRU_cold,q23,entity_1542,2,,24.0908,200,200,0,0
B3_cache,LRU_cold,q24,entity_605,2,,29.7244,680,700,1,0
B3_cache,LRU_cold,q25,entity_366,2,,40.0087,300,300,0,0
B3_cache,LRU_cold,q26,entity_361,2,,31.7142,240,240,1,0
B3_cache,LRU_cold,q27,entity_1706,2,,24.3675,360,360,0,0
B3_cache,LRU_cold,q28,entity_1064,2,,25.9888,340,340,0,0
B3_cache,LRU_cold,q29,entity_1442,2,,22.875,320,320,0,0
B3_cache,LRU_cold,q30,entity_1626,2,,28.3608,280,280,0,0
B3_cache,LRU_cold,q31,entity_1593,2,,29.921,680,680,0,0
B3_cache,LRU_cold,q32,entity_1576,2,,29.1913,300,300,1,0
B3_cache,LRU_cold,q33,entity_523,2,,28.285,300,300,0,0
B3_cache,LRU_cold,q34,entity_752,2,,38.2096,320,320,0,0
B3_cache,LRU_cold,q35,entity_1428,2,,31.6001,660,680,1,0
B3_cache,LRU_cold,q36,entity_1472,2,,27.0316,280,320,1,0
B3_cache,LRU_cold,q37,entity_1039,2,,24.9914,300,320,1,0
B3_cache,LRU_cold,q38,entity_254,2,,17.9505,240,260,1,0
B3_cache,LRU_cold,q39,entity_805,2,,68.8762,320,320,0,0
B3_cache,LRU_cold,q40,entity_691,2,,45.724,320,320,0,0
B3_cache,LRU_cold,q41,entity_81,2,,33.1149,280,280,0,0
B3_cache,LRU_cold,q42,entity_1560,2,,29.9222,360,380,1,0
B3_cache,LRU_cold,q43,entity_1189,2,,28.7211,200,220,1,0
B3_cache,LRU_cold,q44,entity_61,2,,25.8769,660,660,0,0
B3_cache,LRU_cold,q45,entity_1111,2,,25.036,220,240,1,0
B3_cache,LRU_cold,q46,entity_1628,2,,147.7326,7080,7180,1,0
B3_cache,LRU_cold,q47,entity_670,2,,30.9474,300,340,1,0
B3_cache,LRU_cold,q48,entity_1101,2,,29.289,340,360,1,0
B3_cache,LRU_cold,q49,entity_881,2,,29.6813,360,380,1,0
B3_cache,HD_warmup,q0,entity_890,2,,28.7614,700,700,0,0
B3_cache,HD_warmup,q1,entity_1480,2,,29.8095,320,320,0,0
B3_cache,HD_warmup,q2,entity_724,2,,21.9481,320,320,0,0
B3_cache,HD_warmup,q3,entity_558,2,,26.0002,1100,1100,0,0
B3_cache,HD_warmup,q4,entity_1096,2,,28.6068,640,640,0,0
B3_cache,HD_warmup,q5,entity_268,2,,29.2389,260,260,0,0
B3_cache,HD_warmup,q6,entity_438,2,,28.0648,700,700,0,0
B3_cache,HD_warmup,q7,entity_145,2,,34.5105,300,300,0,0
B3_cache,HD_warmup,q8,entity_1168,2,,28.7685,1060,1060,0,0
B3_cache,HD_warmup,q9,entity_1489,2,,28.0753,300,300,0,0
B3_cache,HD_warmup,q10,entity_546,2,,29.1546,360,360,0,0
B3_cache,HD_warmup,q11,entity_1370,2,,28.5259,260,260,0,0
B3_cache,HD_warmup,q12,entity_554,2,,26.9642,260,260,0,0
B3_cache,HD_warmup,q13,entity_14,2,,28.8569,280,280,0,0
B3_cache,HD_warmup,q14,entity_6,2,,22.0917,280,280,0,0
B3_cache,HD_warmup,q15,entity_1318,2,,39.4496,320,320,0,0
B3_cache,HD_warmup,q16,entity_1456,2,,33.4728,280,280,0,0
B3_cache,HD_warmup,q17,entity_1418,2,,59.1516,320,320,0,0
B3_cache,HD_warmup,q18,entity_312,2,,27.3626,240,240,0,0
B3_cache,HD_warmup,q19,entity_453,2,,29.6484,340,340,0,0
B3_cache,HD_warmup,q20,entity_1564,2,,29.3739,380,380,0,0
B3_cache,HD_warmup,q21,entity_1582,2,,29.591,300,300,0,0
B3_cache,HD_warmup,q22,entity_958,2,,26.2994,300,300,0,0
B3_cache,HD_warmup,q23,entity_1542,2,,25.7088,200,200,0,0
B3_cache,HD_warmup,q24,entity_605,2,,29.67,700,700,0,0
B3_cache,HD_warmup,q25,entity_366,2,,28.5265,300,300,0,0
B3_cache,HD_warmup,q26,entity_361,2,,29.1127,240,240,0,0
B3_cache,HD_warmup,q27,entity_1706,2,,39.6995,360,360,0,0
B3_cache,HD_warmup,q28,entity_1064,2,,30.2561,340,340,0,0
B3_cache,HD_warmup,q29,entity_1442,2,,39.3759,320,320,0,0
B3_cache,HD_warmup,q30,entity_1626,2,,44.0801,280,280,0,0
B3_cache,HD_warmup,q31,entity_1593,2,,32.599,680,680,0,0
B3_cache,HD_warmup,q32,entity_1576,2,,25.3106,300,300,0,0
B3_cache,HD_warmup,q33,entity_523,2,,31.0768,300,300,0,0
B3_cache,HD_warmup,q34,entity_752,2,,29.372,320,320,0,0
B3_cache,HD_warmup,q35,entity_1428,2,,26.864,680,680,0,0
B3_cache,HD_warmup,q36,entity_1472,2,,26.2388,320,320,0,0
B3_cache,HD_warmup,q37,entity_1039,2,,26.9809,320,320,0,0
B3_cache,HD_warmup,q38,entity_254,2,,21.3771,260,260,0,0
B3_cache,HD_warmup,q39,entity_805,2,,30.908,320,320,0,0
B3_cache,HD_warmup,q40,entity_691,2,,29.5427,320,320,0,0
B3_cache,HD_warmup,q41,entity_81,2,,28.8327,280,280,0,0
B3_cache,HD_warmup,q42,entity_1560,2,,40.1436,380,380,0,0
B3_cache,HD_warmup,q43,entity_1189,2,,32.2575,220,220,0,0
B3_cache,HD_warmup,q44,entity_61,2,,28.2982,660,660,0,0
B3_cache,HD_warmup,q45,entity_1111,2,,28.3267,240,240,0,0
B3_cache,HD_warmup,q46,entity_1628,2,,178.3759,6380,7180,1,0
B3_cache,HD_warmup,q47,entity_670,2,,22.46,340,340,0,0
B3_cache,HD_warmup,q48,entity_1101,2,,29.4118,360,360,0,0
B3_cache,HD_warmup,q49,entity_881,2,,29.4271,380,380,0,0
B3_cache,HD_warmup,q0,entity_890,2,,27.5242,300,700,1,0
B3_cache,HD_warmup,q1,entity_1480,2,,29.472,320,320,0,0
B3_cache,HD_warmup,q2,entity_724,2,,40.2289,320,320,0,0
B3_cache,HD_warmup,q3,entity_558,2,,37.8895,300,1100,1,0
B3_cache,HD_warmup,q4,entity_1096,2,,24.1964,240,640,1,0
B3_cache,HD_warmup,q5,entity_268,2,,24.622,260,260,0,0
B3_cache,HD_warmup,q6,entity_438,2,,25.4543,300,700,1,0
B3_cache,HD_warmup,q7,entity_145,2,,28.2655,300,300,0,0
B3_cache,HD_warmup,q8,entity_1168,2,,33.3003,260,1060,1,0
B3_cache,HD_warmup,q9,entity_1489,2,,34.2539,300,300,0,0
B3_cache,HD_warmup,q10,entity_546,2,,28.8321,360,360,0,0
B3_cache,HD_warmup,q11,entity_1370,2,,29.4678,260,260,0,0
B3_cache,HD_warmup,q12,entity_554,2,,29.507,260,260,0,0
B3_cache,HD_warmup,q13,entity_14,2,,28.1616,280,280,0,0
B3_cache,HD_warmup,q14,entity_6,2,,29.3856,280,280,0,0
B3_cache,HD_warmup,q15,entity_1318,2,,24.6051,320,320,0,0
B3_cache,HD_warmup,q16,entity_1456,2,,25.0031,280,280,0,0
B3_cache,HD_warmup,q17,entity_1418,2,,31.8094,320,320,0,0
B3_cache,HD_warmup,q18,entity_312,2,,27.9705,240,240,0,0
B3_cache,HD_warmup,q19,entity_453,2,,27.0512,340,340,0,0
B3_cache,HD_warmup,q20,entity_1564,2,,28.6338,380,380,0,0
B3_cache,HD_warmup,q21,entity_1582,2,,26.292,300,300,0,0
B3_cache,HD_warmup,q22,entity_958,2,,33.71,300,300,0,0
B3_cache,HD_warmup,q23,entity_1542,2,,34.4947,200,200,0,0
B3_cache,HD_warmup,q24,entity_605,2,,28.0924,300,700,1,0
B3_cache,HD_warmup,q25,entity_366,2,,38.9451,300,300,0,0
B3_cache,HD_warmup,q26,entity_361,2,,47.6555,240,240,0,0
B3_cache,HD_warmup,q27,entity_1706,2,,33.444,360,360,0,0
B3_cache,HD_warmup,q28,entity_1064,2,,27.9541,340,340,0,0
B3_cache,HD_warmup,q29,entity_1442,2,,27.5336,320,320,0,0
B3_cache,HD_warmup,q30,entity_1626,2,,37.9897,280,280,0,0
B3_cache,HD_warmup,q31,entity_1593,2,,33.3841,280,680,1,0
B3_cache,HD_warmup,q32,entity_1576,2,,30.7492,300,300,0,0
B3_cache,HD_warmup,q33,entity_523,2,,25.8971,300,300,0,0
B3_cache,HD_warmup,q34,entity_752,2,,28.6393,320,320,0,0
B3_cache,HD_warmup,q35,entity_1428,2,,28.8414,280,680,1,0
B3_cache,HD_warmup,q36,entity_1472,2,,39.4757,320,320,0,0
B3_cache,HD_warmup,q37,entity_1039,2,,35.6773,320,320,0,0
B3_cache,HD_warmup,q38,entity_254,2,,28.2757,260,260,0,0
B3_cache,HD_warmup,q39,entity_805,2,,29.4143,320,320,0,0
B3_cache,HD_warmup,q40,entity_691,2,,27.8728,320,320,0,0
B3_cache,HD_warmup,q41,entity_81,2,,70.271,280,280,0,0
B3_cache,HD_warmup,q42,entity_1560,2,,29.5735,380,380,0,0
B3_cache,HD_warmup,q43,entity_1189,2,,40.01,220,220,0,0
B3_cache,HD_warmup,q44,entity_61,2,,33.8244,260,660,1,0
B3_cache,HD_warmup,q45,entity_1111,2,,32.6699,240,240,0,0
B3_cache,HD_warmup,q46,entity_1628,2,,136.9906,5180,7180,1,0
B3_cache,HD_warmup,q47,entity_670,2,,27.6346,340,340,0,0
B3_cache,HD_warmup,q48,entity_1101,2,,30.1763,360,360,0,0
B3_cache,HD_warmup,q49,entity_881,2,,28.4542,380,380,0,0
B3_cache,HD_warm,q0,entity_890,2,,28.328,300,700,1,0
B3_cache,HD_warm,q1,entity_1480,2,,30.402,320,320,0,0
B3_cache,HD_warm,q2,entity_724,2,,36.0494,320,320,0,0
B3_cache,HD_warm,q3,entity_558,2,,33.2739,300,1100,1,0
B3_cache,HD_warm,q4,entity_1096,2,,26.0678,240,640,1,0
B3_cache,HD_warm,q5,entity_268,2,,31.0751,260,260,0,0
B3_cache,HD_warm,q6,entity_438,2,,29.7537,300,700,1,0
B3_cache,HD_warm,q7,entity_145,2,,37.8041,300,300,0,0
B3_cache,HD_warm,q8,entity_1168,2,,32.3183,260,1060,1,0
B3_cache,HD_warm,q9,entity_1489,2,,30.584,300,300,0,0
B3_cache,HD_warm,q10,entity_546,2,,29.5508,360,360,0,0
B3_cache,HD_warm,q11,entity_1370,2,,29.4846,260,260,0,0
B3_cache,HD_warm,q12,entity_554,2,,29.2835,260,260,0,0
B3_cache,HD_warm,q13,entity_14,2,,28.0989,280,280,0,0
B3_cache,HD_warm,q14,entity_6,2,,26.5783,280,280,0,0
B3_cache,HD_warm,q15,entity_1318,2,,29.2746,320,320,0,0
B3_cache,HD_warm,q16,entity_1456,2,,29.4979,280,280,0,0
