sequence,update_id,memory_id,version,operation,backend,phase,event_generated_at,backend_committed_at,first_searchable_at,update_to_searchable_ms,queue_wait_ms,backend_commit_ms,visibility_probe_ms,status
4865,p53b_evt_004865,p53b_004865,4865,replace_relation,cassandra,baseline,48650.949,48654.875,48658.929,7.979,0,3.925,4.054,ok
4866,p53b_evt_004866,p53b_004866,4866,update_relation,cassandra,baseline,48660.626,48681.128,48685.849,25.224,0,20.503,4.721,ok
4867,p53b_evt_004867,p53b_004867,4867,update_relation,cassandra,baseline,48670.446,48683.324,48689.829,19.383,0,12.877,6.505,ok
4868,p53b_evt_004868,p53b_004868,4868,insert_memory,cassandra,baseline,48681.199,48689.58,48695.77,14.571,0,8.382,6.189,ok
4869,p53b_evt_004869,p53b_004869,4869,insert_memory,cassandra,baseline,48690.638,48709.949,48718.209,27.571,0,19.312,8.26,ok
4870,p53b_evt_004870,p53b_004870,4870,insert_memory,cassandra,baseline,48700.954,48721.412,48727.225,26.27,0,20.457,5.813,ok
4871,p53b_evt_004871,p53b_004871,4871,insert_memory,cassandra,baseline,48710.89,48726.984,48733.702,22.812,0,16.093,6.718,ok
4872,p53b_evt_004872,p53b_004872,4872,update_relation,cassandra,baseline,48722.207,48733.354,48739.238,17.03,0,11.147,5.884,ok
4873,p53b_evt_004873,p53b_004873,4873,update_relation,cassandra,baseline,48730.912,48749.249,48758.109,27.197,0,18.336,8.86,ok
4874,p53b_evt_004874,p53b_004874,4874,update_relation,cassandra,baseline,48740.819,48757.704,48764.485,23.666,0,16.885,6.781,ok
4875,p53b_evt_004875,p53b_004875,4875,insert_memory,cassandra,baseline,48750.807,48764.144,48779.524,28.716,0,13.336,15.38,ok
4876,p53b_evt_004876,p53b_004876,4876,insert_memory,cassandra,baseline,48760.766,48781.112,48783.395,22.629,0,20.346,2.283,ok
4877,p53b_evt_004877,p53b_004877,4877,update_relation,cassandra,baseline,48770.786,48782.338,48786.956,16.171,0,11.552,4.619,ok
4878,p53b_evt_004878,p53b_004878,4878,insert_memory,cassandra,baseline,48780.595,48788.747,48795.064,14.47,0,8.152,6.318,ok
4879,p53b_evt_004879,p53b_004879,4879,insert_memory,cassandra,baseline,48790.392,48804.639,48814.699,24.307,0,14.247,10.06,ok
4880,p53b_evt_004880,p53b_004880,4880,update_relation,cassandra,baseline,48801.289,48815.759,48824.218,22.929,0,14.47,8.46,ok
4881,p53b_evt_004881,p53b_004881,4881,replace_relation,cassandra,baseline,48810.682,48824.171,48827.795,17.114,0,13.489,3.624,ok
4882,p53b_evt_004882,p53b_004882,4882,insert_memory,cassandra,baseline,48820.874,48829.067,48837.158,16.284,0,8.193,8.091,ok
4883,p53b_evt_004883,p53b_004883,4883,insert_memory,cassandra,baseline,48830.849,48843.461,48854.503,23.654,0,12.612,11.042,ok
4884,p53b_evt_004884,p53b_004884,4884,update_relation,cassandra,baseline,48841.035,48854.657,48860.408,19.373,0,13.622,5.751,ok
4885,p53b_evt_004885,p53b_004885,4885,update_relation,cassandra,baseline,48850.783,48859.798,48872.009,21.226,0,9.015,12.212,ok
4886,p53b_evt_004886,p53b_004886,4886,insert_memory,cassandra,baseline,48860.911,48877.593,48888.748,27.837,0,16.682,11.156,ok
4887,p53b_evt_004887,p53b_004887,4887,insert_memory,cassandra,baseline,48870.751,48887.579,48890.209,19.459,0,16.828,2.63,ok
4888,p53b_evt_004888,p53b_004888,4888,update_relation,cassandra,baseline,48880.773,48891.144,48893.746,12.972,0,10.371,2.601,ok
4889,p53b_evt_004889,p53b_004889,4889,update_relation,cassandra,baseline,48890.65,48895.137,48904.896,14.246,0,4.487,9.759,ok
4890,p53b_evt_004890,p53b_004890,4890,insert_memory,cassandra,baseline,48900.722,48920.61,48923.035,22.313,0,19.888,2.425,ok
4891,p53b_evt_004891,p53b_004891,4891,replace_relation,cassandra,baseline,48910.883,48922.817,48925.433,14.549,0,11.934,2.616,ok
4892,p53b_evt_004892,p53b_004892,4892,update_relation,cassandra,baseline,48920.811,48925.238,48936.666,15.855,0,4.427,11.428,ok
4893,p53b_evt_004893,p53b_004893,4893,update_relation,cassandra,baseline,48930.529,48943.428,48951.255,20.726,0,12.899,7.828,ok
4894,p53b_evt_004894,p53b_004894,4894,insert_memory,cassandra,baseline,48940.739,48950.979,48953.631,12.893,0,10.24,2.652,ok
4895,p53b_evt_004895,p53b_004895,4895,update_relation,cassandra,baseline,48950.619,48954.704,48961.643,11.024,0,4.085,6.939,ok
4896,p53b_evt_004896,p53b_004896,4896,insert_memory,cassandra,baseline,48960.668,48977.327,48987.611,26.943,0,16.659,10.284,ok
4897,p53b_evt_004897,p53b_004897,4897,insert_memory,cassandra,baseline,48971.07,48993.978,48997.316,26.246,0,22.908,3.338,ok
4898,p53b_evt_004898,p53b_004898,4898,replace_relation,cassandra,baseline,48980.922,48995.754,48998.509,17.587,0,14.832,2.755,ok
4899,p53b_evt_004899,p53b_004899,4899,update_relation,cassandra,baseline,48990.894,48997.059,49000.401,9.507,0,6.165,3.342,ok
4900,p53b_evt_004900,p53b_004900,4900,insert_memory,cassandra,baseline,49000.62,49017.288,49020.521,19.901,0,16.668,3.233,ok
4901,p53b_evt_004901,p53b_004901,4901,insert_memory,cassandra,baseline,49011.181,49023.561,49028.583,17.402,0,12.38,5.022,ok
4902,p53b_evt_004902,p53b_004902,4902,insert_memory,cassandra,baseline,49021.199,49033.019,49037.625,16.427,0,11.821,4.606,ok
4903,p53b_evt_004903,p53b_004903,4903,insert_memory,cassandra,baseline,49030.902,49039.065,49043.958,13.057,0,8.163,4.894,ok
4904,p53b_evt_004904,p53b_004904,4904,insert_memory,cassandra,baseline,49040.542,49052.876,49055.558,15.016,0,12.334,2.682,ok
4905,p53b_evt_004905,p53b_004905,4905,insert_memory,cassandra,baseline,49050.865,49055.261,49063.013,12.148,0,4.397,7.752,ok
4906,p53b_evt_004906,p53b_004906,4906,insert_memory,cassandra,baseline,49060.721,49074.638,49086.974,26.253,0,13.917,12.336,ok
4907,p53b_evt_004907,p53b_004907,4907,insert_memory,cassandra,baseline,49070.596,49086.717,49089.391,18.795,0,16.121,2.674,ok
4908,p53b_evt_004908,p53b_004908,4908,update_relation,cassandra,baseline,49080.698,49089.146,49093.448,12.75,0,8.448,4.302,ok
4909,p53b_evt_004909,p53b_004909,4909,insert_memory,cassandra,baseline,49090.606,49101.32,49103.69,13.084,0,10.714,2.37,ok
4910,p53b_evt_004910,p53b_004910,4910,update_relation,cassandra,baseline,49101.035,49104.577,49111.3,10.265,0,3.542,6.723,ok
4911,p53b_evt_004911,p53b_004911,4911,update_relation,cassandra,baseline,49110.587,49122.339,49127.026,16.439,0,11.753,4.687,ok
4912,p53b_evt_004912,p53b_004912,4912,insert_memory,cassandra,baseline,49120.892,49128.2,49136.924,16.032,0,7.307,8.725,ok
4913,p53b_evt_004913,p53b_004913,4913,insert_memory,cassandra,baseline,49130.482,49141.709,49152.139,21.657,0,11.227,10.431,ok
4914,p53b_evt_004914,p53b_004914,4914,insert_memory,cassandra,baseline,49140.664,49153.504,49155.25,14.586,0,12.84,1.746,ok
4915,p53b_evt_004915,p53b_004915,4915,insert_memory,cassandra,baseline,49151.042,49155.352,49160.542,9.499,0,4.31,5.19,ok
4916,p53b_evt_004916,p53b_004916,4916,insert_memory,cassandra,baseline,49160.72,49185.938,49194.881,34.161,0,25.218,8.943,ok
4917,p53b_evt_004917,p53b_004917,4917,insert_memory,cassandra,baseline,49170.515,49193.001,49195.738,25.224,0,22.486,2.738,ok
4918,p53b_evt_004918,p53b_004918,4918,insert_memory,cassandra,baseline,49180.936,49195.468,49198.431,17.495,0,14.532,2.963,ok
4919,p53b_evt_004919,p53b_004919,4919,insert_memory,cassandra,baseline,49190.794,49197.795,49199.9,9.106,0,7.001,2.104,ok
4920,p53b_evt_004920,p53b_004920,4920,update_relation,cassandra,baseline,49200.566,49215.819,49226.871,26.305,0,15.253,11.052,ok
4921,p53b_evt_004921,p53b_004921,4921,insert_memory,cassandra,baseline,49210.798,49226.995,49235.49,24.692,0,16.197,8.495,ok
4922,p53b_evt_004922,p53b_004922,4922,update_relation,cassandra,baseline,49220.795,49235.448,49244.927,24.131,0,14.653,9.478,ok
4923,p53b_evt_004923,p53b_004923,4923,insert_memory,cassandra,baseline,49230.747,49245.95,49254.523,23.776,0,15.203,8.573,ok
4924,p53b_evt_004924,p53b_004924,4924,update_relation,cassandra,baseline,49240.504,49254.209,49263.723,23.219,0,13.705,9.514,ok
4925,p53b_evt_004925,p53b_004925,4925,insert_memory,cassandra,baseline,49250.651,49265.906,49269.216,18.566,0,15.255,3.31,ok
4926,p53b_evt_004926,p53b_004926,4926,insert_memory,cassandra,baseline,49260.619,49268.276,49270.593,9.975,0,7.658,2.317,ok
4927,p53b_evt_004927,p53b_004927,4927,insert_memory,cassandra,baseline,49270.935,49284.994,49292.13,21.195,0,14.06,7.136,ok
4928,p53b_evt_004928,p53b_004928,4928,insert_memory,cassandra,baseline,49280.48,49294.034,49301.514,21.035,0,13.554,7.48,ok
4929,p53b_evt_004929,p53b_004929,4929,insert_memory,cassandra,baseline,49290.601,49301.247,49304.123,13.522,0,10.645,2.876,ok
4930,p53b_evt_004930,p53b_004930,4930,update_relation,cassandra,baseline,49300.702,49304.971,49310.013,9.311,0,4.268,5.042,ok
4931,p53b_evt_004931,p53b_004931,4931,insert_memory,cassandra,baseline,49311.122,49332.729,49342.681,31.559,0,21.607,9.952,ok
4932,p53b_evt_004932,p53b_004932,4932,update_relation,cassandra,baseline,49320.885,49342.454,49344.882,23.997,0,21.569,2.428,ok
4933,p53b_evt_004933,p53b_004933,4933,insert_memory,cassandra,baseline,49330.769,49343.719,49346.412,15.643,0,12.95,2.693,ok
4934,p53b_evt_004934,p53b_004934,4934,insert_memory,cassandra,baseline,49340.87,49345.761,49349.451,8.58,0,4.89,3.69,ok
4935,p53b_evt_004935,p53b_004935,4935,replace_relation,cassandra,baseline,49350.476,49377.576,49382.16,31.684,0,27.1,4.584,ok
4936,p53b_evt_004936,p53b_004936,4936,replace_relation,cassandra,baseline,49360.49,49379.732,49384.468,23.978,0,19.241,4.737,ok
4937,p53b_evt_004937,p53b_004937,4937,insert_memory,cassandra,baseline,49370.802,49383.253,49386.978,16.176,0,12.45,3.725,ok
4938,p53b_evt_004938,p53b_004938,4938,replace_relation,cassandra,baseline,49380.751,49387.711,49393.048,12.297,0,6.96,5.337,ok
4939,p53b_evt_004939,p53b_004939,4939,update_relation,cassandra,baseline,49390.526,49411.142,49414.102,23.576,0,20.616,2.96,ok
4941,p53b_evt_004941,p53b_004941,4941,update_relation,cassandra,baseline,49410.736,49415.178,49418.985,8.249,0,4.442,3.807,ok
4940,p53b_evt_004940,p53b_004940,4940,update_relation,cassandra,baseline,49400.826,49414.899,49419.432,18.605,0,14.073,4.533,ok
4942,p53b_evt_004942,p53b_004942,4942,insert_memory,cassandra,baseline,49420.745,49444.931,49447.375,26.63,0,24.186,2.444,ok
4943,p53b_evt_004943,p53b_004943,4943,insert_memory,cassandra,baseline,49430.56,49446.071,49448.613,18.053,0,15.511,2.542,ok
4944,p53b_evt_004944,p53b_004944,4944,insert_memory,cassandra,baseline,49440.802,49447.479,49450.119,9.317,0,6.677,2.64,ok
4945,p53b_evt_004945,p53b_004945,4945,insert_memory,cassandra,baseline,49450.618,49469.39,49478.842,28.224,0,18.772,9.453,ok
4946,p53b_evt_004946,p53b_004946,4946,replace_relation,cassandra,baseline,49460.409,49478.977,49492.604,32.195,0,18.568,13.627,ok
4947,p53b_evt_004947,p53b_004947,4947,insert_memory,cassandra,baseline,49470.764,49491.789,49493.951,23.187,0,21.025,2.162,ok
4948,p53b_evt_004948,p53b_004948,4948,update_relation,cassandra,baseline,49480.576,49494.954,49502.741,22.164,0,14.378,7.786,ok
4949,p53b_evt_004949,p53b_004949,4949,insert_memory,cassandra,baseline,49490.999,49494.998,49502.859,11.86,0,3.999,7.861,ok
4950,p53b_evt_004950,p53b_004950,4950,insert_memory,cassandra,baseline,49500.844,49518.206,49527.6,26.756,0,17.362,9.393,ok
4951,p53b_evt_004951,p53b_004951,4951,insert_memory,cassandra,baseline,49519.238,49529.791,49534.994,15.756,0,10.553,5.204,ok
4952,p53b_evt_004952,p53b_004952,4952,insert_memory,cassandra,baseline,49520.8,49529.748,49535.5,14.7,0,8.947,5.753,ok
4953,p53b_evt_004953,p53b_004953,4953,insert_memory,cassandra,baseline,49530.691,49541.651,49551.817,21.126,0,10.96,10.166,ok
4954,p53b_evt_004954,p53b_004954,4954,insert_memory,cassandra,baseline,49540.512,49552.822,49554.638,14.125,0,12.31,1.816,ok
4955,p53b_evt_004955,p53b_004955,4955,insert_memory,cassandra,baseline,49551.075,49554.594,49558.588,7.513,0,3.519,3.994,ok
4956,p53b_evt_004956,p53b_004956,4956,insert_memory,cassandra,baseline,49560.841,49578.552,49586.452,25.611,0,17.711,7.9,ok
4957,p53b_evt_004957,p53b_004957,4957,insert_memory,cassandra,baseline,49570.548,49585.922,49593.342,22.794,0,15.374,7.42,ok
4958,p53b_evt_004958,p53b_004958,4958,insert_memory,cassandra,baseline,49580.572,49594.234,49601.082,20.51,0,13.662,6.848,ok
4959,p53b_evt_004959,p53b_004959,4959,insert_memory,cassandra,baseline,49590.512,49600.099,49602.958,12.447,0,9.588,2.859,ok
4960,p53b_evt_004960,p53b_004960,4960,insert_memory,cassandra,baseline,49601.099,49608.935,49625.753,24.654,0,7.836,16.818,ok
4962,p53b_evt_004962,p53b_004962,4962,update_relation,cassandra,baseline,49620.512,49629.437,49631.871,11.358,0,8.925,2.433,ok
4961,p53b_evt_004961,p53b_004961,4961,update_relation,cassandra,baseline,49610.375,49630.12,49633.877,23.502,0,19.745,3.757,ok
4963,p53b_evt_004963,p53b_004963,4963,replace_relation,cassandra,baseline,49630.956,49647.125,49652.27,21.314,0,16.169,5.145,ok
4964,p53b_evt_004964,p53b_004964,4964,update_relation,cassandra,baseline,49640.678,49648.664,49655.715,15.037,0,7.986,7.051,ok
4965,p53b_evt_004965,p53b_004965,4965,insert_memory,cassandra,baseline,49650.481,49671.264,49673.585,23.104,0,20.783,2.321,ok
4966,p53b_evt_004966,p53b_004966,4966,insert_memory,cassandra,baseline,49660.93,49673.233,49676.989,16.058,0,12.303,3.756,ok
4967,p53b_evt_004967,p53b_004967,4967,update_relation,cassandra,baseline,49670.791,49675.69,49680.079,9.288,0,4.9,4.388,ok
4968,p53b_evt_004968,p53b_004968,4968,insert_memory,cassandra,baseline,49680.713,49706.291,49709.758,29.045,0,25.579,3.466,ok
4969,p53b_evt_004969,p53b_004969,4969,insert_memory,cassandra,baseline,49690.719,49708.945,49716.904,26.185,0,18.226,7.959,ok
4970,p53b_evt_004970,p53b_004970,4970,insert_memory,cassandra,baseline,49700.547,49719.559,49728.059,27.512,0,19.012,8.5,ok
4971,p53b_evt_004971,p53b_004971,4971,insert_memory,cassandra,baseline,49710.72,49729.33,49737.06,26.339,0,18.61,7.73,ok
4972,p53b_evt_004972,p53b_004972,4972,replace_relation,cassandra,baseline,49720.882,49735.568,49738.644,17.762,0,14.685,3.076,ok
4973,p53b_evt_004973,p53b_004973,4973,replace_relation,cassandra,baseline,49730.529,49739.85,49743.691,13.162,0,9.321,3.841,ok
4974,p53b_evt_004974,p53b_004974,4974,update_relation,cassandra,baseline,49740.827,49764.156,49767.582,26.754,0,23.329,3.425,ok
4975,p53b_evt_004975,p53b_004975,4975,update_relation,cassandra,baseline,49750.983,49765.724,49768.17,17.188,0,14.742,2.446,ok
4976,p53b_evt_004976,p53b_004976,4976,insert_memory,cassandra,baseline,49760.85,49766.823,49768.649,7.799,0,5.973,1.826,ok
4977,p53b_evt_004977,p53b_004977,4977,insert_memory,cassandra,baseline,49770.723,49784.977,49792.889,22.166,0,14.254,7.912,ok
4978,p53b_evt_004978,p53b_004978,4978,insert_memory,cassandra,baseline,49780.985,49792.832,49796.846,15.861,0,11.847,4.014,ok
4979,p53b_evt_004979,p53b_004979,4979,update_relation,cassandra,baseline,49790.842,49796.623,49803.24,12.398,0,5.78,6.617,ok
4980,p53b_evt_004980,p53b_004980,4980,update_relation,cassandra,baseline,49800.841,49809.138,49820.319,19.479,0,8.297,11.182,ok
4981,p53b_evt_004981,p53b_004981,4981,update_relation,cassandra,baseline,49810.678,49836.167,49843.512,32.834,0,25.49,7.344,ok
4982,p53b_evt_004982,p53b_004982,4982,update_relation,cassandra,baseline,49820.747,49840.363,49843.613,22.866,0,19.616,3.25,ok
4983,p53b_evt_004983,p53b_004983,4983,update_relation,cassandra,baseline,49830.661,49843.556,49850.432,19.77,0,12.895,6.876,ok
4984,p53b_evt_004984,p53b_004984,4984,insert_memory,cassandra,baseline,49841.046,49854.188,49861.696,20.651,0,13.143,7.508,ok
4985,p53b_evt_004985,p53b_004985,4985,insert_memory,cassandra,baseline,49850.804,49869.21,49876.586,25.781,0,18.406,7.375,ok
4986,p53b_evt_004986,p53b_004986,4986,insert_memory,cassandra,baseline,49860.887,49876.215,49886.315,25.428,0,15.328,10.1,ok
4987,p53b_evt_004987,p53b_004987,4987,insert_memory,cassandra,baseline,49870.992,49887.609,49890.652,19.66,0,16.616,3.044,ok
4988,p53b_evt_004988,p53b_004988,4988,update_relation,cassandra,baseline,49880.686,49888.953,49891.777,11.091,0,8.267,2.824,ok
4989,p53b_evt_004989,p53b_004989,4989,update_relation,cassandra,baseline,49891.054,49906.179,49908.456,17.402,0,15.124,2.278,ok
4990,p53b_evt_004990,p53b_004990,4990,replace_relation,cassandra,baseline,49900.794,49908.234,49919.878,19.084,0,7.44,11.644,ok
4991,p53b_evt_004991,p53b_004991,4991,insert_memory,cassandra,baseline,49910.548,49936.376,49939.749,29.2,0,25.828,3.372,ok
4992,p53b_evt_004992,p53b_004992,4992,insert_memory,cassandra,baseline,49920.768,49937.553,49942.442,21.674,0,16.785,4.889,ok
4993,p53b_evt_004993,p53b_004993,4993,insert_memory,cassandra,baseline,49930.487,49940.853,49944.754,14.266,0,10.366,3.9,ok
4994,p53b_evt_004994,p53b_004994,4994,insert_memory,cassandra,baseline,49940.467,49952.232,49960.115,19.648,0,11.765,7.883,ok
4995,p53b_evt_004995,p53b_004995,4995,insert_memory,cassandra,baseline,49950.919,49961.453,49963.677,12.758,0,10.534,2.224,ok
4996,p53b_evt_004996,p53b_004996,4996,insert_memory,cassandra,baseline,49960.693,49969.202,49977.263,16.57,0,8.509,8.061,ok
4997,p53b_evt_004997,p53b_004997,4997,insert_memory,cassandra,baseline,49970.474,49986.376,49989.081,18.607,0,15.902,2.705,ok
4998,p53b_evt_004998,p53b_004998,4998,update_relation,cassandra,baseline,49980.632,49988.645,49993.45,12.818,0,8.014,4.805,ok
4999,p53b_evt_004999,p53b_004999,4999,update_relation,cassandra,baseline,49990.855,50003.089,50008.707,17.851,0,12.233,5.618,ok
5000,p53b_evt_005000,p53b_005000,5000,insert_memory,cassandra,baseline,50000.799,50018.238,50025.941,25.141,0,17.439,7.703,ok
5001,p53b_evt_005001,p53b_005001,5001,insert_memory,cassandra,baseline,50010.973,50027.08,50035.925,24.952,0,16.107,8.845,ok
5002,p53b_evt_005002,p53b_005002,5002,insert_memory,cassandra,baseline,50020.923,50035.047,50038.336,17.413,0,14.124,3.288,ok
5003,p53b_evt_005003,p53b_005003,5003,update_relation,cassandra,baseline,50030.771,50039.585,50043.891,13.12,0,8.814,4.305,ok
5004,p53b_evt_005004,p53b_005004,5004,insert_memory,cassandra,baseline,50040.534,50052.882,50058.9,18.366,0,12.349,6.017,ok
5005,p53b_evt_005005,p53b_005005,5005,insert_memory,cassandra,baseline,50050.683,50068.98,50077.246,26.563,0,18.297,8.266,ok
5006,p53b_evt_005006,p53b_005006,5006,insert_memory,cassandra,baseline,50060.51,50076.87,50088.318,27.808,0,16.36,11.448,ok
5007,p53b_evt_005007,p53b_005007,5007,insert_memory,cassandra,baseline,50070.696,50093.187,50096.705,26.009,0,22.491,3.518,ok
5008,p53b_evt_005008,p53b_005008,5008,insert_memory,cassandra,baseline,50080.675,50095.452,50097.981,17.306,0,14.777,2.529,ok
5009,p53b_evt_005009,p53b_005009,5009,insert_memory,cassandra,baseline,50090.837,50097.754,50101.455,10.618,0,6.916,3.701,ok
5010,p53b_evt_005010,p53b_005010,5010,update_relation,cassandra,baseline,50100.716,50119.402,50121.599,20.883,0,18.686,2.197,ok
5011,p53b_evt_005011,p53b_005011,5011,insert_memory,cassandra,baseline,50110.421,50122.839,50126.504,16.084,0,12.418,3.665,ok
5012,p53b_evt_005012,p53b_005012,5012,replace_relation,cassandra,baseline,50121.148,50127.43,50134.748,13.6,0,6.283,7.318,ok
5013,p53b_evt_005013,p53b_005013,5013,replace_relation,cassandra,baseline,50130.481,50141.282,50153.215,22.734,0,10.8,11.934,ok
5014,p53b_evt_005014,p53b_005014,5014,insert_memory,cassandra,baseline,50140.49,50154.501,50157.559,17.068,0,14.01,3.058,ok
5015,p53b_evt_005015,p53b_005015,5015,insert_memory,cassandra,baseline,50151.071,50158.316,50170.932,19.861,0,7.245,12.616,ok
5016,p53b_evt_005016,p53b_005016,5016,insert_memory,cassandra,baseline,50160.554,50172.833,50176.348,15.794,0,12.279,3.515,ok
5017,p53b_evt_005017,p53b_005017,5017,update_relation,cassandra,baseline,50171.032,50186.473,50188.738,17.706,0,15.44,2.265,ok
5018,p53b_evt_005018,p53b_005018,5018,insert_memory,cassandra,baseline,50180.722,50188.311,50193.026,12.303,0,7.589,4.715,ok
5019,p53b_evt_005019,p53b_005019,5019,update_relation,cassandra,baseline,50190.639,50202.789,50208.551,17.912,0,12.15,5.762,ok
5020,p53b_evt_005020,p53b_005020,5020,insert_memory,cassandra,baseline,50200.412,50218.418,50225.625,25.212,0,18.005,7.207,ok
5021,p53b_evt_005021,p53b_005021,5021,replace_relation,cassandra,baseline,50210.766,50227.246,50235.424,24.658,0,16.48,8.178,ok
5022,p53b_evt_005022,p53b_005022,5022,insert_memory,cassandra,baseline,50220.837,50234.768,50238.28,17.442,0,13.931,3.511,ok
5023,p53b_evt_005023,p53b_005023,5023,update_relation,cassandra,baseline,50230.634,50237.415,50240.191,9.557,0,6.782,2.776,ok
5024,p53b_evt_005024,p53b_005024,5024,insert_memory,cassandra,baseline,50241.276,50253.242,50260.037,18.76,0,11.965,6.795,ok
5025,p53b_evt_005025,p53b_005025,5025,insert_memory,cassandra,baseline,50250.623,50259.33,50261.074,10.451,0,8.707,1.745,ok
5026,p53b_evt_005026,p53b_005026,5026,replace_relation,cassandra,baseline,50260.502,50277.463,50286.863,26.361,0,16.961,9.4,ok
5027,p53b_evt_005027,p53b_005027,5027,insert_memory,cassandra,baseline,50270.801,50287.961,50296.045,25.244,0,17.161,8.084,ok
5028,p53b_evt_005028,p53b_005028,5028,insert_memory,cassandra,baseline,50280.586,50295.787,50298.228,17.641,0,15.201,2.44,ok
5029,p53b_evt_005029,p53b_005029,5029,update_relation,cassandra,baseline,50290.473,50297.99,50304.76,14.287,0,7.517,6.77,ok
5030,p53b_evt_005030,p53b_005030,5030,replace_relation,cassandra,baseline,50300.864,50315.946,50324.583,23.72,0,15.082,8.638,ok
5031,p53b_evt_005031,p53b_005031,5031,update_relation,cassandra,baseline,50310.885,50324.078,50326.46,15.575,0,13.193,2.382,ok
5032,p53b_evt_005032,p53b_005032,5032,replace_relation,cassandra,baseline,50320.51,50326.56,50334.376,13.866,0,6.05,7.816,ok
5033,p53b_evt_005033,p53b_005033,5033,insert_memory,cassandra,baseline,50330.519,50342.525,50344.281,13.762,0,12.005,1.757,ok
5034,p53b_evt_005034,p53b_005034,5034,insert_memory,cassandra,baseline,50340.717,50344.231,50349.566,8.848,0,3.514,5.334,ok
5035,p53b_evt_005035,p53b_005035,5035,replace_relation,cassandra,baseline,50350.682,50373.666,50375.69,25.008,0,22.984,2.024,ok
5036,p53b_evt_005036,p53b_005036,5036,insert_memory,cassandra,baseline,50360.721,50374.463,50376.525,15.804,0,13.742,2.062,ok
5037,p53b_evt_005037,p53b_005037,5037,insert_memory,cassandra,baseline,50370.775,50374.412,50376.691,5.916,0,3.637,2.279,ok
5038,p53b_evt_005038,p53b_005038,5038,update_relation,cassandra,baseline,50380.604,50402.421,50409.918,29.314,0,21.816,7.498,ok
5039,p53b_evt_005039,p53b_005039,5039,update_relation,cassandra,baseline,50390.684,50409.609,50412.043,21.359,0,18.925,2.434,ok
5040,p53b_evt_005040,p53b_005040,5040,update_relation,cassandra,baseline,50400.661,50410.939,50413.355,12.695,0,10.278,2.417,ok
5041,p53b_evt_005041,p53b_005041,5041,update_relation,cassandra,baseline,50410.696,50420.232,50427.363,16.667,0,9.536,7.13,ok
5042,p53b_evt_005042,p53b_005042,5042,update_relation,cassandra,baseline,50420.989,50436.824,50447.432,26.443,0,15.836,10.608,ok
5043,p53b_evt_005043,p53b_005043,5043,insert_memory,cassandra,baseline,50430.671,50448.542,50457.349,26.679,0,17.871,8.808,ok
5044,p53b_evt_005044,p53b_005044,5044,update_relation,cassandra,baseline,50440.555,50457.023,50464.76,24.205,0,16.468,7.737,ok
5045,p53b_evt_005045,p53b_005045,5045,insert_memory,cassandra,baseline,50450.482,50466.153,50474.845,24.363,0,15.67,8.693,ok
5046,p53b_evt_005046,p53b_005046,5046,replace_relation,cassandra,baseline,50460.506,50474.706,50492.856,32.35,0,14.2,18.15,ok
5047,p53b_evt_005047,p53b_005047,5047,insert_memory,cassandra,baseline,50470.602,50493.323,50495.388,24.786,0,22.721,2.065,ok
5048,p53b_evt_005048,p53b_005048,5048,insert_memory,cassandra,baseline,50480.489,50494.421,50496.539,16.05,0,13.931,2.118,ok
5049,p53b_evt_005049,p53b_005049,5049,insert_memory,cassandra,baseline,50491.205,50495.487,50498.458,7.253,0,4.282,2.971,ok
5050,p53b_evt_005050,p53b_005050,5050,update_relation,cassandra,baseline,50500.749,50516.246,50526.741,25.992,0,15.497,10.495,ok
5051,p53b_evt_005051,p53b_005051,5051,insert_memory,cassandra,baseline,50516.454,50535.785,50538.429,21.975,0,19.331,2.644,ok
5052,p53b_evt_005052,p53b_005052,5052,insert_memory,cassandra,baseline,50531.769,50537.79,50542.915,11.146,0,6.02,5.125,ok
5053,p53b_evt_005053,p53b_005053,5053,replace_relation,cassandra,baseline,50545.151,50576.248,50579.716,34.565,0,31.097,3.469,ok
5054,p53b_evt_005054,p53b_005054,5054,insert_memory,cassandra,baseline,50561.47,50577.292,50580.588,19.117,0,15.822,3.296,ok
5055,p53b_evt_005055,p53b_005055,5055,update_relation,cassandra,baseline,50577.362,50581.795,50585.089,7.727,0,4.432,3.294,ok
5056,p53b_evt_005056,p53b_005056,5056,insert_memory,cassandra,baseline,50577.762,50582.812,50585.701,7.939,0,5.051,2.889,ok
5057,p53b_evt_005057,p53b_005057,5057,insert_memory,cassandra,baseline,50578.174,50583.509,50586.589,8.415,0,5.334,3.081,ok
5058,p53b_evt_005058,p53b_005058,5058,replace_relation,cassandra,baseline,50581.155,50584.268,50586.786,5.632,0,3.113,2.518,ok
5059,p53b_evt_005059,p53b_005059,5059,insert_memory,cassandra,baseline,50590.53,50610.283,50624.397,33.866,0,19.752,14.114,ok
5060,p53b_evt_005060,p53b_005060,5060,insert_memory,cassandra,baseline,50600.809,50613.858,50625.125,24.316,0,13.049,11.267,ok
5062,p53b_evt_005062,p53b_005062,5062,insert_memory,cassandra,baseline,50620.733,50630.922,50641.531,20.799,0,10.189,10.61,ok
5061,p53b_evt_005061,p53b_005061,5061,update_relation,cassandra,baseline,50610.796,50631.026,50641.764,30.968,0,20.23,10.738,ok
5063,p53b_evt_005063,p53b_005063,5063,insert_memory,cassandra,baseline,50630.592,50659.247,50666.246,35.654,0,28.655,6.999,ok
