variant,scope,method,query_id,memory_id,rank,score
Raw,cat1_4_1540,BM25,conv-26_qa_4,conv-26_session_13_D13:13,1,4.315252882885677
Raw,cat1_4_1540,BM25,conv-26_qa_4,conv-26_session_11_D11:12,2,3.744021240098484
Raw,cat1_4_1540,BM25,conv-26_qa_4,conv-26_session_16_D16:9,3,2.8848011760271692
Raw,cat1_4_1540,BM25,conv-26_qa_4,conv-26_session_3_D3:3,4,2.3960297678185154
Raw,cat1_4_1540,BM25,conv-26_qa_4,conv-26_session_13_D13:18,5,1.809447611092972
Raw,cat1_4_1540,BM25,conv-26_qa_4,conv-26_session_12_D12:14,6,1.7043521649315283
Raw,cat1_4_1540,BM25,conv-26_qa_4,conv-26_session_12_D12:20,7,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_4,conv-26_session_14_D14:18,8,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_4,conv-26_session_17_D17:22,9,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_4,conv-26_session_8_D8:28,10,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_5,conv-26_session_2_D2:2,1,13.121734250893912
Raw,cat1_4_1540,BM25,conv-26_qa_5,conv-26_session_2_D2:1,2,11.541620254781446
Raw,cat1_4_1540,BM25,conv-26_qa_5,conv-26_session_14_D14:3,3,6.438030000260326
Raw,cat1_4_1540,BM25,conv-26_qa_5,conv-26_session_14_D14:22,4,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_5,conv-26_session_15_D15:13,5,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_5,conv-26_session_10_D10:15,6,4.305448924688925
Raw,cat1_4_1540,BM25,conv-26_qa_5,conv-26_session_11_D11:5,7,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_5,conv-26_session_14_D14:28,8,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_5,conv-26_session_8_D8:18,9,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_5,conv-26_session_8_D8:20,10,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_6,conv-26_session_2_D2:7,1,10.197586612929609
Raw,cat1_4_1540,BM25,conv-26_qa_6,conv-26_session_14_D14:32,2,6.3254432620773775
Raw,cat1_4_1540,BM25,conv-26_qa_6,conv-26_session_4_D4:1,3,5.7374010728209655
Raw,cat1_4_1540,BM25,conv-26_qa_6,conv-26_session_18_D18:20,4,4.92573499183168
Raw,cat1_4_1540,BM25,conv-26_qa_6,conv-26_session_10_D10:13,5,4.669415697183636
Raw,cat1_4_1540,BM25,conv-26_qa_6,conv-26_session_18_D18:9,6,4.0524040692535035
Raw,cat1_4_1540,BM25,conv-26_qa_6,conv-26_session_4_D4:18,7,4.0524040692535035
Raw,cat1_4_1540,BM25,conv-26_qa_6,conv-26_session_6_D6:1,8,3.8519605201826312
Raw,cat1_4_1540,BM25,conv-26_qa_6,conv-26_session_9_D9:3,9,3.505205453638039
Raw,cat1_4_1540,BM25,conv-26_qa_6,conv-26_session_6_D6:16,10,3.4226795811501125
Raw,cat1_4_1540,BM25,conv-26_qa_7,conv-26_session_13_D13:18,1,1.809447611092972
Raw,cat1_4_1540,BM25,conv-26_qa_7,conv-26_session_12_D12:14,2,1.7043521649315283
Raw,cat1_4_1540,BM25,conv-26_qa_7,conv-26_session_12_D12:20,3,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_7,conv-26_session_14_D14:18,4,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_7,conv-26_session_17_D17:22,5,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_7,conv-26_session_8_D8:28,6,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_7,conv-26_session_1_D1:10,7,1.5269742323096727
Raw,cat1_4_1540,BM25,conv-26_qa_7,conv-26_session_10_D10:2,8,1.5269742323096727
Raw,cat1_4_1540,BM25,conv-26_qa_7,conv-26_session_12_D12:12,9,1.5269742323096727
Raw,cat1_4_1540,BM25,conv-26_qa_7,conv-26_session_12_D12:18,10,1.5269742323096727
Raw,cat1_4_1540,BM25,conv-26_qa_8,conv-26_session_8_D8:22,1,5.118014999911417
Raw,cat1_4_1540,BM25,conv-26_qa_8,conv-26_session_1_D1:4,2,4.657289189620308
Raw,cat1_4_1540,BM25,conv-26_qa_8,conv-26_session_14_D14:22,3,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_8,conv-26_session_15_D15:13,4,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_8,conv-26_session_10_D10:15,5,4.305448924688925
Raw,cat1_4_1540,BM25,conv-26_qa_8,conv-26_session_11_D11:5,6,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_8,conv-26_session_14_D14:28,7,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_8,conv-26_session_8_D8:18,8,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_8,conv-26_session_8_D8:20,9,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_8,conv-26_session_18_D18:17,10,3.946718713622724
Raw,cat1_4_1540,BM25,conv-26_qa_9,conv-26_session_3_D3:11,1,20.11403941993528
Raw,cat1_4_1540,BM25,conv-26_qa_9,conv-26_session_16_D16:5,2,14.402611855171452
Raw,cat1_4_1540,BM25,conv-26_qa_9,conv-26_session_6_D6:11,3,8.605183497536274
Raw,cat1_4_1540,BM25,conv-26_qa_9,conv-26_session_15_D15:4,4,6.917845304748404
Raw,cat1_4_1540,BM25,conv-26_qa_9,conv-26_session_19_D19:9,5,6.159207884704105
Raw,cat1_4_1540,BM25,conv-26_qa_9,conv-26_session_2_D2:10,6,5.390584164132813
Raw,cat1_4_1540,BM25,conv-26_qa_9,conv-26_session_6_D6:12,7,5.22656114294653
Raw,cat1_4_1540,BM25,conv-26_qa_9,conv-26_session_8_D8:22,8,5.118014999911417
Raw,cat1_4_1540,BM25,conv-26_qa_9,conv-26_session_1_D1:4,9,4.657289189620308
Raw,cat1_4_1540,BM25,conv-26_qa_9,conv-26_session_8_D8:28,10,4.623815219685781
Raw,cat1_4_1540,BM25,conv-26_qa_10,conv-26_session_6_D6:12,1,5.22656114294653
Raw,cat1_4_1540,BM25,conv-26_qa_10,conv-26_session_1_D1:3,2,4.917369897771548
Raw,cat1_4_1540,BM25,conv-26_qa_10,conv-26_session_1_D1:6,3,4.917369897771548
Raw,cat1_4_1540,BM25,conv-26_qa_10,conv-26_session_1_D1:7,4,4.6741426535088175
Raw,cat1_4_1540,BM25,conv-26_qa_10,conv-26_session_8_D8:24,5,4.550677638586803
Raw,cat1_4_1540,BM25,conv-26_qa_10,conv-26_session_10_D10:6,6,4.550145470302677
Raw,cat1_4_1540,BM25,conv-26_qa_10,conv-26_session_15_D15:20,7,4.517081549056626
Raw,cat1_4_1540,BM25,conv-26_qa_10,conv-26_session_16_D16:6,8,4.426848380585524
Raw,cat1_4_1540,BM25,conv-26_qa_10,conv-26_session_3_D3:12,9,4.282027255952777
Raw,cat1_4_1540,BM25,conv-26_qa_10,conv-26_session_3_D3:15,10,4.282027255952777
Raw,cat1_4_1540,BM25,conv-26_qa_11,conv-26_session_15_D15:21,1,12.963755721544274
Raw,cat1_4_1540,BM25,conv-26_qa_11,conv-26_session_4_D4:5,2,8.668417088926805
Raw,cat1_4_1540,BM25,conv-26_qa_11,conv-26_session_3_D3:1,3,7.8062565621071816
Raw,cat1_4_1540,BM25,conv-26_qa_11,conv-26_session_3_D3:16,4,5.453553333311814
Raw,cat1_4_1540,BM25,conv-26_qa_11,conv-26_session_17_D17:10,5,5.228359793771423
Raw,cat1_4_1540,BM25,conv-26_qa_11,conv-26_session_8_D8:22,6,5.118014999911417
Raw,cat1_4_1540,BM25,conv-26_qa_11,conv-26_session_3_D3:18,7,4.8295099525776815
Raw,cat1_4_1540,BM25,conv-26_qa_11,conv-26_session_1_D1:4,8,4.657289189620308
Raw,cat1_4_1540,BM25,conv-26_qa_11,conv-26_session_14_D14:22,9,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_11,conv-26_session_15_D15:13,10,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_12,conv-26_session_4_D4:5,1,13.974925638016416
Raw,cat1_4_1540,BM25,conv-26_qa_12,conv-26_session_17_D17:10,2,5.228359793771423
Raw,cat1_4_1540,BM25,conv-26_qa_12,conv-26_session_11_D11:1,3,4.59235684526109
Raw,cat1_4_1540,BM25,conv-26_qa_12,conv-26_session_15_D15:20,4,4.517081549056626
Raw,cat1_4_1540,BM25,conv-26_qa_12,conv-26_session_16_D16:6,5,4.426848380585524
Raw,cat1_4_1540,BM25,conv-26_qa_12,conv-26_session_3_D3:12,6,4.282027255952777
Raw,cat1_4_1540,BM25,conv-26_qa_12,conv-26_session_3_D3:15,7,4.282027255952777
Raw,cat1_4_1540,BM25,conv-26_qa_12,conv-26_session_1_D1:16,8,4.257995447425802
Raw,cat1_4_1540,BM25,conv-26_qa_12,conv-26_session_6_D6:1,9,4.070225884289586
Raw,cat1_4_1540,BM25,conv-26_qa_12,conv-26_session_9_D9:1,10,4.055976057515229
Raw,cat1_4_1540,BM25,conv-26_qa_13,conv-26_session_4_D4:12,1,6.3254432620773775
Raw,cat1_4_1540,BM25,conv-26_qa_13,conv-26_session_1_D1:9,2,5.627591528520702
Raw,cat1_4_1540,BM25,conv-26_qa_13,conv-26_session_4_D4:11,3,4.734931733132725
Raw,cat1_4_1540,BM25,conv-26_qa_13,conv-26_session_7_D7:11,4,3.7347718190104424
Raw,cat1_4_1540,BM25,conv-26_qa_13,conv-26_session_16_D16:13,5,3.5285287360800526
Raw,cat1_4_1540,BM25,conv-26_qa_13,conv-26_session_7_D7:7,6,3.390437022085955
Raw,cat1_4_1540,BM25,conv-26_qa_13,conv-26_session_13_D13:18,7,1.809447611092972
Raw,cat1_4_1540,BM25,conv-26_qa_13,conv-26_session_12_D12:14,8,1.7043521649315283
Raw,cat1_4_1540,BM25,conv-26_qa_13,conv-26_session_12_D12:20,9,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_13,conv-26_session_14_D14:18,10,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_14,conv-26_session_4_D4:14,1,14.863264605934013
Raw,cat1_4_1540,BM25,conv-26_qa_14,conv-26_session_4_D4:11,2,11.712463307301409
Raw,cat1_4_1540,BM25,conv-26_qa_14,conv-26_session_7_D7:7,3,8.505524859445748
Raw,cat1_4_1540,BM25,conv-26_qa_14,conv-26_session_4_D4:12,4,7.919711957109033
Raw,cat1_4_1540,BM25,conv-26_qa_14,conv-26_session_1_D1:11,5,6.686443248179322
Raw,cat1_4_1540,BM25,conv-26_qa_14,conv-26_session_17_D17:25,6,6.623571577663905
Raw,cat1_4_1540,BM25,conv-26_qa_14,conv-26_session_7_D7:5,7,6.464801702456112
Raw,cat1_4_1540,BM25,conv-26_qa_14,conv-26_session_7_D7:8,8,6.245095209134394
Raw,cat1_4_1540,BM25,conv-26_qa_14,conv-26_session_4_D4:15,9,6.197666830647242
Raw,cat1_4_1540,BM25,conv-26_qa_14,conv-26_session_5_D5:3,10,5.63643720323181
Raw,cat1_4_1540,BM25,conv-26_qa_15,conv-26_session_17_D17:22,1,6.21027812270116
Raw,cat1_4_1540,BM25,conv-26_qa_15,conv-26_session_13_D13:2,2,5.332176930736604
Raw,cat1_4_1540,BM25,conv-26_qa_15,conv-26_session_13_D13:15,3,5.212734093505514
Raw,cat1_4_1540,BM25,conv-26_qa_15,conv-26_session_15_D15:10,4,5.067709971945962
Raw,cat1_4_1540,BM25,conv-26_qa_15,conv-26_session_5_D5:4,5,4.229162275261524
Raw,cat1_4_1540,BM25,conv-26_qa_15,conv-26_session_11_D11:13,6,4.009392956083706
Raw,cat1_4_1540,BM25,conv-26_qa_15,conv-26_session_7_D7:27,7,2.8804420593657047
Raw,cat1_4_1540,BM25,conv-26_qa_15,conv-26_session_8_D8:29,8,2.8804420593657047
Raw,cat1_4_1540,BM25,conv-26_qa_15,conv-26_session_1_D1:13,9,2.7223253002653114
Raw,cat1_4_1540,BM25,conv-26_qa_15,conv-26_session_11_D11:16,10,2.7223253002653114
Raw,cat1_4_1540,BM25,conv-26_qa_16,conv-26_session_14_D14:4,1,16.2384466384696
Raw,cat1_4_1540,BM25,conv-26_qa_16,conv-26_session_5_D5:4,2,10.903846120692599
Raw,cat1_4_1540,BM25,conv-26_qa_16,conv-26_session_16_D16:17,3,10.507318939585959
Raw,cat1_4_1540,BM25,conv-26_qa_16,conv-26_session_14_D14:3,4,6.438030000260326
Raw,cat1_4_1540,BM25,conv-26_qa_16,conv-26_session_16_D16:18,5,6.0231072620458335
Raw,cat1_4_1540,BM25,conv-26_qa_16,conv-26_session_12_D12:3,6,5.9360180992934275
Raw,cat1_4_1540,BM25,conv-26_qa_16,conv-26_session_5_D5:5,7,5.9360180992934275
Raw,cat1_4_1540,BM25,conv-26_qa_16,conv-26_session_5_D5:8,8,5.37429247927896
Raw,cat1_4_1540,BM25,conv-26_qa_16,conv-26_session_14_D14:22,9,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_16,conv-26_session_15_D15:13,10,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_17,conv-26_session_5_D5:13,1,21.57202814377243
Raw,cat1_4_1540,BM25,conv-26_qa_17,conv-26_session_4_D4:18,2,5.579378301563176
Raw,cat1_4_1540,BM25,conv-26_qa_17,conv-26_session_14_D14:12,3,5.35726043862513
Raw,cat1_4_1540,BM25,conv-26_qa_17,conv-26_session_1_D1:5,4,5.224158612313131
Raw,cat1_4_1540,BM25,conv-26_qa_17,conv-26_session_9_D9:3,5,4.825991415547949
Raw,cat1_4_1540,BM25,conv-26_qa_17,conv-26_session_11_D11:3,6,4.618128504132886
Raw,cat1_4_1540,BM25,conv-26_qa_17,conv-26_session_7_D7:6,7,4.618128504132886
Raw,cat1_4_1540,BM25,conv-26_qa_17,conv-26_session_17_D17:19,8,4.54338447466508
Raw,cat1_4_1540,BM25,conv-26_qa_17,conv-26_session_3_D3:1,9,4.432667659617946
Raw,cat1_4_1540,BM25,conv-26_qa_17,conv-26_session_18_D18:9,10,4.0524040692535035
Raw,cat1_4_1540,BM25,conv-26_qa_18,conv-26_session_7_D7:27,1,2.8804420593657047
Raw,cat1_4_1540,BM25,conv-26_qa_18,conv-26_session_8_D8:29,2,2.8804420593657047
Raw,cat1_4_1540,BM25,conv-26_qa_18,conv-26_session_1_D1:13,3,2.7223253002653114
Raw,cat1_4_1540,BM25,conv-26_qa_18,conv-26_session_11_D11:16,4,2.7223253002653114
Raw,cat1_4_1540,BM25,conv-26_qa_18,conv-26_session_15_D15:1,5,2.7223253002653114
Raw,cat1_4_1540,BM25,conv-26_qa_18,conv-26_session_15_D15:25,6,2.7223253002653114
Raw,cat1_4_1540,BM25,conv-26_qa_18,conv-26_session_6_D6:5,7,2.7223253002653114
Raw,cat1_4_1540,BM25,conv-26_qa_18,conv-26_session_10_D10:1,8,2.580664309179988
Raw,cat1_4_1540,BM25,conv-26_qa_18,conv-26_session_14_D14:3,9,2.580664309179988
Raw,cat1_4_1540,BM25,conv-26_qa_18,conv-26_session_18_D18:12,10,2.580664309179988
Raw,cat1_4_1540,BM25,conv-26_qa_19,conv-26_session_8_D8:3,1,6.387825005632339
Raw,cat1_4_1540,BM25,conv-26_qa_19,conv-26_session_4_D4:9,2,4.632565940996268
Raw,cat1_4_1540,BM25,conv-26_qa_19,conv-26_session_9_D9:17,3,4.235977490788667
Raw,cat1_4_1540,BM25,conv-26_qa_19,conv-26_session_19_D19:5,4,4.093461486519775
Raw,cat1_4_1540,BM25,conv-26_qa_19,conv-26_session_1_D1:15,5,4.081445802293956
Raw,cat1_4_1540,BM25,conv-26_qa_19,conv-26_session_13_D13:9,6,4.081445802293956
Raw,cat1_4_1540,BM25,conv-26_qa_19,conv-26_session_17_D17:23,7,3.925767532789137
Raw,cat1_4_1540,BM25,conv-26_qa_19,conv-26_session_18_D18:4,8,3.925767532789137
Raw,cat1_4_1540,BM25,conv-26_qa_19,conv-26_session_2_D2:16,9,3.8033218667539974
Raw,cat1_4_1540,BM25,conv-26_qa_19,conv-26_session_16_D16:3,10,3.406094017049278
Raw,cat1_4_1540,BM25,conv-26_qa_20,conv-26_session_14_D14:3,1,6.438030000260326
Raw,cat1_4_1540,BM25,conv-26_qa_20,conv-26_session_6_D6:4,2,4.980423863004354
Raw,cat1_4_1540,BM25,conv-26_qa_20,conv-26_session_14_D14:22,3,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_20,conv-26_session_15_D15:13,4,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_20,conv-26_session_10_D10:15,5,4.305448924688925
Raw,cat1_4_1540,BM25,conv-26_qa_20,conv-26_session_11_D11:5,6,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_20,conv-26_session_14_D14:28,7,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_20,conv-26_session_8_D8:18,8,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_20,conv-26_session_8_D8:20,9,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_20,conv-26_session_16_D16:17,10,3.857365691080339
Raw,cat1_4_1540,BM25,conv-26_qa_21,conv-26_session_8_D8:22,1,5.118014999911417
Raw,cat1_4_1540,BM25,conv-26_qa_21,conv-26_session_1_D1:4,2,4.657289189620308
Raw,cat1_4_1540,BM25,conv-26_qa_21,conv-26_session_6_D6:11,3,4.650782034095125
Raw,cat1_4_1540,BM25,conv-26_qa_21,conv-26_session_14_D14:22,4,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_21,conv-26_session_15_D15:13,5,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_21,conv-26_session_10_D10:15,6,4.305448924688925
Raw,cat1_4_1540,BM25,conv-26_qa_21,conv-26_session_11_D11:5,7,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_21,conv-26_session_14_D14:28,8,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_21,conv-26_session_8_D8:18,9,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_21,conv-26_session_8_D8:20,10,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_22,conv-26_session_7_D7:10,1,7.047367422030358
Raw,cat1_4_1540,BM25,conv-26_qa_22,conv-26_session_6_D6:9,2,5.924270814741634
Raw,cat1_4_1540,BM25,conv-26_qa_22,conv-26_session_6_D6:8,3,5.887115364124289
Raw,cat1_4_1540,BM25,conv-26_qa_22,conv-26_session_7_D7:9,4,3.744021240098484
Raw,cat1_4_1540,BM25,conv-26_qa_22,conv-26_session_13_D13:18,5,1.809447611092972
Raw,cat1_4_1540,BM25,conv-26_qa_22,conv-26_session_12_D12:14,6,1.7043521649315283
Raw,cat1_4_1540,BM25,conv-26_qa_22,conv-26_session_12_D12:20,7,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_22,conv-26_session_14_D14:18,8,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_22,conv-26_session_17_D17:22,9,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_22,conv-26_session_8_D8:28,10,1.6107947750828133
Raw,cat1_4_1540,BM25,conv-26_qa_23,conv-26_session_6_D6:9,1,5.924270814741634
Raw,cat1_4_1540,BM25,conv-26_qa_23,conv-26_session_6_D6:8,2,5.887115364124289
Raw,cat1_4_1540,BM25,conv-26_qa_23,conv-26_session_7_D7:10,3,5.595921722718211
Raw,cat1_4_1540,BM25,conv-26_qa_23,conv-26_session_7_D7:8,4,4.107104089834063
Raw,cat1_4_1540,BM25,conv-26_qa_23,conv-26_session_7_D7:9,5,3.744021240098484
Raw,cat1_4_1540,BM25,conv-26_qa_23,conv-26_session_7_D7:27,6,2.8804420593657047
Raw,cat1_4_1540,BM25,conv-26_qa_23,conv-26_session_8_D8:29,7,2.8804420593657047
Raw,cat1_4_1540,BM25,conv-26_qa_23,conv-26_session_1_D1:13,8,2.7223253002653114
Raw,cat1_4_1540,BM25,conv-26_qa_23,conv-26_session_11_D11:16,9,2.7223253002653114
Raw,cat1_4_1540,BM25,conv-26_qa_23,conv-26_session_15_D15:1,10,2.7223253002653114
Raw,cat1_4_1540,BM25,conv-26_qa_24,conv-26_session_17_D17:22,1,6.21027812270116
Raw,cat1_4_1540,BM25,conv-26_qa_24,conv-26_session_7_D7:20,2,5.803050293570701
Raw,cat1_4_1540,BM25,conv-26_qa_24,conv-26_session_13_D13:2,3,5.332176930736604
Raw,cat1_4_1540,BM25,conv-26_qa_24,conv-26_session_13_D13:15,4,5.212734093505514
Raw,cat1_4_1540,BM25,conv-26_qa_24,conv-26_session_11_D11:13,5,4.009392956083706
Raw,cat1_4_1540,BM25,conv-26_qa_24,conv-26_session_7_D7:27,6,2.8804420593657047
Raw,cat1_4_1540,BM25,conv-26_qa_24,conv-26_session_8_D8:29,7,2.8804420593657047
Raw,cat1_4_1540,BM25,conv-26_qa_24,conv-26_session_1_D1:13,8,2.7223253002653114
Raw,cat1_4_1540,BM25,conv-26_qa_24,conv-26_session_11_D11:16,9,2.7223253002653114
Raw,cat1_4_1540,BM25,conv-26_qa_24,conv-26_session_15_D15:1,10,2.7223253002653114
Raw,cat1_4_1540,BM25,conv-26_qa_25,conv-26_session_7_D7:1,1,6.622716801707553
Raw,cat1_4_1540,BM25,conv-26_qa_25,conv-26_session_8_D8:22,2,5.118014999911417
Raw,cat1_4_1540,BM25,conv-26_qa_25,conv-26_session_5_D5:13,3,4.6953194988721165
Raw,cat1_4_1540,BM25,conv-26_qa_25,conv-26_session_1_D1:4,4,4.657289189620308
Raw,cat1_4_1540,BM25,conv-26_qa_25,conv-26_session_14_D14:22,5,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_25,conv-26_session_15_D15:13,6,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_25,conv-26_session_14_D14:34,7,4.510658949460741
Raw,cat1_4_1540,BM25,conv-26_qa_25,conv-26_session_10_D10:15,8,4.305448924688925
Raw,cat1_4_1540,BM25,conv-26_qa_25,conv-26_session_11_D11:5,9,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_25,conv-26_session_14_D14:28,10,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_26,conv-26_session_7_D7:8,1,7.5966269117274985
Raw,cat1_4_1540,BM25,conv-26_qa_26,conv-26_session_14_D14:3,2,6.438030000260326
Raw,cat1_4_1540,BM25,conv-26_qa_26,conv-26_session_17_D17:10,3,4.93045123597744
Raw,cat1_4_1540,BM25,conv-26_qa_26,conv-26_session_14_D14:22,4,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_26,conv-26_session_15_D15:13,5,4.5709357677109885
Raw,cat1_4_1540,BM25,conv-26_qa_26,conv-26_session_10_D10:15,6,4.305448924688925
Raw,cat1_4_1540,BM25,conv-26_qa_26,conv-26_session_6_D6:9,7,4.231522345799257
Raw,cat1_4_1540,BM25,conv-26_qa_26,conv-26_session_11_D11:5,8,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_26,conv-26_session_14_D14:28,9,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_26,conv-26_session_8_D8:18,10,4.069108940612315
Raw,cat1_4_1540,BM25,conv-26_qa_27,conv-26_session_4_D4:14,1,5.993684122407892
