variant,scope,method,query_id,memory_id,rank,score
Raw,cat1_4_1540,ZScore,conv-26_qa_2,conv-26_session_6_D6:3,10,0.44505916994641814
Raw,cat1_4_1540,ZScore,conv-26_qa_3,conv-26_session_10_D10:15,1,2.444177770462643
Raw,cat1_4_1540,ZScore,conv-26_qa_3,conv-26_session_4_D4:11,2,1.2835774527583854
Raw,cat1_4_1540,ZScore,conv-26_qa_3,conv-26_session_7_D7:21,3,0.7434219249643292
Raw,cat1_4_1540,ZScore,conv-26_qa_3,conv-26_session_1_D1:4,4,0.7113721606974498
Raw,cat1_4_1540,ZScore,conv-26_qa_3,conv-26_session_1_D1:17,5,0.6784295976057577
Raw,cat1_4_1540,ZScore,conv-26_qa_3,conv-26_session_12_D12:6,6,0.6171414303582358
Raw,cat1_4_1540,ZScore,conv-26_qa_3,conv-26_session_15_D15:13,7,0.46817797290853824
Raw,cat1_4_1540,ZScore,conv-26_qa_3,conv-26_session_6_D6:7,8,0.4475984952024621
Raw,cat1_4_1540,ZScore,conv-26_qa_3,conv-26_session_15_D15:10,9,0.4099608663454327
Raw,cat1_4_1540,ZScore,conv-26_qa_3,conv-26_session_14_D14:18,10,0.4025892785576243
Raw,cat1_4_1540,ZScore,conv-26_qa_4,conv-26_session_11_D11:12,1,3.704590528135567
Raw,cat1_4_1540,ZScore,conv-26_qa_4,conv-26_session_13_D13:13,2,2.503580092462293
Raw,cat1_4_1540,ZScore,conv-26_qa_4,conv-26_session_11_D11:10,3,1.2557999492480951
Raw,cat1_4_1540,ZScore,conv-26_qa_4,conv-26_session_15_D15:15,4,0.8895063650940244
Raw,cat1_4_1540,ZScore,conv-26_qa_4,conv-26_session_16_D16:13,5,0.7599905637033502
Raw,cat1_4_1540,ZScore,conv-26_qa_4,conv-26_session_17_D17:22,6,0.5930392366922738
Raw,cat1_4_1540,ZScore,conv-26_qa_4,conv-26_session_10_D10:15,7,0.5910833542101478
Raw,cat1_4_1540,ZScore,conv-26_qa_4,conv-26_session_4_D4:2,8,0.4813626303531606
Raw,cat1_4_1540,ZScore,conv-26_qa_4,conv-26_session_19_D19:7,9,0.4398504004868371
Raw,cat1_4_1540,ZScore,conv-26_qa_4,conv-26_session_8_D8:25,10,0.3443235524997934
Raw,cat1_4_1540,ZScore,conv-26_qa_5,conv-26_session_2_D2:2,1,4.205341690130828
Raw,cat1_4_1540,ZScore,conv-26_qa_5,conv-26_session_2_D2:1,2,4.058051809380173
Raw,cat1_4_1540,ZScore,conv-26_qa_5,conv-26_session_10_D10:6,3,0.6804528011665237
Raw,cat1_4_1540,ZScore,conv-26_qa_5,conv-26_session_14_D14:11,4,0.4584440572416617
Raw,cat1_4_1540,ZScore,conv-26_qa_5,conv-26_session_2_D2:3,5,0.423917064779472
Raw,cat1_4_1540,ZScore,conv-26_qa_5,conv-26_session_19_D19:11,6,0.39533608369745943
Raw,cat1_4_1540,ZScore,conv-26_qa_5,conv-26_session_4_D4:16,7,0.2215885241650694
Raw,cat1_4_1540,ZScore,conv-26_qa_5,conv-26_session_14_D14:3,8,0.10384927468595107
Raw,cat1_4_1540,ZScore,conv-26_qa_5,conv-26_session_4_D4:15,9,0.0651318198118433
Raw,cat1_4_1540,ZScore,conv-26_qa_5,conv-26_session_19_D19:6,10,0.05245550720686626
Raw,cat1_4_1540,ZScore,conv-26_qa_6,conv-26_session_2_D2:7,1,3.3273590847145034
Raw,cat1_4_1540,ZScore,conv-26_qa_6,conv-26_session_10_D10:12,2,1.8648265925780616
Raw,cat1_4_1540,ZScore,conv-26_qa_6,conv-26_session_18_D18:19,3,1.2002296276763835
Raw,cat1_4_1540,ZScore,conv-26_qa_6,conv-26_session_10_D10:13,4,0.9617598858982634
Raw,cat1_4_1540,ZScore,conv-26_qa_6,conv-26_session_4_D4:6,5,0.9447941132304042
Raw,cat1_4_1540,ZScore,conv-26_qa_6,conv-26_session_9_D9:1,6,0.8455043554927429
Raw,cat1_4_1540,ZScore,conv-26_qa_6,conv-26_session_18_D18:20,7,0.8451388080387243
Raw,cat1_4_1540,ZScore,conv-26_qa_6,conv-26_session_14_D14:32,8,0.738973641162684
Raw,cat1_4_1540,ZScore,conv-26_qa_6,conv-26_session_4_D4:8,9,0.6996531259779837
Raw,cat1_4_1540,ZScore,conv-26_qa_6,conv-26_session_6_D6:16,10,0.668099372277994
Raw,cat1_4_1540,ZScore,conv-26_qa_7,conv-26_session_9_D9:7,1,2.6387847859899196
Raw,cat1_4_1540,ZScore,conv-26_qa_7,conv-26_session_12_D12:14,2,1.2524838771772653
Raw,cat1_4_1540,ZScore,conv-26_qa_7,conv-26_session_16_D16:15,3,0.9759570671779572
Raw,cat1_4_1540,ZScore,conv-26_qa_7,conv-26_session_3_D3:13,4,0.8395286516866496
Raw,cat1_4_1540,ZScore,conv-26_qa_7,conv-26_session_13_D13:18,5,0.6871668190552248
Raw,cat1_4_1540,ZScore,conv-26_qa_7,conv-26_session_4_D4:1,6,0.6498240553477432
Raw,cat1_4_1540,ZScore,conv-26_qa_7,conv-26_session_8_D8:22,7,0.6232845494603144
Raw,cat1_4_1540,ZScore,conv-26_qa_7,conv-26_session_4_D4:10,8,0.5120437095605557
Raw,cat1_4_1540,ZScore,conv-26_qa_7,conv-26_session_7_D7:26,9,0.31986891436029424
Raw,cat1_4_1540,ZScore,conv-26_qa_7,conv-26_session_14_D14:14,10,0.26806150040323246
Raw,cat1_4_1540,ZScore,conv-26_qa_8,conv-26_session_3_D3:1,1,2.4383642711593785
Raw,cat1_4_1540,ZScore,conv-26_qa_8,conv-26_session_8_D8:19,2,1.7207738261381045
Raw,cat1_4_1540,ZScore,conv-26_qa_8,conv-26_session_10_D10:15,3,1.39211200852685
Raw,cat1_4_1540,ZScore,conv-26_qa_8,conv-26_session_8_D8:22,4,1.1221796546008926
Raw,cat1_4_1540,ZScore,conv-26_qa_8,conv-26_session_17_D17:21,5,1.0366136568356046
Raw,cat1_4_1540,ZScore,conv-26_qa_8,conv-26_session_8_D8:14,6,0.7554878179048907
Raw,cat1_4_1540,ZScore,conv-26_qa_8,conv-26_session_15_D15:13,7,0.6385553068679656
Raw,cat1_4_1540,ZScore,conv-26_qa_8,conv-26_session_5_D5:14,8,0.2919919956773572
Raw,cat1_4_1540,ZScore,conv-26_qa_8,conv-26_session_8_D8:15,9,0.2899842527419821
Raw,cat1_4_1540,ZScore,conv-26_qa_8,conv-26_session_15_D15:11,10,0.26250327131399737
Raw,cat1_4_1540,ZScore,conv-26_qa_9,conv-26_session_3_D3:11,1,3.8212145385889214
Raw,cat1_4_1540,ZScore,conv-26_qa_9,conv-26_session_8_D8:19,2,2.052405612551158
Raw,cat1_4_1540,ZScore,conv-26_qa_9,conv-26_session_9_D9:4,3,0.9041910542823557
Raw,cat1_4_1540,ZScore,conv-26_qa_9,conv-26_session_8_D8:23,4,0.7992922048539659
Raw,cat1_4_1540,ZScore,conv-26_qa_9,conv-26_session_16_D16:5,5,0.7513205886878888
Raw,cat1_4_1540,ZScore,conv-26_qa_9,conv-26_session_7_D7:2,6,0.7294240094872617
Raw,cat1_4_1540,ZScore,conv-26_qa_9,conv-26_session_9_D9:2,7,0.5898807315105394
Raw,cat1_4_1540,ZScore,conv-26_qa_9,conv-26_session_6_D6:11,8,0.4982209427194816
Raw,cat1_4_1540,ZScore,conv-26_qa_9,conv-26_session_8_D8:14,9,0.3390272605836581
Raw,cat1_4_1540,ZScore,conv-26_qa_9,conv-26_session_8_D8:22,10,0.2334611707387661
Raw,cat1_4_1540,ZScore,conv-26_qa_10,conv-26_session_12_D12:14,1,1.7219097451288397
Raw,cat1_4_1540,ZScore,conv-26_qa_10,conv-26_session_3_D3:13,2,1.5028757910891233
Raw,cat1_4_1540,ZScore,conv-26_qa_10,conv-26_session_16_D16:15,3,1.2814209465874384
Raw,cat1_4_1540,ZScore,conv-26_qa_10,conv-26_session_10_D10:6,4,1.0720628610029155
Raw,cat1_4_1540,ZScore,conv-26_qa_10,conv-26_session_8_D8:38,5,0.962655386205288
Raw,cat1_4_1540,ZScore,conv-26_qa_10,conv-26_session_4_D4:1,6,0.9178142921923629
Raw,cat1_4_1540,ZScore,conv-26_qa_10,conv-26_session_6_D6:1,7,0.8251837255641473
Raw,cat1_4_1540,ZScore,conv-26_qa_10,conv-26_session_3_D3:11,8,0.6047771867702423
Raw,cat1_4_1540,ZScore,conv-26_qa_10,conv-26_session_3_D3:15,9,0.5586148249845382
Raw,cat1_4_1540,ZScore,conv-26_qa_10,conv-26_session_8_D8:27,10,0.26114797722135474
Raw,cat1_4_1540,ZScore,conv-26_qa_11,conv-26_session_8_D8:29,1,2.6543449727561406
Raw,cat1_4_1540,ZScore,conv-26_qa_11,conv-26_session_15_D15:21,2,1.280410558765795
Raw,cat1_4_1540,ZScore,conv-26_qa_11,conv-26_session_8_D8:22,3,1.1170928828846705
Raw,cat1_4_1540,ZScore,conv-26_qa_11,conv-26_session_3_D3:13,4,1.034430110447951
Raw,cat1_4_1540,ZScore,conv-26_qa_11,conv-26_session_17_D17:2,5,0.6801737377671997
Raw,cat1_4_1540,ZScore,conv-26_qa_11,conv-26_session_3_D3:16,6,0.6643586918619632
Raw,cat1_4_1540,ZScore,conv-26_qa_11,conv-26_session_6_D6:2,7,0.46784058389634764
Raw,cat1_4_1540,ZScore,conv-26_qa_11,conv-26_session_4_D4:5,8,0.4609129149773463
Raw,cat1_4_1540,ZScore,conv-26_qa_11,conv-26_session_8_D8:27,9,0.414462279005141
Raw,cat1_4_1540,ZScore,conv-26_qa_11,conv-26_session_4_D4:1,10,0.3630114147474358
Raw,cat1_4_1540,ZScore,conv-26_qa_12,conv-26_session_4_D4:5,1,4.196748670908503
Raw,cat1_4_1540,ZScore,conv-26_qa_12,conv-26_session_11_D11:1,2,2.012507303207117
Raw,cat1_4_1540,ZScore,conv-26_qa_12,conv-26_session_3_D3:15,3,1.5019839988125454
Raw,cat1_4_1540,ZScore,conv-26_qa_12,conv-26_session_4_D4:1,4,1.022995902807939
Raw,cat1_4_1540,ZScore,conv-26_qa_12,conv-26_session_3_D3:16,5,1.003252122831565
Raw,cat1_4_1540,ZScore,conv-26_qa_12,conv-26_session_15_D15:21,6,0.728478840782807
Raw,cat1_4_1540,ZScore,conv-26_qa_12,conv-26_session_16_D16:7,7,0.6589808110510635
Raw,cat1_4_1540,ZScore,conv-26_qa_12,conv-26_session_6_D6:2,8,0.5750676694795276
Raw,cat1_4_1540,ZScore,conv-26_qa_12,conv-26_session_8_D8:14,9,0.5542063869566072
Raw,cat1_4_1540,ZScore,conv-26_qa_12,conv-26_session_8_D8:27,10,0.5473336707775587
Raw,cat1_4_1540,ZScore,conv-26_qa_13,conv-26_session_1_D1:9,1,3.783993688672867
Raw,cat1_4_1540,ZScore,conv-26_qa_13,conv-26_session_4_D4:11,2,3.0944829192391308
Raw,cat1_4_1540,ZScore,conv-26_qa_13,conv-26_session_1_D1:10,3,1.4197746113720433
Raw,cat1_4_1540,ZScore,conv-26_qa_13,conv-26_session_4_D4:12,4,1.2162488841227148
Raw,cat1_4_1540,ZScore,conv-26_qa_13,conv-26_session_7_D7:7,5,1.0813173109147813
Raw,cat1_4_1540,ZScore,conv-26_qa_13,conv-26_session_1_D1:11,6,0.684296615105472
Raw,cat1_4_1540,ZScore,conv-26_qa_13,conv-26_session_7_D7:5,7,0.6612868707962837
Raw,cat1_4_1540,ZScore,conv-26_qa_13,conv-26_session_6_D6:3,8,0.6507140389175047
Raw,cat1_4_1540,ZScore,conv-26_qa_13,conv-26_session_12_D12:20,9,0.3049189614198625
Raw,cat1_4_1540,ZScore,conv-26_qa_13,conv-26_session_4_D4:18,10,0.28242333854990953
Raw,cat1_4_1540,ZScore,conv-26_qa_14,conv-26_session_4_D4:11,1,2.944616354515734
Raw,cat1_4_1540,ZScore,conv-26_qa_14,conv-26_session_7_D7:7,2,2.82031422598869
Raw,cat1_4_1540,ZScore,conv-26_qa_14,conv-26_session_4_D4:14,3,2.5681233266514263
Raw,cat1_4_1540,ZScore,conv-26_qa_14,conv-26_session_1_D1:11,4,1.9673820885968045
Raw,cat1_4_1540,ZScore,conv-26_qa_14,conv-26_session_7_D7:5,5,1.5124377469891597
Raw,cat1_4_1540,ZScore,conv-26_qa_14,conv-26_session_4_D4:15,6,1.4235820893205937
Raw,cat1_4_1540,ZScore,conv-26_qa_14,conv-26_session_6_D6:3,7,0.565510599645563
Raw,cat1_4_1540,ZScore,conv-26_qa_14,conv-26_session_5_D5:3,8,0.43674549186767053
Raw,cat1_4_1540,ZScore,conv-26_qa_14,conv-26_session_4_D4:12,9,0.34197632644049464
Raw,cat1_4_1540,ZScore,conv-26_qa_14,conv-26_session_19_D19:9,10,0.16043951962945124
Raw,cat1_4_1540,ZScore,conv-26_qa_15,conv-26_session_2_D2:5,1,1.5586933071979918
Raw,cat1_4_1540,ZScore,conv-26_qa_15,conv-26_session_8_D8:34,2,1.4071366696812069
Raw,cat1_4_1540,ZScore,conv-26_qa_15,conv-26_session_17_D17:22,3,0.8711239484770066
Raw,cat1_4_1540,ZScore,conv-26_qa_15,conv-26_session_12_D12:6,4,0.8662266944320866
Raw,cat1_4_1540,ZScore,conv-26_qa_15,conv-26_session_1_D1:16,5,0.8623445051144579
Raw,cat1_4_1540,ZScore,conv-26_qa_15,conv-26_session_13_D13:15,6,0.7768822556156777
Raw,cat1_4_1540,ZScore,conv-26_qa_15,conv-26_session_15_D15:10,7,0.7630742002233339
Raw,cat1_4_1540,ZScore,conv-26_qa_15,conv-26_session_10_D10:12,8,0.6600673162530634
Raw,cat1_4_1540,ZScore,conv-26_qa_15,conv-26_session_5_D5:4,9,0.6512860278735411
Raw,cat1_4_1540,ZScore,conv-26_qa_15,conv-26_session_13_D13:2,10,0.5222346584999271
Raw,cat1_4_1540,ZScore,conv-26_qa_16,conv-26_session_14_D14:4,1,3.169785095754686
Raw,cat1_4_1540,ZScore,conv-26_qa_16,conv-26_session_5_D5:4,2,2.9287309593314217
Raw,cat1_4_1540,ZScore,conv-26_qa_16,conv-26_session_5_D5:5,3,1.2745466678941093
Raw,cat1_4_1540,ZScore,conv-26_qa_16,conv-26_session_5_D5:12,4,1.2615428281107803
Raw,cat1_4_1540,ZScore,conv-26_qa_16,conv-26_session_16_D16:8,5,1.1698591590606737
Raw,cat1_4_1540,ZScore,conv-26_qa_16,conv-26_session_12_D12:3,6,1.1304082915669296
Raw,cat1_4_1540,ZScore,conv-26_qa_16,conv-26_session_8_D8:2,7,0.8881855270472235
Raw,cat1_4_1540,ZScore,conv-26_qa_16,conv-26_session_5_D5:10,8,0.8354159979382054
Raw,cat1_4_1540,ZScore,conv-26_qa_16,conv-26_session_5_D5:6,9,0.7907342213895932
Raw,cat1_4_1540,ZScore,conv-26_qa_16,conv-26_session_16_D16:17,10,0.5241127826564982
Raw,cat1_4_1540,ZScore,conv-26_qa_17,conv-26_session_5_D5:13,1,4.751641629796411
Raw,cat1_4_1540,ZScore,conv-26_qa_17,conv-26_session_7_D7:1,2,1.5777269898757755
Raw,cat1_4_1540,ZScore,conv-26_qa_17,conv-26_session_14_D14:12,3,0.853723963536291
Raw,cat1_4_1540,ZScore,conv-26_qa_17,conv-26_session_9_D9:6,4,0.812916166497225
Raw,cat1_4_1540,ZScore,conv-26_qa_17,conv-26_session_3_D3:1,5,0.7091627455918954
Raw,cat1_4_1540,ZScore,conv-26_qa_17,conv-26_session_1_D1:5,6,0.7082925692208899
Raw,cat1_4_1540,ZScore,conv-26_qa_17,conv-26_session_3_D3:3,7,0.700734526701841
Raw,cat1_4_1540,ZScore,conv-26_qa_17,conv-26_session_3_D3:2,8,0.6424385300052702
Raw,cat1_4_1540,ZScore,conv-26_qa_17,conv-26_session_3_D3:4,9,0.593708799889902
Raw,cat1_4_1540,ZScore,conv-26_qa_17,conv-26_session_4_D4:13,10,0.563695678302969
Raw,cat1_4_1540,ZScore,conv-26_qa_18,conv-26_session_10_D10:12,1,0.8038567781823731
Raw,cat1_4_1540,ZScore,conv-26_qa_18,conv-26_session_18_D18:19,2,0.6486777765367571
Raw,cat1_4_1540,ZScore,conv-26_qa_18,conv-26_session_4_D4:6,3,0.4421039234868094
Raw,cat1_4_1540,ZScore,conv-26_qa_18,conv-26_session_4_D4:8,4,0.410914435827189
Raw,cat1_4_1540,ZScore,conv-26_qa_18,conv-26_session_18_D18:21,5,0.3138352720634541
Raw,cat1_4_1540,ZScore,conv-26_qa_18,conv-26_session_8_D8:32,6,0.266207266994827
Raw,cat1_4_1540,ZScore,conv-26_qa_18,conv-26_session_10_D10:13,7,0.26479093277260213
Raw,cat1_4_1540,ZScore,conv-26_qa_18,conv-26_session_2_D2:7,8,0.17735489562826612
Raw,cat1_4_1540,ZScore,conv-26_qa_18,conv-26_session_7_D7:27,9,0.172193054588203
Raw,cat1_4_1540,ZScore,conv-26_qa_18,conv-26_session_8_D8:29,10,0.172193054588203
Raw,cat1_4_1540,ZScore,conv-26_qa_19,conv-26_session_8_D8:3,1,2.282636917905135
Raw,cat1_4_1540,ZScore,conv-26_qa_19,conv-26_session_15_D15:2,2,1.35535242008643
Raw,cat1_4_1540,ZScore,conv-26_qa_19,conv-26_session_10_D10:12,3,1.2724153355947772
Raw,cat1_4_1540,ZScore,conv-26_qa_19,conv-26_session_19_D19:5,4,1.2599500833333468
Raw,cat1_4_1540,ZScore,conv-26_qa_19,conv-26_session_11_D11:1,5,0.9783823164036198
Raw,cat1_4_1540,ZScore,conv-26_qa_19,conv-26_session_19_D19:4,6,0.6894332317540472
Raw,cat1_4_1540,ZScore,conv-26_qa_19,conv-26_session_2_D2:7,7,0.4370942583471712
Raw,cat1_4_1540,ZScore,conv-26_qa_19,conv-26_session_4_D4:9,8,0.3354736541943202
Raw,cat1_4_1540,ZScore,conv-26_qa_19,conv-26_session_8_D8:2,9,0.32312442369804417
Raw,cat1_4_1540,ZScore,conv-26_qa_19,conv-26_session_3_D3:22,10,0.22486930520535753
Raw,cat1_4_1540,ZScore,conv-26_qa_20,conv-26_session_6_D6:4,1,3.256321324818866
Raw,cat1_4_1540,ZScore,conv-26_qa_20,conv-26_session_14_D14:22,2,1.2621207217754762
Raw,cat1_4_1540,ZScore,conv-26_qa_20,conv-26_session_6_D6:6,3,1.191922928575715
Raw,cat1_4_1540,ZScore,conv-26_qa_20,conv-26_session_14_D14:3,4,1.0038468770237308
Raw,cat1_4_1540,ZScore,conv-26_qa_20,conv-26_session_15_D15:2,5,0.7308219036386144
Raw,cat1_4_1540,ZScore,conv-26_qa_20,conv-26_session_12_D12:8,6,0.5095946462146007
Raw,cat1_4_1540,ZScore,conv-26_qa_20,conv-26_session_8_D8:2,7,0.4435316613680965
Raw,cat1_4_1540,ZScore,conv-26_qa_20,conv-26_session_4_D4:5,8,0.30965641827351376
Raw,cat1_4_1540,ZScore,conv-26_qa_20,conv-26_session_11_D11:1,9,0.23778733447711775
Raw,cat1_4_1540,ZScore,conv-26_qa_20,conv-26_session_15_D15:13,10,0.1760824694819415
Raw,cat1_4_1540,ZScore,conv-26_qa_21,conv-26_session_8_D8:14,1,1.4900307404978537
Raw,cat1_4_1540,ZScore,conv-26_qa_21,conv-26_session_10_D10:15,2,1.36096617086679
Raw,cat1_4_1540,ZScore,conv-26_qa_21,conv-26_session_14_D14:3,3,1.1853376876645199
Raw,cat1_4_1540,ZScore,conv-26_qa_21,conv-26_session_8_D8:19,4,1.1176921699914597
Raw,cat1_4_1540,ZScore,conv-26_qa_21,conv-26_session_8_D8:15,5,1.0515804628433654
Raw,cat1_4_1540,ZScore,conv-26_qa_21,conv-26_session_10_D10:11,6,0.7802833746772304
Raw,cat1_4_1540,ZScore,conv-26_qa_21,conv-26_session_12_D12:18,7,0.5912594115281241
Raw,cat1_4_1540,ZScore,conv-26_qa_21,conv-26_session_6_D6:11,8,0.5819832834017957
Raw,cat1_4_1540,ZScore,conv-26_qa_21,conv-26_session_11_D11:1,9,0.5401082844013332
Raw,cat1_4_1540,ZScore,conv-26_qa_21,conv-26_session_4_D4:8,10,0.30497138640684357
Raw,cat1_4_1540,ZScore,conv-26_qa_22,conv-26_session_6_D6:9,1,4.01629059450921
Raw,cat1_4_1540,ZScore,conv-26_qa_22,conv-26_session_6_D6:8,2,2.9883617949813854
Raw,cat1_4_1540,ZScore,conv-26_qa_22,conv-26_session_7_D7:10,3,2.630772094451963
Raw,cat1_4_1540,ZScore,conv-26_qa_22,conv-26_session_6_D6:7,4,1.6871012436191033
Raw,cat1_4_1540,ZScore,conv-26_qa_22,conv-26_session_7_D7:9,5,1.3988402764940526
Raw,cat1_4_1540,ZScore,conv-26_qa_22,conv-26_session_7_D7:15,6,0.29203560509385973
Raw,cat1_4_1540,ZScore,conv-26_qa_22,conv-26_session_4_D4:5,7,0.27913295564110546
Raw,cat1_4_1540,ZScore,conv-26_qa_22,conv-26_session_6_D6:10,8,0.2493686561880904
Raw,cat1_4_1540,ZScore,conv-26_qa_22,conv-26_session_12_D12:9,9,-0.016786950567855674
Raw,cat1_4_1540,ZScore,conv-26_qa_22,conv-26_session_12_D12:20,10,-0.025161073347937296
Raw,cat1_4_1540,ZScore,conv-26_qa_23,conv-26_session_7_D7:10,1,3.500952288598478
Raw,cat1_4_1540,ZScore,conv-26_qa_23,conv-26_session_6_D6:8,2,3.344726627598513
Raw,cat1_4_1540,ZScore,conv-26_qa_23,conv-26_session_6_D6:9,3,1.8304437935911682
Raw,cat1_4_1540,ZScore,conv-26_qa_23,conv-26_session_7_D7:9,4,1.632471528885814
Raw,cat1_4_1540,ZScore,conv-26_qa_23,conv-26_session_7_D7:8,5,1.0728799659002892
Raw,cat1_4_1540,ZScore,conv-26_qa_23,conv-26_session_6_D6:10,6,0.9325249844325528
Raw,cat1_4_1540,ZScore,conv-26_qa_23,conv-26_session_7_D7:11,7,0.6315233575215887
Raw,cat1_4_1540,ZScore,conv-26_qa_23,conv-26_session_2_D2:5,8,0.26733422330734213
Raw,cat1_4_1540,ZScore,conv-26_qa_23,conv-26_session_7_D7:27,9,0.2578409755054452
Raw,cat1_4_1540,ZScore,conv-26_qa_23,conv-26_session_17_D17:10,10,0.22398639542985266
Raw,cat1_4_1540,ZScore,conv-26_qa_24,conv-26_session_7_D7:27,1,1.430696793642474
Raw,cat1_4_1540,ZScore,conv-26_qa_24,conv-26_session_4_D4:15,2,1.1579097152984117
Raw,cat1_4_1540,ZScore,conv-26_qa_24,conv-26_session_7_D7:20,3,0.7674481981564379
Raw,cat1_4_1540,ZScore,conv-26_qa_24,conv-26_session_7_D7:26,4,0.71765682412205
Raw,cat1_4_1540,ZScore,conv-26_qa_24,conv-26_session_7_D7:22,5,0.7070677818964477
Raw,cat1_4_1540,ZScore,conv-26_qa_24,conv-26_session_17_D17:22,6,0.6921110716101995
Raw,cat1_4_1540,ZScore,conv-26_qa_24,conv-26_session_2_D2:3,7,0.6181377747305743
Raw,cat1_4_1540,ZScore,conv-26_qa_24,conv-26_session_7_D7:25,8,0.5217704102308796
Raw,cat1_4_1540,ZScore,conv-26_qa_24,conv-26_session_13_D13:18,9,0.4048613027855108
Raw,cat1_4_1540,ZScore,conv-26_qa_24,conv-26_session_1_D1:16,10,0.3778203587969635
Raw,cat1_4_1540,ZScore,conv-26_qa_25,conv-26_session_7_D7:1,1,2.8000072855353526
Raw,cat1_4_1540,ZScore,conv-26_qa_25,conv-26_session_5_D5:13,2,1.7900896030459093
Raw,cat1_4_1540,ZScore,conv-26_qa_25,conv-26_session_1_D1:3,3,1.2358164292906033
Raw,cat1_4_1540,ZScore,conv-26_qa_25,conv-26_session_3_D3:2,4,0.8815257006029913
Raw,cat1_4_1540,ZScore,conv-26_qa_25,conv-26_session_9_D9:11,5,0.7416191164561589
Raw,cat1_4_1540,ZScore,conv-26_qa_25,conv-26_session_11_D11:6,6,0.6908584820731634
Raw,cat1_4_1540,ZScore,conv-26_qa_25,conv-26_session_5_D5:2,7,0.660296541351433
Raw,cat1_4_1540,ZScore,conv-26_qa_25,conv-26_session_5_D5:1,8,0.6129358303907382
Raw,cat1_4_1540,ZScore,conv-26_qa_25,conv-26_session_14_D14:34,9,0.5154592795378166
Raw,cat1_4_1540,ZScore,conv-26_qa_25,conv-26_session_9_D9:2,10,0.2641360154333984
Raw,cat1_4_1540,ZScore,conv-26_qa_26,conv-26_session_7_D7:8,1,3.5102630794347918
Raw,cat1_4_1540,ZScore,conv-26_qa_26,conv-26_session_17_D17:10,2,1.4919263265874845
Raw,cat1_4_1540,ZScore,conv-26_qa_26,conv-26_session_7_D7:10,3,1.023420180322269
Raw,cat1_4_1540,ZScore,conv-26_qa_26,conv-26_session_2_D2:5,4,0.7583400674283621
