method,query_id,category,top10_memory_ids,MRR@10,Hit@1,Hit@5,Hit@10,Recall@10,nDCG@10
RawScore,conv-26_qa_22,3,conv-26_session_6_D6:9;conv-26_session_7_D7:10;conv-26_session_6_D6:8;conv-26_session_7_D7:9;conv-26_session_6_D6:7;conv-26_session_7_D7:15;conv-26_session_4_D4:5;conv-26_session_6_D6:10;conv-26_session_12_D12:20;conv-26_session_12_D12:9,1.0,1.0,1.0,1.0,1.0,1.0
RawScore,conv-26_qa_23,1,conv-26_session_6_D6:8;conv-26_session_7_D7:10;conv-26_session_7_D7:8;conv-26_session_6_D6:9;conv-26_session_7_D7:9;conv-26_session_6_D6:10;conv-26_session_7_D7:11;conv-26_session_7_D7:27;conv-26_session_2_D2:5;conv-26_session_17_D17:10,0.3333333333333333,0.0,1.0,1.0,1.0,0.5249810332008933
RawScore,conv-26_qa_24,1,conv-26_session_7_D7:20;conv-26_session_17_D17:22;conv-26_session_13_D13:2;conv-26_session_11_D11:13;conv-26_session_13_D13:15;conv-26_session_7_D7:27;conv-26_session_4_D4:15;conv-26_session_7_D7:26;conv-26_session_7_D7:22;conv-26_session_7_D7:24,0.1111111111111111,0.0,0.0,1.0,0.5,0.18457569677956817
RawScore,conv-26_qa_25,2,conv-26_session_7_D7:1;conv-26_session_9_D9:12;conv-26_session_14_D14:33;conv-26_session_5_D5:13;conv-26_session_5_D5:1;conv-26_session_9_D9:2;conv-26_session_13_D13:15;conv-26_session_1_D1:3;conv-26_session_2_D2:12;conv-26_session_8_D8:22,1.0,1.0,1.0,1.0,1.0,1.0
RawScore,conv-26_qa_26,2,conv-26_session_7_D7:8;conv-26_session_17_D17:10;conv-26_session_14_D14:3;conv-26_session_6_D6:9;conv-26_session_14_D14:22;conv-26_session_15_D15:13;conv-26_session_10_D10:15;conv-26_session_11_D11:5;conv-26_session_14_D14:28;conv-26_session_8_D8:18,1.0,1.0,1.0,1.0,1.0,1.0
RawScore,conv-26_qa_27,3,conv-26_session_4_D4:11;conv-26_session_1_D1:9;conv-26_session_4_D4:14;conv-26_session_5_D5:3;conv-26_session_7_D7:8;conv-26_session_7_D7:7;conv-26_session_4_D4:15;conv-26_session_1_D1:10;conv-26_session_1_D1:11;conv-26_session_7_D7:5,0.1,0.0,0.0,1.0,0.5,0.17723928678404774
RawScore,conv-26_qa_28,2,conv-26_session_8_D8:9;conv-26_session_19_D19:2;conv-26_session_13_D13:1;conv-26_session_2_D2:8;conv-26_session_19_D19:1;conv-26_session_2_D2:13;conv-26_session_2_D2:12;conv-26_session_13_D13:16;conv-26_session_17_D17:3;conv-26_session_8_D8:22,1.0,1.0,1.0,1.0,1.0,1.0
RawScore,conv-26_qa_29,2,conv-26_session_8_D8:2;conv-26_session_14_D14:4;conv-26_session_5_D5:4;conv-26_session_12_D12:8;conv-26_session_5_D5:10;conv-26_session_12_D12:2;conv-26_session_16_D16:8;conv-26_session_5_D5:5;conv-26_session_12_D12:3;conv-26_session_5_D5:6,1.0,1.0,1.0,1.0,1.0,1.0
RawScore,conv-26_qa_31,2,conv-26_session_10_D10:12;conv-26_session_6_D6:16;conv-26_session_18_D18:19;conv-26_session_2_D2:7;conv-26_session_8_D8:32;conv-26_session_10_D10:13;conv-26_session_18_D18:20;conv-26_session_14_D14:3;conv-26_session_10_D10:14;conv-26_session_9_D9:1,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_32,1,conv-26_session_10_D10:5;conv-26_session_1_D1:3;conv-26_session_10_D10:6;conv-26_session_7_D7:2;conv-26_session_9_D9:12;conv-26_session_14_D14:33;conv-26_session_5_D5:1;conv-26_session_9_D9:2;conv-26_session_2_D2:12;conv-26_session_14_D14:34,0.5,0.0,1.0,1.0,0.5,0.3764290720714305
RawScore,conv-26_qa_33,2,conv-26_session_8_D8:17;conv-26_session_5_D5:1;conv-26_session_11_D11:4;conv-26_session_8_D8:19;conv-26_session_10_D10:7;conv-26_session_5_D5:2;conv-26_session_12_D12:15;conv-26_session_2_D2:7;conv-26_session_9_D9:8;conv-26_session_10_D10:11,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawScore,conv-26_qa_34,1,conv-26_session_10_D10:6;conv-26_session_7_D7:2;conv-26_session_8_D8:9;conv-26_session_10_D10:5;conv-26_session_7_D7:4;conv-26_session_17_D17:6;conv-26_session_7_D7:6;conv-26_session_4_D4:11;conv-26_session_4_D4:16;conv-26_session_14_D14:12,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_35,2,conv-26_session_10_D10:12;conv-26_session_6_D6:16;conv-26_session_18_D18:19;conv-26_session_2_D2:7;conv-26_session_10_D10:13;conv-26_session_8_D8:32;conv-26_session_10_D10:14;conv-26_session_14_D14:3;conv-26_session_18_D18:20;conv-26_session_9_D9:1,0.1,0.0,0.0,1.0,1.0,0.2890648263178879
RawScore,conv-26_qa_36,2,conv-26_session_9_D9:2;conv-26_session_8_D8:18;conv-26_session_14_D14:12;conv-26_session_3_D3:8;conv-26_session_8_D8:22;conv-26_session_14_D14:22;conv-26_session_15_D15:13;conv-26_session_1_D1:4;conv-26_session_10_D10:15;conv-26_session_11_D11:5,1.0,1.0,1.0,1.0,1.0,1.0
RawScore,conv-26_qa_37,1,conv-26_session_14_D14:30;conv-26_session_17_D17:13;conv-26_session_13_D13:10;conv-26_session_11_D11:12;conv-26_session_13_D13:8;conv-26_session_1_D1:14;conv-26_session_14_D14:3;conv-26_session_10_D10:8;conv-26_session_17_D17:8;conv-26_session_14_D14:22,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_38,1,conv-26_session_8_D8:29;conv-26_session_4_D4:9;conv-26_session_5_D5:4;conv-26_session_15_D15:10;conv-26_session_4_D4:10;conv-26_session_8_D8:28;conv-26_session_3_D3:20;conv-26_session_18_D18:12;conv-26_session_3_D3:22;conv-26_session_10_D10:23,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_39,1,conv-26_session_14_D14:34;conv-26_session_5_D5:2;conv-26_session_16_D16:5;conv-26_session_11_D11:8;conv-26_session_10_D10:3;conv-26_session_3_D3:2;conv-26_session_3_D3:1;conv-26_session_9_D9:2;conv-26_session_5_D5:1;conv-26_session_1_D1:3,0.2,0.0,1.0,1.0,0.75,0.3916869173545973
RawScore,conv-26_qa_40,1,conv-26_session_10_D10:10;conv-26_session_10_D10:8;conv-26_session_6_D6:16;conv-26_session_18_D18:14;conv-26_session_8_D8:32;conv-26_session_14_D14:7;conv-26_session_17_D17:3;conv-26_session_10_D10:11;conv-26_session_4_D4:11;conv-26_session_18_D18:15,0.5,0.0,1.0,1.0,1.0,0.6934264036172708
RawScore,conv-26_qa_41,2,conv-26_session_10_D10:3;conv-26_session_8_D8:18;conv-26_session_1_D1:3;conv-26_session_1_D1:7;conv-26_session_13_D13:1;conv-26_session_14_D14:12;conv-26_session_10_D10:6;conv-26_session_10_D10:2;conv-26_session_6_D6:2;conv-26_session_1_D1:2,1.0,1.0,1.0,1.0,1.0,1.0
RawScore,conv-26_qa_42,3,conv-26_session_11_D11:13;conv-26_session_15_D15:2;conv-26_session_16_D16:19;conv-26_session_4_D4:1;conv-26_session_2_D2:7;conv-26_session_15_D15:3;conv-26_session_18_D18:9;conv-26_session_4_D4:18;conv-26_session_6_D6:1;conv-26_session_9_D9:3,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_43,1,conv-26_session_12_D12:12;conv-26_session_17_D17:22;conv-26_session_11_D11:13;conv-26_session_3_D3:18;conv-26_session_13_D13:2;conv-26_session_2_D2:16;conv-26_session_13_D13:15;conv-26_session_16_D16:5;conv-26_session_17_D17:21;conv-26_session_4_D4:17,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_44,2,conv-26_session_11_D11:1;conv-26_session_4_D4:5;conv-26_session_4_D4:10;conv-26_session_15_D15:2;conv-26_session_11_D11:16;conv-26_session_1_D1:2;conv-26_session_12_D12:13;conv-26_session_18_D18:12;conv-26_session_10_D10:23;conv-26_session_2_D2:5,1.0,1.0,1.0,1.0,1.0,1.0
RawScore,conv-26_qa_45,2,conv-26_session_5_D5:1;conv-26_session_11_D11:4;conv-26_session_8_D8:17;conv-26_session_8_D8:19;conv-26_session_10_D10:7;conv-26_session_5_D5:2;conv-26_session_9_D9:8;conv-26_session_12_D12:15;conv-26_session_14_D14:23;conv-26_session_1_D1:3,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawScore,conv-26_qa_47,1,conv-26_session_3_D3:13;conv-26_session_5_D5:2;conv-26_session_12_D12:4;conv-26_session_8_D8:20;conv-26_session_11_D11:10;conv-26_session_4_D4:16;conv-26_session_7_D7:8;conv-26_session_15_D15:5;conv-26_session_17_D17:3;conv-26_session_18_D18:1,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_48,1,conv-26_session_8_D8:2;conv-26_session_16_D16:8;conv-26_session_14_D14:4;conv-26_session_8_D8:5;conv-26_session_5_D5:6;conv-26_session_5_D5:5;conv-26_session_12_D12:3;conv-26_session_5_D5:4;conv-26_session_5_D5:10;conv-26_session_3_D3:14,0.2,0.0,1.0,1.0,0.3333333333333333,0.18154179253735267
RawScore,conv-26_qa_49,2,conv-26_session_8_D8:19;conv-26_session_3_D3:16;conv-26_session_12_D12:15;conv-26_session_5_D5:1;conv-26_session_11_D11:4;conv-26_session_14_D14:3;conv-26_session_11_D11:13;conv-26_session_9_D9:8;conv-26_session_8_D8:22;conv-26_session_7_D7:8,0.3333333333333333,0.0,1.0,1.0,1.0,0.5
RawScore,conv-26_qa_50,3,conv-26_session_12_D12:20;conv-26_session_1_D1:11;conv-26_session_4_D4:11;conv-26_session_13_D13:15;conv-26_session_19_D19:5;conv-26_session_10_D10:6;conv-26_session_1_D1:10;conv-26_session_4_D4:18;conv-26_session_8_D8:38;conv-26_session_7_D7:3,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_51,1,conv-26_session_1_D1:14;conv-26_session_9_D9:16;conv-26_session_14_D14:7;conv-26_session_4_D4:5;conv-26_session_17_D17:14;conv-26_session_1_D1:16;conv-26_session_12_D12:6;conv-26_session_16_D16:8;conv-26_session_14_D14:30;conv-26_session_1_D1:13,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_52,1,conv-26_session_7_D7:17;conv-26_session_13_D13:2;conv-26_session_7_D7:13;conv-26_session_13_D13:3;conv-26_session_7_D7:14;conv-26_session_7_D7:16;conv-26_session_7_D7:18;conv-26_session_13_D13:4;conv-26_session_7_D7:15;conv-26_session_12_D12:14,0.14285714285714285,0.0,0.0,1.0,1.0,0.39780880120575696
RawScore,conv-26_qa_53,2,conv-26_session_2_D2:8;conv-26_session_13_D13:1;conv-26_session_2_D2:10;conv-26_session_19_D19:1;conv-26_session_2_D2:12;conv-26_session_2_D2:13;conv-26_session_17_D17:3;conv-26_session_13_D13:16;conv-26_session_8_D8:9;conv-26_session_8_D8:22,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawScore,conv-26_qa_54,2,conv-26_session_13_D13:11;conv-26_session_19_D19:10;conv-26_session_11_D11:13;conv-26_session_8_D8:22;conv-26_session_14_D14:22;conv-26_session_15_D15:13;conv-26_session_1_D1:4;conv-26_session_10_D10:15;conv-26_session_2_D2:3;conv-26_session_19_D19:7,1.0,1.0,1.0,1.0,1.0,1.0
RawScore,conv-26_qa_55,1,conv-26_session_9_D9:16;conv-26_session_1_D1:14;conv-26_session_14_D14:7;conv-26_session_4_D4:5;conv-26_session_17_D17:14;conv-26_session_3_D3:16;conv-26_session_11_D11:13;conv-26_session_7_D7:8;conv-26_session_1_D1:16;conv-26_session_12_D12:6,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_56,1,conv-26_session_7_D7:26;conv-26_session_12_D12:9;conv-26_session_14_D14:15;conv-26_session_6_D6:16;conv-26_session_11_D11:8;conv-26_session_7_D7:5;conv-26_session_8_D8:26;conv-26_session_15_D15:9;conv-26_session_6_D6:11;conv-26_session_11_D11:4,0.3333333333333333,0.0,1.0,1.0,0.5,0.3065735963827292
RawScore,conv-26_qa_57,2,conv-26_session_12_D12:1;conv-26_session_8_D8:20;conv-26_session_12_D12:2;conv-26_session_11_D11:10;conv-26_session_15_D15:5;conv-26_session_8_D8:19;conv-26_session_4_D4:8;conv-26_session_15_D15:4;conv-26_session_5_D5:2;conv-26_session_12_D12:4,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_58,2,conv-26_session_14_D14:4;conv-26_session_5_D5:4;conv-26_session_14_D14:3;conv-26_session_5_D5:8;conv-26_session_14_D14:28;conv-26_session_8_D8:20;conv-26_session_16_D16:8;conv-26_session_5_D5:7;conv-26_session_5_D5:5;conv-26_session_5_D5:6,1.0,1.0,1.0,1.0,1.0,1.0
RawScore,conv-26_qa_59,3,conv-26_session_12_D12:1;conv-26_session_3_D3:22;conv-26_session_13_D13:15;conv-26_session_14_D14:24;conv-26_session_19_D19:8;conv-26_session_8_D8:28;conv-26_session_4_D4:11;conv-26_session_8_D8:14;conv-26_session_4_D4:3;conv-26_session_19_D19:5,1.0,1.0,1.0,1.0,0.5,0.6131471927654584
RawScore,conv-26_qa_60,1,conv-26_session_15_D15:25;conv-26_session_15_D15:26;conv-26_session_15_D15:18;conv-26_session_17_D17:22;conv-26_session_13_D13:2;conv-26_session_11_D11:13;conv-26_session_13_D13:15;conv-26_session_15_D15:28;conv-26_session_15_D15:20;conv-26_session_15_D15:22,0.5,0.0,1.0,1.0,0.5,0.38685280723454163
RawScore,conv-26_qa_61,1,conv-26_session_14_D14:35;conv-26_session_15_D15:18;conv-26_session_15_D15:22;conv-26_session_15_D15:14;conv-26_session_15_D15:25;conv-26_session_15_D15:28;conv-26_session_15_D15:13;conv-26_session_15_D15:12;conv-26_session_11_D11:1;conv-26_session_15_D15:20,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_62,2,conv-26_session_15_D15:2;conv-26_session_16_D16:19;conv-26_session_14_D14:3;conv-26_session_14_D14:22;conv-26_session_15_D15:13;conv-26_session_10_D10:15;conv-26_session_8_D8:18;conv-26_session_15_D15:3;conv-26_session_8_D8:20;conv-26_session_11_D11:5,1.0,1.0,1.0,1.0,1.0,1.0
RawScore,conv-26_qa_63,2,conv-26_session_15_D15:11;conv-26_session_15_D15:3;conv-26_session_15_D15:9;conv-26_session_14_D14:33;conv-26_session_9_D9:2;conv-26_session_9_D9:16;conv-26_session_17_D17:13;conv-26_session_9_D9:12;conv-26_session_15_D15:12;conv-26_session_14_D14:35,1.0,1.0,1.0,1.0,1.0,1.0
RawScore,conv-26_qa_64,3,conv-26_session_15_D15:16;conv-26_session_15_D15:24;conv-26_session_13_D13:10;conv-26_session_9_D9:1;conv-26_session_15_D15:28;conv-26_session_17_D17:13;conv-26_session_8_D8:39;conv-26_session_10_D10:12;conv-26_session_8_D8:34;conv-26_session_8_D8:6,0.2,0.0,1.0,1.0,1.0,0.38685280723454163
RawScore,conv-26_qa_65,1,conv-26_session_10_D10:5;conv-26_session_8_D8:25;conv-26_session_6_D6:12;conv-26_session_14_D14:12;conv-26_session_16_D16:16;conv-26_session_14_D14:13;conv-26_session_11_D11:14;conv-26_session_3_D3:8;conv-26_session_19_D19:8;conv-26_session_6_D6:15,0.14285714285714285,0.0,0.0,1.0,0.5,0.20438239758848611
RawScore,conv-26_qa_66,1,conv-26_session_8_D8:29;conv-26_session_4_D4:9;conv-26_session_17_D17:22;conv-26_session_13_D13:2;conv-26_session_4_D4:10;conv-26_session_8_D8:28;conv-26_session_18_D18:12;conv-26_session_3_D3:22;conv-26_session_3_D3:20;conv-26_session_10_D10:12,0.1,0.0,0.0,1.0,0.5,0.17723928678404774
RawScore,conv-26_qa_67,2,conv-26_session_12_D12:15;conv-26_session_16_D16:1;conv-26_session_16_D16:2;conv-26_session_6_D6:12;conv-26_session_3_D3:11;conv-26_session_8_D8:24;conv-26_session_8_D8:22;conv-26_session_15_D15:13;conv-26_session_10_D10:15;conv-26_session_14_D14:22,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawScore,conv-26_qa_68,2,conv-26_session_1_D1:16;conv-26_session_16_D16:7;conv-26_session_16_D16:6;conv-26_session_3_D3:2;conv-26_session_4_D4:1;conv-26_session_8_D8:27;conv-26_session_11_D11:16;conv-26_session_14_D14:16;conv-26_session_15_D15:20;conv-26_session_11_D11:13,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_69,3,conv-26_session_10_D10:1;conv-26_session_12_D12:14;conv-26_session_8_D8:28;conv-26_session_3_D3:22;conv-26_session_4_D4:10;conv-26_session_7_D7:24;conv-26_session_12_D12:13;conv-26_session_19_D19:10;conv-26_session_18_D18:12;conv-26_session_11_D11:16,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_70,1,conv-26_session_15_D15:10;conv-26_session_5_D5:13;conv-26_session_1_D1:5;conv-26_session_17_D17:19;conv-26_session_7_D7:2;conv-26_session_10_D10:6;conv-26_session_14_D14:12;conv-26_session_14_D14:19;conv-26_session_9_D9:6;conv-26_session_10_D10:5,0.25,0.0,1.0,1.0,0.5,0.2640681225725909
RawScore,conv-26_qa_71,1,conv-26_session_7_D7:8;conv-26_session_17_D17:10;conv-26_session_6_D6:9;conv-26_session_14_D14:3;conv-26_session_8_D8:22;conv-26_session_1_D1:4;conv-26_session_14_D14:22;conv-26_session_15_D15:13;conv-26_session_10_D10:15;conv-26_session_11_D11:5,0.5,0.0,1.0,1.0,0.5,0.38685280723454163
RawScore,conv-26_qa_72,2,conv-26_session_8_D8:37;conv-26_session_17_D17:3;conv-26_session_13_D13:1;conv-26_session_4_D4:5;conv-26_session_10_D10:20;conv-26_session_14_D14:3;conv-26_session_17_D17:5;conv-26_session_8_D8:9;conv-26_session_14_D14:22;conv-26_session_15_D15:13,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawScore,conv-26_qa_73,2,conv-26_session_17_D17:8;conv-26_session_14_D14:3;conv-26_session_14_D14:22;conv-26_session_15_D15:13;conv-26_session_10_D10:15;conv-26_session_11_D11:5;conv-26_session_14_D14:28;conv-26_session_8_D8:18;conv-26_session_8_D8:20;conv-26_session_14_D14:30,1.0,1.0,1.0,1.0,1.0,1.0
RawScore,conv-26_qa_74,2,conv-26_session_8_D8:29;conv-26_session_4_D4:9;conv-26_session_18_D18:1;conv-26_session_14_D14:3;conv-26_session_4_D4:10;conv-26_session_8_D8:28;conv-26_session_3_D3:20;conv-26_session_12_D12:16;conv-26_session_18_D18:12;conv-26_session_10_D10:23,0.3333333333333333,0.0,1.0,1.0,1.0,0.5
RawScore,conv-26_qa_75,1,conv-26_session_17_D17:22;conv-26_session_13_D13:2;conv-26_session_8_D8:9;conv-26_session_11_D11:13;conv-26_session_13_D13:15;conv-26_session_3_D3:14;conv-26_session_2_D2:15;conv-26_session_2_D2:9;conv-26_session_19_D19:5;conv-26_session_10_D10:23,0.0,0.0,0.0,0.0,0.0,0.0
RawScore,conv-26_qa_76,1,conv-26_session_18_D18:1;conv-26_session_4_D4:8;conv-26_session_12_D12:2;conv-26_session_14_D14:3;conv-26_session_14_D14:22;conv-26_session_15_D15:13;conv-26_session_10_D10:15;conv-26_session_8_D8:18;conv-26_session_11_D11:5;conv-26_session_14_D14:28,0.0,0.0,0.0,0.0,0.0,0.0
